gender,loyalty_points,loyalty_tier,registered_on_weekend,loyalty_points_per_year
0.0,2704.0,4.0,0.0,603.57
1.0,2790.0,4.0,0.0,664.29
1.0,3781.0,4.0,0.0,8593.18
1.0,764.0,3.0,0.0,3472.73
0.0,922.0,3.0,0.0,587.26
1.0,4435.0,4.0,0.0,1103.23
0.0,1803.0,4.0,0.0,441.91
1.0,2700.0,4.0,0.0,697.67
0.0,2607.0,4.0,1.0,869.0
1.0,704.0,3.0,1.0,254.15
1.0,286.0,2.0,0.0,106.72
0.0,421.0,2.0,0.0,610.14
0.0,3265.0,4.0,0.0,650.4
1.0,2945.0,4.0,0.0,861.11
1.0,4994.0,4.0,0.0,965.96
1.0,2835.0,4.0,0.0,6443.18
1.0,3774.0,4.0,0.0,4602.44
1.0,4182.0,4.0,0.0,1042.89
1.0,3661.0,4.0,1.0,6537.5
1.0,4020.0,4.0,1.0,2184.78
1.0,4122.0,4.0,0.0,740.04
0.0,4029.0,4.0,0.0,2201.64
1.0,3619.0,4.0,0.0,738.57
1.0,21.0,1.0,0.0,4.54
0.0,3360.0,4.0,0.0,1297.3
0.0,2052.0,4.0,0.0,2331.82
1.0,3713.0,4.0,0.0,1503.24
1.0,1885.0,4.0,0.0,523.61
1.0,3221.0,4.0,0.0,805.25
0.0,700.0,3.0,0.0,238.91
1.0,1990.0,4.0,1.0,536.39
1.0,971.0,3.0,1.0,363.67
1.0,1112.0,4.0,0.0,1884.75
1.0,4231.0,4.0,0.0,990.87
1.0,2315.0,4.0,1.0,2030.7
1.0,1932.0,4.0,1.0,2077.42
0.0,1644.0,4.0,1.0,634.75
0.0,1457.0,4.0,0.0,662.27
1.0,723.0,3.0,0.0,168.14
0.0,3957.0,4.0,0.0,-131900.0
1.0,1922.0,4.0,1.0,2372.84
1.0,1528.0,4.0,0.0,1115.33
1.0,1672.0,4.0,0.0,327.2
0.0,1391.0,4.0,0.0,582.01
0.0,158.0,2.0,0.0,509.68
0.0,2367.0,4.0,1.0,421.17
1.0,4120.0,4.0,0.0,1004.88
1.0,300.0,2.0,0.0,95.85
1.0,4722.0,4.0,1.0,5427.59
0.0,3915.0,4.0,0.0,1072.6
0.0,2373.0,4.0,0.0,1009.79
1.0,1207.0,4.0,1.0,326.22
1.0,4011.0,4.0,1.0,7427.78
1.0,3271.0,4.0,0.0,753.69
0.0,4518.0,4.0,1.0,1201.6
1.0,2083.0,4.0,1.0,-9056.52
1.0,3348.0,4.0,0.0,576.25
1.0,2982.0,4.0,1.0,516.81
0.0,1232.0,4.0,0.0,292.64
1.0,1113.0,4.0,0.0,2588.37
0.0,4678.0,4.0,0.0,1124.52
0.0,2745.0,4.0,0.0,471.65
0.0,2900.0,4.0,1.0,569.74
0.0,1594.0,4.0,0.0,375.06
1.0,2953.0,4.0,1.0,617.78
1.0,2330.0,4.0,0.0,446.36
1.0,1128.0,4.0,1.0,339.76
0.0,2182.0,4.0,0.0,2296.84
0.0,1039.0,4.0,0.0,188.91
1.0,3303.0,4.0,0.0,784.56
1.0,649.0,3.0,0.0,108.71
0.0,2874.0,4.0,0.0,528.31
0.0,3446.0,4.0,0.0,20270.59
0.0,183.0,2.0,0.0,54.95
1.0,983.0,3.0,1.0,225.46
0.0,467.0,2.0,0.0,214.22
1.0,3340.0,4.0,1.0,1336.0
0.0,1304.0,4.0,0.0,251.25
1.0,663.0,3.0,0.0,129.75
0.0,392.0,2.0,1.0,1059.46
0.0,864.0,3.0,1.0,182.28
1.0,4640.0,4.0,0.0,1744.36
0.0,556.0,3.0,0.0,159.31
1.0,1002.0,4.0,0.0,168.69
1.0,4233.0,4.0,1.0,1185.71
0.0,2493.0,4.0,0.0,966.28
1.0,763.0,3.0,1.0,283.64
0.0,2919.0,4.0,0.0,2211.36
1.0,1275.0,4.0,1.0,304.3
1.0,2514.0,4.0,0.0,1295.88
1.0,585.0,3.0,0.0,106.75
1.0,2486.0,4.0,1.0,637.44
1.0,4927.0,4.0,1.0,1564.13
1.0,1502.0,4.0,1.0,3129.17
1.0,2473.0,4.0,1.0,708.6
1.0,2328.0,4.0,1.0,688.76
1.0,2025.0,4.0,0.0,1281.65
0.0,77.0,1.0,0.0,202.63
0.0,595.0,3.0,0.0,-2586.96
1.0,449.0,2.0,0.0,101.58
1.0,1326.0,4.0,1.0,1133.33
0.0,307.0,2.0,1.0,60.43
0.0,857.0,3.0,0.0,612.14
1.0,1808.0,4.0,0.0,465.98
0.0,1748.0,4.0,1.0,445.92
1.0,1934.0,4.0,0.0,398.76
1.0,3123.0,4.0,0.0,2014.84
1.0,848.0,3.0,0.0,533.33
1.0,3425.0,4.0,0.0,2854.17
1.0,707.0,3.0,1.0,135.96
1.0,1950.0,4.0,1.0,882.35
1.0,1054.0,4.0,0.0,274.48
0.0,2744.0,4.0,0.0,591.38
1.0,2438.0,4.0,1.0,470.66
1.0,2815.0,4.0,0.0,514.63
0.0,1758.0,4.0,0.0,336.14
1.0,48.0,1.0,0.0,12.0
1.0,4079.0,4.0,1.0,1045.9
0.0,4048.0,4.0,0.0,2716.78
0.0,2542.0,4.0,0.0,3062.65
1.0,2393.0,4.0,0.0,415.45
1.0,2796.0,4.0,0.0,899.04
1.0,3534.0,4.0,0.0,671.86
0.0,1974.0,4.0,0.0,628.66
0.0,3797.0,4.0,1.0,1977.6
1.0,2558.0,4.0,0.0,1206.6
0.0,4597.0,4.0,1.0,2158.22
1.0,1611.0,4.0,0.0,343.5
1.0,2418.0,4.0,0.0,523.38
1.0,4972.0,4.0,0.0,1404.52
0.0,3639.0,4.0,1.0,1875.77
1.0,3949.0,4.0,0.0,682.04
1.0,3938.0,4.0,0.0,2224.86
0.0,1513.0,4.0,0.0,652.16
1.0,4198.0,4.0,1.0,1560.59
0.0,1284.0,4.0,1.0,405.05
1.0,4300.0,4.0,0.0,930.74
0.0,724.0,3.0,0.0,832.18
0.0,3289.0,4.0,0.0,695.35
1.0,65.0,1.0,1.0,22.11
0.0,509.0,3.0,0.0,106.93
1.0,3002.0,4.0,0.0,1808.43
1.0,4920.0,4.0,0.0,1179.86
0.0,1962.0,4.0,1.0,373.0
1.0,3337.0,4.0,0.0,1523.74
0.0,3357.0,4.0,0.0,1062.34
0.0,1557.0,4.0,0.0,1330.77
0.0,2398.0,4.0,0.0,551.26
1.0,848.0,3.0,0.0,428.28
0.0,1808.0,4.0,0.0,527.11
1.0,1094.0,4.0,0.0,196.41
0.0,849.0,3.0,0.0,151.61
0.0,2885.0,4.0,0.0,1667.63
1.0,2955.0,4.0,0.0,-18468.75
1.0,4456.0,4.0,0.0,6188.89
1.0,525.0,3.0,1.0,100.19
1.0,1936.0,4.0,0.0,4840.0
1.0,339.0,2.0,1.0,79.58
0.0,3484.0,4.0,0.0,698.2
1.0,52.0,1.0,0.0,9.94
1.0,4052.0,4.0,1.0,1688.33
1.0,1962.0,4.0,0.0,1662.71
0.0,755.0,3.0,0.0,131.76
0.0,4448.0,4.0,0.0,826.77
0.0,202.0,2.0,0.0,44.2
0.0,3909.0,4.0,0.0,1031.4
1.0,3579.0,4.0,0.0,1034.39
0.0,105.0,2.0,0.0,1500.0
1.0,1911.0,4.0,1.0,328.92
1.0,4175.0,4.0,0.0,2097.99
1.0,1445.0,4.0,0.0,144500.0
1.0,2803.0,4.0,0.0,846.83
1.0,2253.0,4.0,1.0,16092.86
1.0,4636.0,4.0,0.0,871.43
0.0,2684.0,4.0,0.0,10323.08
1.0,3593.0,4.0,0.0,948.02
1.0,3851.0,4.0,0.0,855.78
1.0,565.0,3.0,0.0,181.67
1.0,2895.0,4.0,0.0,1211.3
0.0,4690.0,4.0,0.0,-156333.33
1.0,4029.0,4.0,0.0,688.72
0.0,159.0,2.0,1.0,45.04
0.0,1470.0,4.0,0.0,528.78
0.0,1392.0,4.0,0.0,565.85
0.0,2377.0,4.0,1.0,2555.91
1.0,4718.0,4.0,0.0,36292.31
0.0,3044.0,4.0,0.0,673.45
0.0,3617.0,4.0,1.0,756.69
1.0,1838.0,4.0,0.0,307.87
1.0,1288.0,4.0,1.0,303.77
0.0,4096.0,4.0,0.0,722.4
0.0,4164.0,4.0,0.0,14871.43
0.0,121.0,2.0,0.0,80.13
1.0,3713.0,4.0,1.0,691.43
0.0,3655.0,4.0,0.0,19236.84
1.0,3056.0,4.0,1.0,686.74
0.0,99.0,1.0,1.0,49.5
0.0,1786.0,4.0,1.0,419.25
0.0,4951.0,4.0,0.0,953.95
0.0,471.0,2.0,0.0,1385.29
0.0,1171.0,4.0,1.0,289.14
1.0,1950.0,4.0,0.0,2500.0
1.0,1498.0,4.0,1.0,2304.62
1.0,1295.0,4.0,0.0,2122.95
1.0,125.0,2.0,0.0,25.67
0.0,2887.0,4.0,0.0,1793.17
1.0,407.0,2.0,1.0,-1769.57
0.0,4309.0,4.0,1.0,1063.95
1.0,3314.0,4.0,0.0,2529.77
1.0,643.0,3.0,0.0,117.77
1.0,990.0,3.0,0.0,5500.0
0.0,2606.0,4.0,0.0,433.61
0.0,3929.0,4.0,0.0,679.76
0.0,1448.0,4.0,1.0,546.42
1.0,566.0,3.0,1.0,223.72
0.0,1464.0,4.0,1.0,438.32
1.0,3377.0,4.0,0.0,874.87
1.0,4745.0,4.0,0.0,1059.15
0.0,4190.0,4.0,1.0,965.44
1.0,2756.0,4.0,0.0,1337.86
0.0,1916.0,4.0,0.0,808.44
0.0,960.0,3.0,1.0,350.36
0.0,2952.0,4.0,0.0,2170.59
1.0,723.0,3.0,0.0,255.48
0.0,833.0,3.0,1.0,160.81
0.0,4579.0,4.0,0.0,767.0
0.0,3674.0,4.0,0.0,1212.54
1.0,358.0,2.0,0.0,126.95
0.0,4323.0,4.0,0.0,4912.5
0.0,4609.0,4.0,0.0,833.45
0.0,2688.0,4.0,1.0,677.08
0.0,659.0,3.0,0.0,-13180.0
1.0,2594.0,4.0,0.0,1508.14
0.0,978.0,3.0,0.0,914.02
1.0,2111.0,4.0,0.0,423.9
0.0,2671.0,4.0,0.0,3035.23
1.0,3214.0,4.0,0.0,567.84
1.0,1601.0,4.0,0.0,392.4
0.0,1016.0,4.0,0.0,180.46
0.0,1081.0,4.0,1.0,383.33
1.0,3046.0,4.0,0.0,521.58
1.0,2689.0,4.0,1.0,753.22
0.0,1056.0,4.0,0.0,926.32
0.0,2596.0,4.0,1.0,1653.5
0.0,3454.0,4.0,0.0,5233.33
1.0,3158.0,4.0,0.0,1653.4
1.0,3708.0,4.0,0.0,1459.84
1.0,1865.0,4.0,0.0,518.06
1.0,1147.0,4.0,0.0,252.64
0.0,3930.0,4.0,1.0,1708.7
1.0,3503.0,4.0,0.0,2399.32
0.0,1229.0,4.0,0.0,505.76
1.0,208.0,2.0,0.0,56.52
1.0,4636.0,4.0,0.0,2589.94
0.0,3294.0,4.0,0.0,580.95
1.0,3689.0,4.0,0.0,1346.35
0.0,2436.0,4.0,0.0,452.79
0.0,292.0,2.0,0.0,57.59
1.0,890.0,3.0,0.0,154.78
1.0,2524.0,4.0,0.0,671.28
0.0,456.0,2.0,1.0,172.08
0.0,1824.0,4.0,0.0,3091.53
1.0,3528.0,4.0,0.0,999.43
0.0,4885.0,4.0,0.0,7079.71
1.0,3733.0,4.0,0.0,785.89
0.0,1877.0,4.0,0.0,658.6
0.0,285.0,2.0,0.0,228.0
1.0,2840.0,4.0,0.0,502.65
0.0,4638.0,4.0,0.0,1325.14
1.0,4963.0,4.0,1.0,1090.77
1.0,3856.0,4.0,0.0,3109.68
0.0,1812.0,4.0,0.0,394.77
1.0,1765.0,4.0,0.0,423.26
0.0,38.0,1.0,1.0,9.07
1.0,4029.0,4.0,0.0,872.08
0.0,4332.0,4.0,0.0,2657.67
1.0,3653.0,4.0,0.0,-15220.83
0.0,4065.0,4.0,0.0,1243.12
0.0,2881.0,4.0,0.0,7202.5
1.0,4430.0,4.0,0.0,9425.53
1.0,4979.0,4.0,0.0,1043.82
0.0,4425.0,4.0,0.0,760.31
1.0,2156.0,4.0,0.0,1330.86
1.0,3595.0,4.0,0.0,885.47
0.0,4107.0,4.0,0.0,2360.34
0.0,4031.0,4.0,0.0,6718.33
0.0,4216.0,4.0,0.0,759.64
1.0,4867.0,4.0,0.0,1638.72
0.0,657.0,3.0,0.0,206.6
1.0,1754.0,4.0,0.0,584.67
0.0,728.0,3.0,1.0,226.09
0.0,3228.0,4.0,1.0,672.5
0.0,767.0,3.0,0.0,661.21
1.0,1381.0,4.0,1.0,296.99
1.0,916.0,3.0,1.0,636.11
1.0,2531.0,4.0,0.0,846.49
1.0,722.0,3.0,0.0,-24066.67
0.0,802.0,3.0,1.0,183.94
0.0,2736.0,4.0,0.0,7015.38
0.0,3416.0,4.0,0.0,584.93
1.0,2812.0,4.0,0.0,1371.71
1.0,2972.0,4.0,0.0,837.18
1.0,2163.0,4.0,0.0,564.75
1.0,89.0,1.0,1.0,4450.0
0.0,3756.0,4.0,0.0,2098.32
0.0,4954.0,4.0,0.0,1036.4
0.0,3810.0,4.0,0.0,1454.2
0.0,1446.0,4.0,0.0,3805.26
0.0,2973.0,4.0,0.0,517.04
0.0,60.0,1.0,1.0,22.64
1.0,3833.0,4.0,1.0,1290.57
1.0,3408.0,4.0,1.0,752.32
0.0,308.0,2.0,0.0,-1540.0
0.0,2454.0,4.0,0.0,915.67
1.0,4068.0,4.0,0.0,837.04
1.0,4142.0,4.0,1.0,7396.43
1.0,1079.0,4.0,0.0,238.72
0.0,2413.0,4.0,0.0,510.15
1.0,4108.0,4.0,0.0,831.58
0.0,4239.0,4.0,0.0,16956.0
0.0,2078.0,4.0,1.0,494.76
0.0,3422.0,4.0,0.0,1829.95
0.0,1567.0,4.0,1.0,9793.75
1.0,194.0,2.0,1.0,87.78
1.0,355.0,2.0,0.0,1972.22
1.0,4283.0,4.0,1.0,1151.34
1.0,3787.0,4.0,0.0,897.39
0.0,851.0,3.0,0.0,154.73
1.0,3449.0,4.0,0.0,1326.54
0.0,1392.0,4.0,0.0,1529.67
1.0,3658.0,4.0,0.0,1143.12
1.0,4974.0,4.0,0.0,1381.67
1.0,1790.0,4.0,0.0,421.18
0.0,2123.0,4.0,0.0,637.54
0.0,493.0,2.0,0.0,117.38
1.0,3742.0,4.0,1.0,3401.82
1.0,3394.0,4.0,1.0,883.85
1.0,3398.0,4.0,0.0,1452.14
0.0,3471.0,4.0,0.0,754.57
0.0,1148.0,4.0,1.0,217.42
1.0,864.0,3.0,0.0,259.46
1.0,2594.0,4.0,1.0,-37057.14
1.0,1628.0,4.0,0.0,287.13
0.0,1731.0,4.0,0.0,298.96
0.0,4668.0,4.0,1.0,1209.33
0.0,4247.0,4.0,0.0,8013.21
0.0,2640.0,4.0,0.0,671.76
0.0,2692.0,4.0,0.0,598.22
0.0,1353.0,4.0,0.0,615.0
0.0,743.0,3.0,0.0,439.64
0.0,781.0,3.0,0.0,877.53
0.0,4216.0,4.0,0.0,1321.63
1.0,2998.0,4.0,0.0,7495.0
0.0,1653.0,4.0,1.0,3178.85
1.0,2653.0,4.0,0.0,869.84
1.0,3270.0,4.0,0.0,1189.09
1.0,3341.0,4.0,0.0,1561.21
1.0,2793.0,4.0,0.0,520.11
0.0,615.0,3.0,0.0,159.74
1.0,464.0,2.0,0.0,194.14
1.0,132.0,2.0,0.0,26.56
0.0,3465.0,4.0,0.0,628.86
1.0,1150.0,4.0,0.0,265.59
0.0,3771.0,4.0,0.0,1532.93
1.0,239.0,2.0,0.0,65.12
0.0,4045.0,4.0,0.0,998.77
1.0,4131.0,4.0,0.0,826.2
1.0,4775.0,4.0,0.0,2295.67
1.0,3971.0,4.0,1.0,3676.85
1.0,1264.0,4.0,0.0,366.38
0.0,3368.0,4.0,1.0,1002.38
0.0,2982.0,4.0,1.0,149100.0
0.0,2662.0,4.0,0.0,881.46
1.0,368.0,2.0,1.0,87.2
0.0,1172.0,4.0,0.0,13022.22
0.0,887.0,3.0,0.0,176.69
0.0,3510.0,4.0,0.0,-50142.86
1.0,4883.0,4.0,1.0,7180.88
1.0,4407.0,4.0,1.0,2638.92
1.0,4248.0,4.0,0.0,8015.09
0.0,3416.0,4.0,1.0,-37955.56
0.0,492.0,2.0,0.0,683.33
1.0,4592.0,4.0,0.0,1634.16
1.0,1156.0,4.0,0.0,745.81
0.0,1719.0,4.0,0.0,519.34
0.0,371.0,2.0,1.0,154.58
1.0,3877.0,4.0,0.0,1649.79
0.0,2258.0,4.0,0.0,855.3
1.0,1642.0,4.0,0.0,380.09
0.0,3343.0,4.0,0.0,14534.78
0.0,3790.0,4.0,1.0,2746.38
0.0,2607.0,4.0,0.0,-10428.0
0.0,1378.0,4.0,0.0,246.95
0.0,560.0,3.0,0.0,169.18
1.0,2303.0,4.0,0.0,5355.81
0.0,2212.0,4.0,0.0,474.68
0.0,1593.0,4.0,1.0,446.22
1.0,4534.0,4.0,1.0,944.58
1.0,3520.0,4.0,1.0,617.54
1.0,4318.0,4.0,0.0,1458.78
0.0,4740.0,4.0,0.0,2184.33
1.0,1838.0,4.0,0.0,6564.29
0.0,2951.0,4.0,0.0,4042.47
0.0,2956.0,4.0,0.0,554.6
0.0,551.0,3.0,1.0,105.56
0.0,3710.0,4.0,0.0,740.52
1.0,2920.0,4.0,1.0,13272.73
1.0,1042.0,4.0,0.0,370.82
1.0,4830.0,4.0,0.0,891.14
0.0,3982.0,4.0,1.0,1869.48
1.0,4674.0,4.0,1.0,1963.87
0.0,2291.0,4.0,0.0,771.38
0.0,875.0,3.0,1.0,1620.37
1.0,1686.0,4.0,0.0,357.96
1.0,2930.0,4.0,0.0,1031.69
1.0,3179.0,4.0,1.0,1492.49
0.0,4898.0,4.0,0.0,845.94
0.0,3604.0,4.0,0.0,6322.81
1.0,809.0,3.0,0.0,332.92
1.0,4910.0,4.0,0.0,3776.92
1.0,156.0,2.0,1.0,42.62
1.0,1399.0,4.0,0.0,367.19
0.0,4475.0,4.0,1.0,21309.52
1.0,3092.0,4.0,0.0,1356.14
0.0,4199.0,4.0,0.0,899.14
1.0,233.0,2.0,0.0,50.65
0.0,3878.0,4.0,0.0,1958.59
1.0,4849.0,4.0,0.0,1092.12
0.0,3084.0,4.0,0.0,1258.78
0.0,1193.0,4.0,1.0,269.3
0.0,794.0,3.0,1.0,4962.5
1.0,1234.0,4.0,1.0,3164.1
1.0,2783.0,4.0,0.0,921.52
0.0,697.0,3.0,0.0,544.53
1.0,2807.0,4.0,0.0,140350.0
0.0,1115.0,4.0,0.0,6968.75
0.0,4911.0,4.0,1.0,2905.92
1.0,3530.0,4.0,1.0,900.51
0.0,4516.0,4.0,0.0,1642.18
0.0,1721.0,4.0,0.0,8195.24
0.0,1945.0,4.0,0.0,567.06
1.0,113.0,2.0,0.0,117.71
1.0,1828.0,4.0,0.0,425.12
1.0,1761.0,4.0,0.0,1029.82
0.0,3374.0,4.0,0.0,822.93
0.0,3820.0,4.0,1.0,1116.96
0.0,4375.0,4.0,0.0,5537.97
1.0,1814.0,4.0,0.0,1333.82
0.0,3262.0,4.0,1.0,934.67
1.0,3310.0,4.0,0.0,682.47
1.0,3907.0,4.0,0.0,764.58
1.0,2019.0,4.0,0.0,970.67
1.0,4481.0,4.0,0.0,929.67
1.0,3516.0,4.0,1.0,806.42
0.0,2706.0,4.0,0.0,504.85
0.0,488.0,2.0,0.0,260.96
0.0,1665.0,4.0,0.0,279.36
0.0,717.0,3.0,1.0,931.17
1.0,1196.0,4.0,0.0,422.61
1.0,1782.0,4.0,0.0,371.25
0.0,62.0,1.0,0.0,81.58
1.0,2119.0,4.0,0.0,436.01
0.0,2033.0,4.0,0.0,991.71
1.0,308.0,2.0,1.0,112.82
1.0,1878.0,4.0,0.0,324.35
0.0,4712.0,4.0,0.0,1432.22
1.0,3565.0,4.0,1.0,19805.56
1.0,915.0,3.0,0.0,152.5
1.0,1078.0,4.0,0.0,179.07
1.0,117.0,2.0,0.0,22.99
1.0,3161.0,4.0,1.0,3902.47
0.0,22.0,1.0,0.0,19.13
1.0,2795.0,4.0,0.0,559.0
1.0,764.0,3.0,1.0,583.21
1.0,4385.0,4.0,1.0,882.29
1.0,2822.0,4.0,1.0,1454.64
0.0,940.0,3.0,0.0,187.25
0.0,2445.0,4.0,0.0,509.38
1.0,3604.0,4.0,0.0,705.28
0.0,1924.0,4.0,0.0,463.61
1.0,1840.0,4.0,1.0,447.69
1.0,4559.0,4.0,0.0,1325.29
1.0,1698.0,4.0,1.0,797.18
1.0,1713.0,4.0,1.0,882.99
0.0,1757.0,4.0,0.0,-43925.0
0.0,4535.0,4.0,0.0,1303.16
1.0,2454.0,4.0,1.0,1728.17
1.0,1691.0,4.0,0.0,2316.44
1.0,2818.0,4.0,0.0,2818.0
0.0,2227.0,4.0,0.0,765.29
0.0,227.0,2.0,0.0,47.29
0.0,3927.0,4.0,0.0,2975.0
0.0,523.0,3.0,0.0,205.91
1.0,2350.0,4.0,1.0,1012.93
1.0,1280.0,4.0,0.0,302.6
0.0,1431.0,4.0,0.0,3490.24
1.0,3593.0,4.0,0.0,1053.67
0.0,515.0,3.0,0.0,230.94
1.0,107.0,2.0,0.0,56.02
0.0,1272.0,4.0,0.0,229.6
0.0,3211.0,4.0,0.0,535.17
1.0,2247.0,4.0,0.0,1571.33
0.0,2928.0,4.0,1.0,2137.23
0.0,2962.0,4.0,1.0,1636.46
1.0,2093.0,4.0,1.0,1031.03
0.0,3701.0,4.0,0.0,1588.41
1.0,1310.0,4.0,1.0,467.86
1.0,4720.0,4.0,1.0,-27764.71
1.0,481.0,2.0,0.0,106.18
1.0,3436.0,4.0,1.0,3303.85
1.0,4885.0,4.0,0.0,2171.11
1.0,2099.0,4.0,0.0,371.5
0.0,3103.0,4.0,1.0,751.33
1.0,1634.0,4.0,0.0,285.17
0.0,2217.0,4.0,0.0,371.36
1.0,4743.0,4.0,0.0,3648.46
1.0,3298.0,4.0,0.0,1133.33
1.0,415.0,2.0,0.0,406.86
1.0,3334.0,4.0,0.0,1873.03
1.0,2689.0,4.0,1.0,1239.17
1.0,2655.0,4.0,1.0,1033.07
1.0,102.0,2.0,0.0,50.25
0.0,957.0,3.0,0.0,212.2
1.0,3860.0,4.0,1.0,1478.93
1.0,4684.0,4.0,0.0,1162.28
1.0,569.0,3.0,0.0,4064.29
0.0,2937.0,4.0,0.0,1213.64
1.0,303.0,2.0,0.0,378.75
1.0,1610.0,4.0,1.0,287.5
0.0,179.0,2.0,0.0,85.24
0.0,2702.0,4.0,0.0,871.61
1.0,1335.0,4.0,0.0,568.09
1.0,4318.0,4.0,1.0,1045.52
1.0,1888.0,4.0,1.0,870.05
1.0,1142.0,4.0,0.0,267.45
1.0,3952.0,4.0,1.0,6080.0
1.0,3661.0,4.0,0.0,7789.36
0.0,2921.0,4.0,1.0,764.66
1.0,3824.0,4.0,0.0,1092.57
0.0,2461.0,4.0,0.0,1047.23
1.0,216.0,2.0,1.0,133.33
0.0,4908.0,4.0,0.0,2887.06
0.0,1343.0,4.0,1.0,-8953.33
1.0,755.0,3.0,0.0,230.89
0.0,4038.0,4.0,0.0,1250.15
1.0,3207.0,4.0,0.0,1048.04
0.0,3294.0,4.0,0.0,-13725.0
1.0,4176.0,4.0,1.0,1342.77
1.0,2069.0,4.0,0.0,461.83
1.0,4453.0,4.0,0.0,851.43
0.0,3160.0,4.0,0.0,-16631.58
0.0,446.0,2.0,0.0,263.91
1.0,3771.0,4.0,1.0,12164.52
0.0,4796.0,4.0,1.0,1343.42
1.0,1926.0,4.0,0.0,343.93
1.0,4275.0,4.0,0.0,886.93
0.0,2674.0,4.0,0.0,1028.46
0.0,304.0,2.0,1.0,186.5
1.0,1416.0,4.0,1.0,446.69
0.0,2716.0,4.0,1.0,980.51
0.0,592.0,3.0,1.0,126.5
0.0,3424.0,4.0,1.0,2282.67
1.0,928.0,3.0,0.0,172.49
0.0,1285.0,4.0,0.0,586.76
1.0,3019.0,4.0,1.0,831.68
0.0,3623.0,4.0,0.0,2703.73
0.0,3625.0,4.0,0.0,956.46
1.0,3593.0,4.0,1.0,690.96
0.0,3986.0,4.0,0.0,2178.14
1.0,609.0,3.0,1.0,103.75
0.0,2164.0,4.0,0.0,865.6
0.0,3471.0,4.0,1.0,892.29
0.0,2514.0,4.0,1.0,963.22
1.0,3532.0,4.0,0.0,602.73
0.0,2355.0,4.0,1.0,3679.69
1.0,4382.0,4.0,0.0,29213.33
1.0,2159.0,4.0,1.0,394.7
1.0,4778.0,4.0,1.0,1926.61
0.0,1233.0,4.0,0.0,1896.92
0.0,1976.0,4.0,1.0,329.33
0.0,1550.0,4.0,1.0,514.95
1.0,4287.0,4.0,1.0,2662.73
0.0,1212.0,4.0,1.0,267.55
1.0,568.0,3.0,1.0,168.05
1.0,4378.0,4.0,0.0,3291.73
1.0,3181.0,4.0,1.0,583.67
1.0,4954.0,4.0,1.0,12385.0
1.0,4146.0,4.0,1.0,1102.66
1.0,3264.0,4.0,0.0,680.0
1.0,1456.0,4.0,0.0,5600.0
1.0,1477.0,4.0,0.0,518.25
1.0,1473.0,4.0,0.0,373.86
1.0,2732.0,4.0,1.0,1063.04
1.0,1152.0,4.0,0.0,2451.06
1.0,3550.0,4.0,0.0,778.51
0.0,843.0,3.0,0.0,558.28
0.0,92.0,1.0,0.0,224.39
0.0,1194.0,4.0,0.0,455.73
1.0,3678.0,4.0,0.0,8757.14
0.0,3338.0,4.0,0.0,2781.67
0.0,2250.0,4.0,0.0,461.07
0.0,219.0,2.0,1.0,43.11
1.0,560.0,3.0,0.0,154.7
0.0,4004.0,4.0,0.0,6563.93
1.0,3527.0,4.0,1.0,3527.0
0.0,3256.0,4.0,0.0,676.92
1.0,1237.0,4.0,0.0,208.95
1.0,2691.0,4.0,0.0,900.0
1.0,2172.0,4.0,1.0,500.46
0.0,59.0,1.0,0.0,12.5
1.0,2394.0,4.0,0.0,522.71
1.0,1855.0,4.0,1.0,1002.7
1.0,2667.0,4.0,0.0,1025.77
0.0,2271.0,4.0,0.0,873.46
1.0,1799.0,4.0,0.0,3997.78
0.0,297.0,2.0,0.0,119.28
0.0,4366.0,4.0,0.0,1284.12
1.0,563.0,3.0,1.0,187.67
0.0,4060.0,4.0,0.0,1276.73
1.0,4925.0,4.0,0.0,870.14
0.0,3773.0,4.0,0.0,955.19
1.0,701.0,3.0,0.0,119.22
0.0,785.0,3.0,0.0,198.73
0.0,1473.0,4.0,1.0,369.17
0.0,2819.0,4.0,0.0,1109.84
0.0,2836.0,4.0,0.0,1629.89
1.0,2195.0,4.0,1.0,522.62
1.0,2659.0,4.0,0.0,2127.2
0.0,920.0,3.0,0.0,786.32
0.0,2954.0,4.0,0.0,903.36
1.0,291.0,2.0,1.0,194.0
0.0,2991.0,4.0,1.0,11964.0
1.0,2944.0,4.0,0.0,526.65
1.0,4350.0,4.0,1.0,757.84
0.0,731.0,3.0,0.0,126.91
0.0,2832.0,4.0,0.0,674.29
1.0,35.0,1.0,0.0,12.64
1.0,3882.0,4.0,1.0,720.22
0.0,4900.0,4.0,0.0,35000.0
1.0,851.0,3.0,1.0,187.86
0.0,237.0,2.0,0.0,55.5
1.0,3033.0,4.0,1.0,962.86
1.0,4808.0,4.0,0.0,1033.98
1.0,3880.0,4.0,0.0,1023.75
1.0,4276.0,4.0,1.0,747.55
0.0,4847.0,4.0,0.0,897.59
1.0,3620.0,4.0,0.0,928.21
0.0,3514.0,4.0,0.0,619.75
1.0,3788.0,4.0,0.0,976.29
1.0,3850.0,4.0,0.0,754.9
1.0,2979.0,4.0,0.0,636.54
1.0,3732.0,4.0,0.0,840.54
0.0,887.0,3.0,0.0,1198.65
1.0,2178.0,4.0,0.0,401.1
1.0,4071.0,4.0,0.0,3840.57
1.0,1589.0,4.0,1.0,464.62
0.0,2632.0,4.0,0.0,671.43
