shipment_id,order_id,warehouse_id,shipped_date,delivery_date,shipping_cost,tracking_number
3498,3498,15,2025-11-29,2025-12-07,478.13,TRK3498
3499,3499,5,2022-07-20,2022-07-28,358.43,TRK3499
3500,3500,4,2024-11-01,2024-11-09,383.72,TRK3500
3501,3501,5,2023-12-31,2024-01-07,105.95,TRK3501
3502,3502,16,2023-03-12,2023-03-18,51.29,TRK3502
3503,3503,9,2025-04-12,2025-04-21,389.28,TRK3503
3504,3504,16,2024-02-15,2024-02-25,29.88,TRK3504
3505,3505,20,2023-10-22,2023-10-23,130.77,TRK3505
3506,3506,5,2023-11-24,2023-11-25,364.95,TRK3506
3507,3507,9,2024-05-05,2024-05-13,247.49,TRK3507
3508,3508,10,2022-04-12,2022-04-19,346.26,TRK3508
3509,3509,7,2022-04-29,2022-05-05,318.18,TRK3509
3510,3510,1,2022-07-07,2022-07-14,129.27,TRK3510
3511,3511,16,2024-07-17,2024-07-27,323.11,TRK3511
3512,3512,6,2022-01-22,2022-01-24,138.38,TRK3512
3513,3513,18,2025-07-24,2025-08-03,396.68,TRK3513
3514,3514,13,2022-11-08,2022-11-09,471.21,TRK3514
3515,3515,9,2025-07-07,2025-07-13,247.73,TRK3515
3516,3516,16,2022-10-01,2022-10-08,30.19,TRK3516
3517,3517,12,2024-01-09,2024-01-19,177.93,TRK3517
3518,3518,13,2022-08-14,2022-08-18,228.48,TRK3518
3519,3519,2,2026-03-05,2026-03-13,66.67,TRK3519
3520,3520,16,2023-09-04,2023-09-09,479.67,TRK3520
3521,3521,14,2025-12-20,2025-12-27,276.46,TRK3521
3522,3522,2,2025-03-27,2025-04-03,208.71,TRK3522
3523,3523,7,2024-03-28,2024-04-06,398.03,TRK3523
3524,3524,15,2025-11-11,2025-11-16,412.93,TRK3524
3525,3525,17,2025-05-30,2025-06-07,458.58,TRK3525
3526,3526,15,2025-06-02,2025-06-11,394.76,TRK3526
3527,3527,7,2026-04-05,2026-04-09,321.2,TRK3527
3528,3528,20,2025-07-25,2025-07-28,326.06,TRK3528
3529,3529,13,2025-10-05,2025-10-12,488.58,TRK3529
3530,3530,7,2025-11-12,2025-11-21,436.11,TRK3530
3531,3531,20,2023-02-26,2023-03-04,396.37,TRK3531
3532,3532,14,2023-02-25,2023-03-06,478.63,TRK3532
3533,3533,19,2024-04-13,2024-04-23,89.2,TRK3533
3534,3534,8,2025-08-30,2025-08-31,260.09,TRK3534
3535,3535,17,2022-07-11,2022-07-19,364.65,TRK3535
3536,3536,15,2022-10-05,2022-10-13,56.07,TRK3536
3537,3537,16,2022-03-24,2022-03-30,319.48,TRK3537
3538,3538,6,2022-09-19,2022-09-24,168.65,TRK3538
3539,3539,10,2024-08-28,2024-09-05,382.41,TRK3539
3540,3540,4,2023-01-18,2023-01-22,336.28,TRK3540
3541,3541,3,2025-02-15,2025-02-19,371.26,TRK3541
3542,3542,11,2025-09-28,2025-10-02,117.58,TRK3542
3543,3543,10,2024-07-02,2024-07-11,361.83,TRK3543
3544,3544,4,2026-05-05,2026-05-07,299.23,TRK3544
3545,3545,13,2023-03-26,2023-04-05,493.17,TRK3545
3546,3546,6,2024-03-04,2024-03-09,462.94,TRK3546
3547,3547,10,2023-01-21,2023-01-24,61.82,TRK3547
3548,3548,18,2023-09-24,2023-10-01,286.25,TRK3548
3549,3549,20,2025-10-21,2025-10-24,308.25,TRK3549
3550,3550,9,2022-05-10,2022-05-16,107.86,TRK3550
3551,3551,7,2025-12-13,2025-12-23,278.08,TRK3551
3552,3552,8,2025-09-06,2025-09-08,451.36,TRK3552
3553,3553,9,2022-08-04,2022-08-07,304.51,TRK3553
3554,3554,13,2025-01-11,2025-01-13,325.12,TRK3554
3555,3555,6,2023-11-29,2023-12-08,184.84,TRK3555
3556,3556,13,2025-04-15,2025-04-18,465.48,TRK3556
3557,3557,1,2025-09-27,2025-10-04,495.65,TRK3557
3558,3558,10,2023-05-09,2023-05-15,304.43,TRK3558
3559,3559,13,2023-05-17,2023-05-19,77.46,TRK3559
3560,3560,4,2024-08-01,2024-08-07,402.04,TRK3560
3561,3561,13,2023-09-15,2023-09-18,398.12,TRK3561
3562,3562,3,2022-07-15,2022-07-22,122.0,TRK3562
3563,3563,15,2023-02-01,2023-02-04,401.02,TRK3563
3564,3564,2,2026-03-11,2026-03-17,377.31,TRK3564
3565,3565,20,2023-05-29,2023-06-03,232.11,TRK3565
3566,3566,10,2023-05-28,2023-05-29,468.26,TRK3566
3567,3567,13,2024-02-27,2024-03-04,449.65,TRK3567
3568,3568,9,2024-08-30,2024-09-04,440.34,TRK3568
3569,3569,15,2025-09-01,2025-09-07,166.09,TRK3569
3570,3570,6,2025-01-03,2025-01-11,180.12,TRK3570
3571,3571,13,2024-01-27,2024-02-04,455.22,TRK3571
3572,3572,10,2024-05-17,2024-05-24,85.24,TRK3572
3573,3573,3,2022-05-03,2022-05-13,122.16,TRK3573
3574,3574,12,2025-11-29,2025-12-01,103.56,TRK3574
3575,3575,1,2025-06-12,2025-06-15,360.94,TRK3575
3576,3576,2,2024-03-05,2024-03-13,493.61,TRK3576
3577,3577,7,2022-11-20,2022-11-23,396.24,TRK3577
3578,3578,5,2026-01-30,2026-02-09,325.94,TRK3578
3579,3579,17,2024-12-19,2024-12-27,169.11,TRK3579
3580,3580,4,2022-11-22,2022-11-25,27.61,TRK3580
3581,3581,12,2022-10-03,2022-10-11,251.56,TRK3581
3582,3582,11,2025-04-01,2025-04-11,212.53,TRK3582
3583,3583,19,2022-02-06,2022-02-13,453.04,TRK3583
3584,3584,20,2024-02-06,2024-02-07,266.44,TRK3584
3585,3585,15,2023-09-16,2023-09-21,343.98,TRK3585
3586,3586,12,2026-04-02,2026-04-03,230.86,TRK3586
3587,3587,20,2024-12-10,2024-12-16,414.51,TRK3587
3588,3588,16,2024-07-16,2024-07-18,452.18,TRK3588
3589,3589,6,2024-04-11,2024-04-13,100.75,TRK3589
3590,3590,19,2023-08-22,2023-08-30,285.9,TRK3590
3591,3591,8,2023-05-16,2023-05-19,384.64,TRK3591
3592,3592,2,2023-04-16,2023-04-24,332.73,TRK3592
3593,3593,13,2024-09-08,2024-09-11,40.08,TRK3593
3594,3594,14,2025-03-20,2025-03-29,310.55,TRK3594
3595,3595,12,2025-01-11,2025-01-19,327.79,TRK3595
3596,3596,13,2024-06-30,2024-07-05,291.57,TRK3596
3597,3597,6,2024-01-24,2024-01-30,34.86,TRK3597
3598,3598,11,2023-04-08,2023-04-14,151.55,TRK3598
3599,3599,20,2022-10-17,2022-10-25,183.83,TRK3599
3600,3600,7,2022-05-02,2022-05-09,215.08,TRK3600
3601,3601,4,2023-02-07,2023-02-14,194.3,TRK3601
3602,3602,18,2024-08-19,2024-08-29,312.48,TRK3602
3603,3603,8,2024-05-10,2024-05-18,108.96,TRK3603
3604,3604,7,2024-01-17,2024-01-20,277.11,TRK3604
3605,3605,20,2022-10-23,2022-10-29,396.44,TRK3605
3606,3606,16,2025-02-23,2025-03-02,147.82,TRK3606
3607,3607,7,2024-04-01,2024-04-06,41.82,TRK3607
3608,3608,6,2022-10-25,2022-10-28,494.51,TRK3608
3609,3609,18,2023-11-14,2023-11-16,489.73,TRK3609
3610,3610,9,2022-01-02,2022-01-06,395.04,TRK3610
3611,3611,10,2022-10-30,2022-11-01,361.73,TRK3611
3612,3612,17,2024-04-20,2024-04-23,82.47,TRK3612
3613,3613,5,2025-02-11,2025-02-19,415.24,TRK3613
3614,3614,10,2022-08-16,2022-08-17,117.13,TRK3614
3615,3615,7,2026-05-06,2026-05-11,121.61,TRK3615
3616,3616,15,2026-02-16,2026-02-17,449.33,TRK3616
3617,3617,17,2022-02-05,2022-02-08,225.34,TRK3617
3618,3618,4,2023-04-19,2023-04-28,249.86,TRK3618
3619,3619,19,2025-05-24,2025-06-02,432.18,TRK3619
3620,3620,18,2023-06-20,2023-06-21,406.97,TRK3620
3621,3621,1,2023-04-18,2023-04-23,400.36,TRK3621
3622,3622,7,2025-12-15,2025-12-24,152.57,TRK3622
3623,3623,3,2025-07-25,2025-07-26,379.58,TRK3623
3624,3624,15,2024-12-21,2024-12-31,484.3,TRK3624
3625,3625,2,2023-02-07,2023-02-14,422.66,TRK3625
3626,3626,17,2022-12-05,2022-12-13,256.57,TRK3626
3627,3627,13,2023-11-19,2023-11-25,459.99,TRK3627
3628,3628,13,2025-01-20,2025-01-28,240.25,TRK3628
3629,3629,18,2022-03-31,2022-04-10,219.29,TRK3629
3630,3630,10,2022-03-23,2022-04-01,130.83,TRK3630
3631,3631,4,2025-07-05,2025-07-09,268.21,TRK3631
3632,3632,1,2022-05-18,2022-05-28,489.44,TRK3632
3633,3633,3,2022-06-02,2022-06-11,321.5,TRK3633
3634,3634,19,2023-03-13,2023-03-19,489.57,TRK3634
3635,3635,4,2026-01-20,2026-01-27,427.8,TRK3635
3636,3636,2,2024-11-24,2024-11-30,276.64,TRK3636
3637,3637,1,2023-03-14,2023-03-16,427.62,TRK3637
3638,3638,19,2022-11-04,2022-11-10,442.54,TRK3638
3639,3639,20,2025-08-03,2025-08-07,374.6,TRK3639
3640,3640,4,2024-06-26,2024-06-27,282.46,TRK3640
3641,3641,20,2024-03-11,2024-03-18,67.02,TRK3641
3642,3642,19,2022-05-31,2022-06-05,125.88,TRK3642
3643,3643,19,2024-01-01,2024-01-10,126.31,TRK3643
3644,3644,1,2022-10-25,2022-11-04,317.02,TRK3644
3645,3645,2,2023-12-28,2024-01-05,485.17,TRK3645
3646,3646,14,2023-04-22,2023-04-24,267.94,TRK3646
3647,3647,13,2026-01-03,2026-01-07,497.9,TRK3647
3648,3648,15,2022-05-10,2022-05-20,252.28,TRK3648
3649,3649,2,2025-06-04,2025-06-10,80.57,TRK3649
3650,3650,4,2024-08-30,2024-09-09,45.87,TRK3650
3651,3651,6,2025-10-09,2025-10-19,333.69,TRK3651
3652,3652,3,2024-09-27,2024-10-06,215.57,TRK3652
3653,3653,10,2023-06-26,2023-07-06,312.67,TRK3653
3654,3654,16,2022-02-11,2022-02-15,38.98,TRK3654
3655,3655,10,2023-06-29,2023-07-07,462.92,TRK3655
3656,3656,7,2023-11-29,2023-12-05,198.97,TRK3656
3657,3657,1,2022-03-28,2022-04-03,228.56,TRK3657
3658,3658,8,2022-08-20,2022-08-29,113.7,TRK3658
3659,3659,20,2022-01-27,2022-01-28,122.15,TRK3659
3660,3660,1,2024-12-06,2024-12-10,160.65,TRK3660
3661,3661,14,2025-11-06,2025-11-15,498.34,TRK3661
3662,3662,7,2024-08-11,2024-08-16,247.18,TRK3662
3663,3663,2,2022-08-08,2022-08-16,331.21,TRK3663
3664,3664,18,2026-02-04,2026-02-10,367.62,TRK3664
3665,3665,13,2024-04-28,2024-05-03,308.93,TRK3665
3666,3666,9,2024-05-05,2024-05-06,49.67,TRK3666
3667,3667,16,2025-12-20,2025-12-29,179.55,TRK3667
3668,3668,16,2022-04-17,2022-04-25,81.82,TRK3668
3669,3669,1,2022-11-25,2022-11-29,298.64,TRK3669
3670,3670,15,2024-01-15,2024-01-20,425.34,TRK3670
3671,3671,18,2022-05-09,2022-05-17,320.48,TRK3671
3672,3672,10,2023-08-31,2023-09-03,222.39,TRK3672
3673,3673,5,2023-12-25,2023-12-29,47.16,TRK3673
3674,3674,19,2023-11-27,2023-12-06,293.88,TRK3674
3675,3675,9,2023-03-11,2023-03-18,172.56,TRK3675
3676,3676,20,2023-01-12,2023-01-19,360.62,TRK3676
3677,3677,4,2022-10-18,2022-10-23,435.54,TRK3677
3678,3678,10,2022-07-24,2022-08-01,142.65,TRK3678
3679,3679,3,2023-11-10,2023-11-17,187.49,TRK3679
3680,3680,4,2025-02-09,2025-02-18,325.9,TRK3680
3681,3681,1,2025-10-23,2025-10-29,195.31,TRK3681
3682,3682,3,2024-09-07,2024-09-09,494.08,TRK3682
3683,3683,1,2025-01-27,2025-02-02,472.31,TRK3683
3684,3684,11,2024-05-17,2024-05-18,475.95,TRK3684
3685,3685,17,2024-03-05,2024-03-11,250.56,TRK3685
3686,3686,15,2022-03-29,2022-04-07,170.41,TRK3686
3687,3687,14,2024-03-07,2024-03-14,267.61,TRK3687
3688,3688,16,2022-09-14,2022-09-23,89.22,TRK3688
3689,3689,7,2024-11-06,2024-11-12,24.14,TRK3689
3690,3690,18,2022-03-17,2022-03-18,209.54,TRK3690
3691,3691,20,2025-08-19,2025-08-26,26.81,TRK3691
3692,3692,11,2024-05-15,2024-05-24,161.47,TRK3692
3693,3693,2,2022-08-24,2022-08-26,406.79,TRK3693
3694,3694,3,2024-03-29,2024-04-07,81.52,TRK3694
3695,3695,10,2024-03-25,2024-03-31,428.85,TRK3695
3696,3696,8,2023-02-03,2023-02-06,325.71,TRK3696
3697,3697,15,2023-07-03,2023-07-09,367.73,TRK3697
3698,3698,2,2023-03-18,2023-03-27,408.71,TRK3698
3699,3699,13,2023-10-11,2023-10-16,117.28,TRK3699
3700,3700,17,2024-01-31,2024-02-05,49.88,TRK3700
3701,3701,19,2025-10-10,2025-10-18,199.36,TRK3701
3702,3702,2,2025-05-22,2025-05-27,132.35,TRK3702
3703,3703,6,2025-09-09,2025-09-16,124.7,TRK3703
3704,3704,8,2023-07-21,2023-07-27,455.86,TRK3704
3705,3705,13,2026-02-09,2026-02-19,327.1,TRK3705
3706,3706,13,2023-02-27,2023-03-07,437.85,TRK3706
3707,3707,20,2023-12-01,2023-12-10,167.81,TRK3707
3708,3708,6,2022-01-11,2022-01-15,187.73,TRK3708
3709,3709,6,2024-01-30,2024-02-08,239.52,TRK3709
3710,3710,15,2025-12-07,2025-12-14,411.24,TRK3710
3711,3711,1,2022-02-18,2022-02-24,485.22,TRK3711
3712,3712,13,2026-04-30,2026-05-05,478.72,TRK3712
3713,3713,10,2023-01-15,2023-01-17,125.79,TRK3713
3714,3714,20,2022-03-15,2022-03-18,388.01,TRK3714
3715,3715,3,2025-05-14,2025-05-21,293.4,TRK3715
3716,3716,14,2024-05-06,2024-05-11,488.79,TRK3716
3717,3717,1,2025-06-26,2025-07-06,383.14,TRK3717
3718,3718,16,2025-10-29,2025-11-04,479.78,TRK3718
3719,3719,9,2025-08-26,2025-09-05,29.33,TRK3719
3720,3720,19,2025-09-08,2025-09-11,385.4,TRK3720
3721,3721,17,2024-03-20,2024-03-22,62.34,TRK3721
3722,3722,17,2025-08-11,2025-08-20,331.4,TRK3722
3723,3723,19,2025-04-25,2025-04-26,42.85,TRK3723
3724,3724,11,2022-06-22,2022-06-30,406.51,TRK3724
3725,3725,3,2022-11-17,2022-11-24,329.22,TRK3725
3726,3726,3,2025-03-05,2025-03-13,27.85,TRK3726
3727,3727,18,2023-01-06,2023-01-14,140.05,TRK3727
3728,3728,3,2024-06-17,2024-06-24,260.25,TRK3728
3729,3729,12,2024-11-20,2024-11-21,163.47,TRK3729
3730,3730,19,2022-08-21,2022-08-30,495.04,TRK3730
3731,3731,9,2025-05-11,2025-05-20,247.94,TRK3731
3732,3732,17,2022-09-09,2022-09-15,116.23,TRK3732
3733,3733,14,2026-05-20,2026-05-22,381.13,TRK3733
3734,3734,5,2024-01-01,2024-01-10,318.1,TRK3734
3735,3735,4,2023-01-10,2023-01-14,478.93,TRK3735
3736,3736,5,2023-08-16,2023-08-18,375.27,TRK3736
3737,3737,10,2024-08-07,2024-08-09,265.58,TRK3737
3738,3738,13,2025-01-06,2025-01-13,256.68,TRK3738
3739,3739,12,2024-01-11,2024-01-19,484.6,TRK3739
3740,3740,18,2024-10-08,2024-10-10,442.53,TRK3740
3741,3741,14,2026-04-23,2026-04-29,172.07,TRK3741
3742,3742,15,2022-01-14,2022-01-21,154.19,TRK3742
3743,3743,9,2023-03-22,2023-03-28,372.12,TRK3743
3744,3744,4,2024-03-08,2024-03-10,369.6,TRK3744
3745,3745,9,2025-02-17,2025-02-22,406.84,TRK3745
3746,3746,14,2024-03-16,2024-03-26,350.81,TRK3746
3747,3747,2,2026-02-20,2026-02-23,139.42,TRK3747
3748,3748,15,2026-01-09,2026-01-17,89.96,TRK3748
3749,3749,18,2024-01-05,2024-01-08,459.8,TRK3749
3750,3750,1,2023-03-06,2023-03-13,261.12,TRK3750
3751,3751,18,2022-10-12,2022-10-19,102.27,TRK3751
3752,3752,13,2025-09-22,2025-09-24,469.47,TRK3752
3753,3753,5,2024-08-29,2024-09-08,275.27,TRK3753
3754,3754,4,2022-12-01,2022-12-05,86.01,TRK3754
3755,3755,18,2023-01-26,2023-01-28,193.71,TRK3755
3756,3756,7,2024-06-14,2024-06-20,131.99,TRK3756
3757,3757,10,2026-02-12,2026-02-20,216.84,TRK3757
3758,3758,8,2026-04-14,2026-04-19,431.9,TRK3758
3759,3759,16,2024-07-03,2024-07-09,210.04,TRK3759
3760,3760,3,2022-12-02,2022-12-07,247.73,TRK3760
3761,3761,12,2024-02-07,2024-02-09,69.86,TRK3761
3762,3762,19,2023-12-06,2023-12-12,259.53,TRK3762
3763,3763,1,2024-12-25,2025-01-02,94.0,TRK3763
3764,3764,5,2023-06-19,2023-06-27,427.01,TRK3764
3765,3765,8,2023-01-11,2023-01-12,76.87,TRK3765
3766,3766,8,2024-03-13,2024-03-17,156.25,TRK3766
3767,3767,4,2023-01-31,2023-02-02,153.66,TRK3767
3768,3768,13,2026-01-10,2026-01-17,166.98,TRK3768
3769,3769,4,2022-08-03,2022-08-05,465.92,TRK3769
3770,3770,2,2026-04-27,2026-05-07,318.53,TRK3770
3771,3771,4,2023-03-19,2023-03-25,159.15,TRK3771
3772,3772,19,2024-11-17,2024-11-26,92.82,TRK3772
3773,3773,19,2024-12-01,2024-12-11,99.95,TRK3773
3774,3774,10,2024-05-24,2024-06-01,68.29,TRK3774
3775,3775,4,2023-07-25,2023-07-29,42.99,TRK3775
3776,3776,14,2023-10-16,2023-10-22,229.89,TRK3776
3777,3777,6,2025-02-13,2025-02-21,457.24,TRK3777
3778,3778,14,2025-07-27,2025-07-31,231.02,TRK3778
3779,3779,14,2024-09-28,2024-10-03,349.38,TRK3779
3780,3780,18,2024-02-07,2024-02-08,431.83,TRK3780
3781,3781,18,2026-04-30,2026-05-02,350.56,TRK3781
3782,3782,18,2023-08-30,2023-09-06,303.76,TRK3782
3783,3783,18,2022-06-29,2022-07-04,184.84,TRK3783
3784,3784,20,2025-10-12,2025-10-19,469.4,TRK3784
3785,3785,4,2024-10-01,2024-10-04,56.62,TRK3785
3786,3786,19,2026-02-11,2026-02-13,65.95,TRK3786
3787,3787,14,2023-05-21,2023-05-28,199.84,TRK3787
3788,3788,11,2024-04-19,2024-04-28,141.1,TRK3788
3789,3789,20,2025-06-08,2025-06-18,499.86,TRK3789
3790,3790,11,2023-08-02,2023-08-10,475.34,TRK3790
3791,3791,14,2024-09-17,2024-09-25,51.35,TRK3791
3792,3792,15,2025-08-30,2025-08-31,261.79,TRK3792
3793,3793,15,2026-01-05,2026-01-11,412.23,TRK3793
3794,3794,17,2022-03-08,2022-03-12,355.82,TRK3794
3795,3795,18,2025-07-18,2025-07-23,210.79,TRK3795
3796,3796,15,2024-05-20,2024-05-25,336.59,TRK3796
3797,3797,4,2023-06-27,2023-06-28,23.88,TRK3797
3798,3798,4,2024-11-28,2024-12-07,156.23,TRK3798
3799,3799,10,2024-07-29,2024-08-08,407.31,TRK3799
3800,3800,19,2025-09-04,2025-09-07,216.51,TRK3800
3801,3801,2,2023-10-09,2023-10-11,275.28,TRK3801
3802,3802,2,2022-02-12,2022-02-19,57.18,TRK3802
3803,3803,9,2023-04-15,2023-04-24,74.84,TRK3803
3804,3804,17,2024-12-31,2025-01-09,219.57,TRK3804
3805,3805,6,2026-02-01,2026-02-04,384.14,TRK3805
3806,3806,16,2023-07-22,2023-07-23,147.92,TRK3806
3807,3807,7,2022-10-23,2022-10-24,22.45,TRK3807
3808,3808,15,2022-12-12,2022-12-15,244.45,TRK3808
3809,3809,15,2025-09-16,2025-09-20,171.73,TRK3809
3810,3810,12,2022-08-28,2022-08-29,145.94,TRK3810
3811,3811,12,2025-08-26,2025-09-03,362.09,TRK3811
3812,3812,15,2023-11-10,2023-11-13,208.11,TRK3812
3813,3813,7,2023-03-19,2023-03-24,170.89,TRK3813
3814,3814,11,2025-09-30,2025-10-09,205.6,TRK3814
3815,3815,18,2022-09-07,2022-09-08,68.48,TRK3815
3816,3816,10,2023-01-17,2023-01-18,231.13,TRK3816
3817,3817,18,2024-10-01,2024-10-06,298.31,TRK3817
3818,3818,3,2022-06-01,2022-06-11,164.23,TRK3818
3819,3819,2,2023-10-17,2023-10-26,491.45,TRK3819
3820,3820,14,2022-04-15,2022-04-20,63.1,TRK3820
3821,3821,12,2023-10-25,2023-10-26,180.19,TRK3821
3822,3822,8,2025-01-08,2025-01-09,149.36,TRK3822
3823,3823,18,2023-09-18,2023-09-24,265.19,TRK3823
3824,3824,16,2025-12-22,2025-12-25,126.64,TRK3824
3825,3825,15,2025-02-03,2025-02-10,179.07,TRK3825
3826,3826,9,2023-04-26,2023-04-27,182.87,TRK3826
3827,3827,3,2024-09-29,2024-10-07,438.86,TRK3827
3828,3828,17,2022-02-28,2022-03-07,499.29,TRK3828
3829,3829,11,2025-11-15,2025-11-24,433.27,TRK3829
3830,3830,12,2022-08-24,2022-08-26,211.35,TRK3830
3831,3831,10,2023-01-11,2023-01-14,86.59,TRK3831
3832,3832,3,2023-05-11,2023-05-19,489.13,TRK3832
3833,3833,18,2023-01-15,2023-01-17,30.2,TRK3833
3834,3834,16,2024-02-21,2024-02-28,311.78,TRK3834
3835,3835,20,2022-05-23,2022-05-31,193.13,TRK3835
3836,3836,11,2023-08-31,2023-09-08,428.18,TRK3836
3837,3837,5,2023-12-18,2023-12-21,50.78,TRK3837
3838,3838,9,2023-12-20,2023-12-22,64.56,TRK3838
3839,3839,11,2026-05-19,2026-05-20,187.73,TRK3839
3840,3840,18,2025-07-07,2025-07-11,499.42,TRK3840
3841,3841,11,2022-11-20,2022-11-24,290.63,TRK3841
3842,3842,4,2022-08-03,2022-08-12,351.28,TRK3842
3843,3843,8,2025-06-19,2025-06-20,59.78,TRK3843
3844,3844,16,2022-11-12,2022-11-21,188.29,TRK3844
3845,3845,11,2023-09-09,2023-09-15,141.93,TRK3845
3846,3846,6,2023-09-24,2023-10-04,263.8,TRK3846
3847,3847,11,2025-02-01,2025-02-07,245.01,TRK3847
3848,3848,16,2025-07-02,2025-07-12,43.21,TRK3848
3849,3849,3,2023-02-22,2023-03-02,322.75,TRK3849
3850,3850,16,2025-05-08,2025-05-09,359.01,TRK3850
3851,3851,4,2025-01-25,2025-02-02,274.87,TRK3851
3852,3852,6,2024-05-11,2024-05-20,355.88,TRK3852
3853,3853,6,2024-10-24,2024-10-26,411.79,TRK3853
3854,3854,8,2025-10-15,2025-10-24,189.12,TRK3854
3855,3855,10,2024-01-09,2024-01-12,117.82,TRK3855
3856,3856,19,2026-01-27,2026-02-04,214.43,TRK3856
3857,3857,19,2025-06-24,2025-06-25,371.61,TRK3857
3858,3858,20,2025-05-01,2025-05-02,157.79,TRK3858
3859,3859,13,2025-12-07,2025-12-09,307.98,TRK3859
3860,3860,8,2023-01-31,2023-02-09,216.14,TRK3860
3861,3861,11,2022-12-22,2022-12-31,177.13,TRK3861
3862,3862,1,2025-08-17,2025-08-19,28.84,TRK3862
3863,3863,9,2022-03-04,2022-03-10,58.4,TRK3863
3864,3864,19,2026-04-12,2026-04-22,38.62,TRK3864
3865,3865,5,2024-09-10,2024-09-11,195.03,TRK3865
3866,3866,1,2026-04-05,2026-04-08,218.15,TRK3866
3867,3867,2,2024-11-18,2024-11-24,390.62,TRK3867
3868,3868,4,2025-11-15,2025-11-22,444.79,TRK3868
3869,3869,14,2026-02-06,2026-02-08,273.01,TRK3869
3870,3870,10,2022-04-07,2022-04-12,174.96,TRK3870
3871,3871,2,2025-12-22,2025-12-24,97.06,TRK3871
3872,3872,8,2025-03-10,2025-03-13,433.62,TRK3872
3873,3873,9,2022-07-16,2022-07-21,378.27,TRK3873
3874,3874,3,2022-09-09,2022-09-12,159.24,TRK3874
3875,3875,15,2024-02-29,2024-03-01,116.44,TRK3875
3876,3876,2,2026-03-09,2026-03-16,180.7,TRK3876
3877,3877,7,2025-12-18,2025-12-25,308.92,TRK3877
3878,3878,11,2023-09-22,2023-10-02,402.43,TRK3878
3879,3879,3,2023-10-08,2023-10-15,137.43,TRK3879
3880,3880,8,2023-07-19,2023-07-20,153.45,TRK3880
3881,3881,15,2023-10-25,2023-11-01,168.73,TRK3881
3882,3882,12,2023-11-16,2023-11-22,60.52,TRK3882
3883,3883,20,2026-05-05,2026-05-06,74.49,TRK3883
3884,3884,20,2023-01-27,2023-02-04,139.05,TRK3884
3885,3885,3,2025-11-04,2025-11-12,434.68,TRK3885
3886,3886,3,2024-08-21,2024-08-23,204.33,TRK3886
3887,3887,12,2022-11-19,2022-11-24,149.84,TRK3887
3888,3888,19,2022-04-13,2022-04-21,175.32,TRK3888
3889,3889,12,2024-08-17,2024-08-22,212.12,TRK3889
3890,3890,7,2022-06-01,2022-06-09,292.98,TRK3890
3891,3891,18,2025-03-17,2025-03-26,453.14,TRK3891
3892,3892,18,2024-09-23,2024-10-03,118.46,TRK3892
3893,3893,16,2024-12-18,2024-12-27,100.13,TRK3893
3894,3894,1,2023-12-05,2023-12-15,208.58,TRK3894
3895,3895,10,2023-07-21,2023-07-23,354.54,TRK3895
3896,3896,9,2022-07-13,2022-07-18,57.89,TRK3896
3897,3897,15,2025-06-03,2025-06-04,164.26,TRK3897
3898,3898,3,2024-11-22,2024-11-25,127.02,TRK3898
3899,3899,17,2023-07-25,2023-07-29,320.72,TRK3899
3900,3900,15,2022-01-20,2022-01-25,260.03,TRK3900
3901,3901,16,2022-08-18,2022-08-20,54.86,TRK3901
3902,3902,15,2023-11-16,2023-11-19,477.62,TRK3902
3903,3903,16,2025-05-24,2025-05-29,397.04,TRK3903
3904,3904,11,2023-05-01,2023-05-11,464.6,TRK3904
3905,3905,13,2023-05-17,2023-05-26,257.36,TRK3905
3906,3906,12,2023-07-15,2023-07-20,345.09,TRK3906
3907,3907,15,2024-03-26,2024-03-31,159.81,TRK3907
3908,3908,18,2025-08-06,2025-08-16,379.87,TRK3908
3909,3909,1,2023-11-26,2023-12-01,499.24,TRK3909
3910,3910,3,2024-05-22,2024-05-26,475.08,TRK3910
3911,3911,16,2024-09-04,2024-09-12,443.95,TRK3911
3912,3912,3,2023-12-20,2023-12-27,22.32,TRK3912
3913,3913,6,2025-11-06,2025-11-09,22.48,TRK3913
3914,3914,20,2022-04-25,2022-04-26,228.93,TRK3914
3915,3915,4,2023-02-24,2023-03-03,409.07,TRK3915
3916,3916,9,2022-06-06,2022-06-10,309.41,TRK3916
3917,3917,14,2024-12-07,2024-12-09,193.94,TRK3917
3918,3918,14,2023-01-25,2023-01-30,140.09,TRK3918
3919,3919,18,2024-04-19,2024-04-24,425.38,TRK3919
3920,3920,2,2022-03-31,2022-04-06,178.32,TRK3920
3921,3921,17,2023-03-09,2023-03-19,82.11,TRK3921
3922,3922,1,2024-06-22,2024-06-30,322.58,TRK3922
3923,3923,12,2024-12-16,2024-12-25,179.58,TRK3923
3924,3924,14,2025-05-12,2025-05-16,350.45,TRK3924
3925,3925,12,2024-09-27,2024-09-28,70.97,TRK3925
3926,3926,1,2024-02-27,2024-03-05,400.9,TRK3926
3927,3927,20,2023-03-07,2023-03-09,371.26,TRK3927
3928,3928,5,2024-06-10,2024-06-14,369.68,TRK3928
3929,3929,20,2024-02-14,2024-02-17,180.06,TRK3929
3930,3930,10,2025-11-11,2025-11-18,263.68,TRK3930
3931,3931,1,2022-01-27,2022-01-29,21.19,TRK3931
3932,3932,4,2024-10-08,2024-10-14,417.94,TRK3932
3933,3933,5,2025-11-14,2025-11-22,405.07,TRK3933
