target_id,employee_id,target_month,target_year,target_amount
997,84,1,2025,84904.18
998,84,2,2025,410522.68
999,84,3,2025,363377.25
1000,84,4,2025,347176.95
1001,84,5,2025,254195.72
1002,84,6,2025,162621.45
1003,84,7,2025,233752.69
1004,84,8,2025,493276.27
1005,84,9,2025,224643.57
1006,84,10,2025,272547.54
1007,84,11,2025,98889.06
1008,84,12,2025,111498.92
1009,85,1,2025,209390.7
1010,85,2,2025,84851.46
1011,85,3,2025,236617.3
1012,85,4,2025,157707.97
1013,85,5,2025,188166.57
1014,85,6,2025,298927.48
1015,85,7,2025,397728.6
1016,85,8,2025,132597.63
1017,85,9,2025,372079.73
1018,85,10,2025,440902.5
1019,85,11,2025,433147.34
1020,85,12,2025,435519.93
1021,86,1,2025,272679.7
1022,86,2,2025,213918.56
1023,86,3,2025,328948.66
1024,86,4,2025,246565.97
1025,86,5,2025,71912.79
1026,86,6,2025,161534.33
1027,86,7,2025,363999.61
1028,86,8,2025,277861.82
1029,86,9,2025,298401.29
1030,86,10,2025,141806.77
1031,86,11,2025,148235.31
1032,86,12,2025,148823.87
1033,87,1,2025,104487.81
1034,87,2,2025,196549.51
1035,87,3,2025,356467.3
1036,87,4,2025,204429.38
1037,87,5,2025,372922.45
1038,87,6,2025,210691.23
1039,87,7,2025,167066.88
1040,87,8,2025,442210.39
1041,87,9,2025,310955.25
1042,87,10,2025,147903.51
1043,87,11,2025,225358.24
1044,87,12,2025,403318.09
1045,88,1,2025,476343.76
1046,88,2,2025,352519.91
1047,88,3,2025,246301.98
1048,88,4,2025,74749.96
1049,88,5,2025,225700.64
1050,88,6,2025,442346.92
1051,88,7,2025,180589.69
1052,88,8,2025,218953.39
1053,88,9,2025,425559.46
1054,88,10,2025,383959.05
1055,88,11,2025,231039.08
1056,88,12,2025,459375.57
1057,89,1,2025,251561.29
1058,89,2,2025,131108.17
1059,89,3,2025,452854.94
1060,89,4,2025,188425.22
1061,89,5,2025,242545.03
1062,89,6,2025,459185.87
1063,89,7,2025,163453.59
1064,89,8,2025,131903.92
1065,89,9,2025,66882.59
1066,89,10,2025,151647.22
1067,89,11,2025,106707.69
1068,89,12,2025,172223.59
1069,90,1,2025,432211.02
1070,90,2,2025,360346.75
1071,90,3,2025,257175.49
1072,90,4,2025,231396.93
1073,90,5,2025,167493.45
1074,90,6,2025,479865.54
1075,90,7,2025,430337.56
1076,90,8,2025,427568.07
1077,90,9,2025,274035.0
1078,90,10,2025,98589.3
1079,90,11,2025,192154.31
1080,90,12,2025,279903.61
1081,91,1,2025,118052.9
1082,91,2,2025,480921.22
1083,91,3,2025,190283.98
1084,91,4,2025,137807.97
1085,91,5,2025,369174.35
1086,91,6,2025,100236.04
1087,91,7,2025,146765.23
1088,91,8,2025,170930.82
1089,91,9,2025,147903.15
1090,91,10,2025,192078.21
1091,91,11,2025,407846.51
1092,91,12,2025,216215.31
1093,92,1,2025,263110.64
1094,92,2,2025,63037.85
1095,92,3,2025,333586.38
1096,92,4,2025,133311.02
1097,92,5,2025,225421.98
1098,92,6,2025,450292.55
1099,92,7,2025,73486.43
1100,92,8,2025,294159.05
1101,92,9,2025,111431.31
1102,92,10,2025,292300.89
1103,92,11,2025,100221.31
1104,92,12,2025,343132.64
1105,93,1,2025,461303.16
1106,93,2,2025,294580.78
1107,93,3,2025,115885.73
1108,93,4,2025,175613.67
1109,93,5,2025,134733.21
1110,93,6,2025,87165.15
1111,93,7,2025,458341.82
1112,93,8,2025,186482.67
1113,93,9,2025,116339.58
1114,93,10,2025,256629.64
1115,93,11,2025,92151.37
1116,93,12,2025,293736.94
1117,94,1,2025,442496.51
1118,94,2,2025,282032.65
1119,94,3,2025,76344.72
1120,94,4,2025,316449.46
1121,94,5,2025,158484.11
1122,94,6,2025,55014.77
1123,94,7,2025,447376.0
1124,94,8,2025,336962.24
1125,94,9,2025,112297.43
1126,94,10,2025,109161.64
1127,94,11,2025,471020.79
1128,94,12,2025,314810.57
1129,95,1,2025,88432.9
1130,95,2,2025,480285.04
1131,95,3,2025,292834.06
1132,95,4,2025,497572.41
1133,95,5,2025,84726.42
1134,95,6,2025,401000.57
1135,95,7,2025,250940.29
1136,95,8,2025,348660.14
1137,95,9,2025,375644.41
1138,95,10,2025,363059.09
1139,95,11,2025,384762.53
1140,95,12,2025,275488.83
1141,96,1,2025,468183.44
1142,96,2,2025,473843.96
1143,96,3,2025,359642.36
1144,96,4,2025,318206.3
1145,96,5,2025,225508.95
1146,96,6,2025,232101.65
1147,96,7,2025,360588.52
1148,96,8,2025,110969.77
1149,96,9,2025,237119.82
1150,96,10,2025,298336.58
1151,96,11,2025,101673.45
1152,96,12,2025,195218.36
1153,97,1,2025,197761.61
1154,97,2,2025,127733.14
1155,97,3,2025,239547.86
1156,97,4,2025,463654.85
1157,97,5,2025,245580.13
1158,97,6,2025,118003.88
1159,97,7,2025,382241.39
1160,97,8,2025,91223.21
1161,97,9,2025,223586.78
1162,97,10,2025,232452.52
1163,97,11,2025,81420.94
1164,97,12,2025,96702.88
1165,98,1,2025,97840.2
1166,98,2,2025,425365.45
1167,98,3,2025,234069.22
1168,98,4,2025,347102.66
1169,98,5,2025,196041.58
1170,98,6,2025,455431.64
1171,98,7,2025,267371.88
1172,98,8,2025,77760.23
1173,98,9,2025,472329.82
1174,98,10,2025,350091.4
1175,98,11,2025,287570.4
1176,98,12,2025,201104.78
1177,99,1,2025,276074.25
1178,99,2,2025,210479.27
1179,99,3,2025,107175.59
1180,99,4,2025,366000.12
1181,99,5,2025,179772.88
1182,99,6,2025,484566.59
1183,99,7,2025,143706.65
1184,99,8,2025,234608.61
1185,99,9,2025,418743.51
1186,99,10,2025,298264.27
1187,99,11,2025,55598.85
1188,99,12,2025,244273.37
1189,100,1,2025,269480.84
1190,100,2,2025,215630.11
1191,100,3,2025,499248.77
1192,100,4,2025,148044.61
1193,100,5,2025,443147.66
1194,100,6,2025,474661.8
1195,100,7,2025,64973.4
1196,100,8,2025,305154.34
1197,100,9,2025,236227.43
1198,100,10,2025,440865.84
1199,100,11,2025,459562.25
1200,100,12,2025,185287.55
1201,101,1,2025,219498.52
1202,101,2,2025,315350.99
1203,101,3,2025,158796.05
1204,101,4,2025,101379.61
1205,101,5,2025,219553.09
1206,101,6,2025,93097.78
1207,101,7,2025,308313.71
1208,101,8,2025,192866.88
1209,101,9,2025,346287.0
1210,101,10,2025,208517.33
1211,101,11,2025,160190.31
1212,101,12,2025,302727.6
1213,102,1,2025,64191.76
1214,102,2,2025,491009.89
1215,102,3,2025,199926.35
1216,102,4,2025,119718.0
1217,102,5,2025,63291.67
1218,102,6,2025,133401.51
1219,102,7,2025,470861.46
1220,102,8,2025,293845.71
1221,102,9,2025,271116.47
1222,102,10,2025,100183.2
1223,102,11,2025,117000.68
1224,102,12,2025,318917.05
1225,103,1,2025,318518.06
1226,103,2,2025,458667.09
1227,103,3,2025,468905.38
1228,103,4,2025,359273.9
1229,103,5,2025,126055.41
1230,103,6,2025,474960.03
1231,103,7,2025,397901.83
1232,103,8,2025,389585.4
1233,103,9,2025,178632.87
1234,103,10,2025,229034.41
1235,103,11,2025,122347.84
1236,103,12,2025,88019.8
1237,104,1,2025,134130.52
1238,104,2,2025,262724.14
1239,104,3,2025,299359.61
1240,104,4,2025,402038.8
1241,104,5,2025,240924.94
1242,104,6,2025,467934.57
1243,104,7,2025,246434.01
1244,104,8,2025,121485.16
1245,104,9,2025,88408.47
1246,104,10,2025,81121.38
1247,104,11,2025,90645.28
1248,104,12,2025,235276.98
1249,105,1,2025,427559.27
1250,105,2,2025,367584.41
1251,105,3,2025,210406.24
1252,105,4,2025,63151.63
1253,105,5,2025,113349.7
1254,105,6,2025,456722.7
1255,105,7,2025,477993.07
1256,105,8,2025,328506.86
1257,105,9,2025,87083.17
1258,105,10,2025,297773.62
1259,105,11,2025,315422.33
1260,105,12,2025,374250.31
1261,106,1,2025,77779.81
1262,106,2,2025,145064.34
1263,106,3,2025,110045.32
1264,106,4,2025,250679.94
1265,106,5,2025,388621.72
1266,106,6,2025,107225.82
1267,106,7,2025,133450.9
1268,106,8,2025,172964.74
1269,106,9,2025,120571.92
1270,106,10,2025,373459.3
1271,106,11,2025,67218.83
1272,106,12,2025,298877.91
1273,107,1,2025,68281.09
1274,107,2,2025,225358.48
1275,107,3,2025,455888.79
1276,107,4,2025,457489.45
1277,107,5,2025,149128.1
1278,107,6,2025,223037.28
1279,107,7,2025,438990.17
1280,107,8,2025,205140.48
1281,107,9,2025,395186.56
1282,107,10,2025,70697.54
1283,107,11,2025,381563.03
1284,107,12,2025,294028.29
1285,108,1,2025,97183.02
1286,108,2,2025,354225.61
1287,108,3,2025,85172.61
1288,108,4,2025,377901.47
1289,108,5,2025,263665.03
1290,108,6,2025,449770.72
1291,108,7,2025,164815.53
1292,108,8,2025,156357.2
1293,108,9,2025,108784.34
1294,108,10,2025,94274.07
1295,108,11,2025,182201.44
1296,108,12,2025,488849.89
1297,109,1,2025,230823.62
1298,109,2,2025,356333.33
1299,109,3,2025,268080.61
1300,109,4,2025,102778.14
1301,109,5,2025,201452.1
1302,109,6,2025,159657.5
1303,109,7,2025,354312.18
1304,109,8,2025,63219.71
1305,109,9,2025,400665.58
1306,109,10,2025,184913.15
1307,109,11,2025,72713.54
1308,109,12,2025,469233.92
1309,110,1,2025,193055.76
1310,110,2,2025,436057.87
1311,110,3,2025,477317.0
1312,110,4,2025,223121.69
1313,110,5,2025,141801.37
1314,110,6,2025,218871.98
1315,110,7,2025,226497.7
1316,110,8,2025,348545.5
1317,110,9,2025,185966.76
1318,110,10,2025,220401.2
1319,110,11,2025,360922.3
1320,110,12,2025,192414.91
1321,111,1,2025,179030.89
1322,111,2,2025,360529.5
1323,111,3,2025,429230.29
1324,111,4,2025,200552.27
1325,111,5,2025,342177.79
1326,111,6,2025,339329.15
1327,111,7,2025,370008.45
1328,111,8,2025,460739.32
1329,111,9,2025,220517.59
1330,111,10,2025,237100.65
1331,111,11,2025,443354.2
1332,111,12,2025,206332.23
1333,112,1,2025,233914.62
1334,112,2,2025,290255.74
1335,112,3,2025,429978.31
1336,112,4,2025,279642.54
1337,112,5,2025,223372.16
1338,112,6,2025,412396.91
1339,112,7,2025,150932.66
1340,112,8,2025,67847.17
1341,112,9,2025,157409.17
1342,112,10,2025,224318.57
1343,112,11,2025,388315.69
1344,112,12,2025,447452.57
1345,113,1,2025,188351.69
1346,113,2,2025,404378.18
1347,113,3,2025,166024.72
1348,113,4,2025,89871.38
1349,113,5,2025,341390.12
1350,113,6,2025,472337.3
1351,113,7,2025,204675.56
1352,113,8,2025,297062.56
1353,113,9,2025,165237.78
1354,113,10,2025,168912.84
1355,113,11,2025,82426.64
1356,113,12,2025,376441.61
1357,114,1,2025,247256.85
1358,114,2,2025,355111.6
1359,114,3,2025,273307.85
1360,114,4,2025,273694.74
1361,114,5,2025,278002.58
1362,114,6,2025,465115.44
1363,114,7,2025,169545.8
1364,114,8,2025,482558.74
1365,114,9,2025,436780.64
1366,114,10,2025,277286.44
1367,114,11,2025,189974.01
1368,114,12,2025,260208.78
1369,115,1,2025,197766.01
1370,115,2,2025,365360.43
1371,115,3,2025,376956.5
1372,115,4,2025,322139.81
1373,115,5,2025,342112.3
1374,115,6,2025,136921.68
1375,115,7,2025,459209.92
1376,115,8,2025,80242.81
1377,115,9,2025,333711.19
1378,115,10,2025,160607.84
1379,115,11,2025,376926.37
1380,115,12,2025,97995.33
1381,116,1,2025,429725.9
1382,116,2,2025,54694.94
1383,116,3,2025,60106.61
1384,116,4,2025,214395.41
1385,116,5,2025,126896.84
1386,116,6,2025,341566.38
1387,116,7,2025,429144.44
1388,116,8,2025,59445.6
1389,116,9,2025,250312.69
1390,116,10,2025,387514.25
1391,116,11,2025,457899.16
1392,116,12,2025,292612.45
1393,117,1,2025,198204.62
1394,117,2,2025,81629.75
1395,117,3,2025,291223.28
1396,117,4,2025,485866.6
1397,117,5,2025,142991.27
1398,117,6,2025,289235.17
1399,117,7,2025,292779.48
1400,117,8,2025,439944.62
1401,117,9,2025,372486.67
1402,117,10,2025,412788.36
1403,117,11,2025,422623.82
1404,117,12,2025,80593.48
1405,118,1,2025,161647.68
1406,118,2,2025,344507.3
1407,118,3,2025,476851.49
1408,118,4,2025,387304.71
1409,118,5,2025,176447.41
1410,118,6,2025,203176.63
1411,118,7,2025,179959.11
1412,118,8,2025,371975.82
1413,118,9,2025,402977.68
1414,118,10,2025,470797.53
1415,118,11,2025,72881.74
1416,118,12,2025,464632.25
1417,119,1,2025,82227.0
1418,119,2,2025,467394.07
1419,119,3,2025,370005.95
1420,119,4,2025,451101.23
1421,119,5,2025,351167.18
1422,119,6,2025,55982.07
1423,119,7,2025,183800.63
1424,119,8,2025,359424.98
1425,119,9,2025,304498.73
1426,119,10,2025,140863.02
1427,119,11,2025,420039.98
1428,119,12,2025,229239.25
1429,120,1,2025,317253.98
1430,120,2,2025,387652.35
1431,120,3,2025,287139.84
1432,120,4,2025,163803.05
1433,120,5,2025,368988.8
1434,120,6,2025,131768.71
1435,120,7,2025,322386.39
1436,120,8,2025,231710.85
1437,120,9,2025,355995.27
1438,120,10,2025,376413.94
1439,120,11,2025,459022.58
1440,120,12,2025,143623.57
1441,121,1,2025,332187.42
1442,121,2,2025,120897.77
1443,121,3,2025,54260.29
1444,121,4,2025,202264.28
1445,121,5,2025,201806.2
1446,121,6,2025,258921.7
1447,121,7,2025,339962.6
1448,121,8,2025,255113.71
1449,121,9,2025,190382.87
1450,121,10,2025,141608.62
1451,121,11,2025,67673.43
1452,121,12,2025,109704.85
1453,122,1,2025,128354.98
1454,122,2,2025,226086.58
1455,122,3,2025,70147.26
1456,122,4,2025,430608.54
1457,122,5,2025,388381.43
1458,122,6,2025,156193.17
1459,122,7,2025,385108.14
1460,122,8,2025,284428.18
1461,122,9,2025,499345.7
1462,122,10,2025,199472.78
1463,122,11,2025,231127.12
1464,122,12,2025,328438.31
1465,123,1,2025,249495.71
1466,123,2,2025,416057.02
1467,123,3,2025,171874.82
1468,123,4,2025,306232.27
1469,123,5,2025,173606.9
1470,123,6,2025,56547.94
1471,123,7,2025,389528.48
1472,123,8,2025,475258.07
1473,123,9,2025,235171.35
1474,123,10,2025,184327.06
1475,123,11,2025,112951.58
1476,123,12,2025,272090.92
1477,124,1,2025,489546.72
1478,124,2,2025,204130.89
1479,124,3,2025,206546.73
1480,124,4,2025,349934.75
1481,124,5,2025,278829.51
1482,124,6,2025,132455.83
1483,124,7,2025,368529.59
1484,124,8,2025,111729.29
1485,124,9,2025,454927.14
1486,124,10,2025,455745.44
1487,124,11,2025,355901.66
1488,124,12,2025,490215.32
1489,125,1,2025,181055.87
1490,125,2,2025,276336.03
1491,125,3,2025,426061.6
1492,125,4,2025,469196.58
1493,125,5,2025,483486.78
1494,125,6,2025,187127.06
1495,125,7,2025,223136.41
1496,125,8,2025,167387.96
1497,125,9,2025,267114.38
1498,125,10,2025,177885.12
1499,125,11,2025,77019.68
1500,125,12,2025,290754.63
1501,126,1,2025,309458.52
1502,126,2,2025,176273.4
1503,126,3,2025,226611.66
1504,126,4,2025,380678.13
1505,126,5,2025,240670.18
1506,126,6,2025,207085.59
1507,126,7,2025,326017.59
1508,126,8,2025,330605.57
1509,126,9,2025,195362.53
1510,126,10,2025,74326.96
1511,126,11,2025,161144.88
1512,126,12,2025,373304.02
1513,127,1,2025,376567.41
1514,127,2,2025,251010.25
1515,127,3,2025,324947.86
1516,127,4,2025,308949.18
1517,127,5,2025,453031.45
1518,127,6,2025,210286.08
1519,127,7,2025,114323.78
1520,127,8,2025,217409.67
1521,127,9,2025,212564.87
1522,127,10,2025,145158.15
1523,127,11,2025,217975.96
1524,127,12,2025,388312.8
1525,128,1,2025,177231.1
1526,128,2,2025,437326.84
1527,128,3,2025,384940.62
1528,128,4,2025,53205.81
1529,128,5,2025,148556.06
1530,128,6,2025,336826.02
1531,128,7,2025,286721.53
1532,128,8,2025,451834.52
1533,128,9,2025,347037.16
1534,128,10,2025,329051.21
1535,128,11,2025,322547.12
1536,128,12,2025,184816.28
1537,129,1,2025,308606.38
1538,129,2,2025,448216.4
1539,129,3,2025,128981.12
1540,129,4,2025,154828.0
1541,129,5,2025,60364.71
1542,129,6,2025,220799.34
1543,129,7,2025,201751.59
1544,129,8,2025,128102.33
1545,129,9,2025,76032.62
1546,129,10,2025,237882.66
1547,129,11,2025,170630.67
1548,129,12,2025,52283.71
1549,130,1,2025,255630.43
1550,130,2,2025,251558.17
1551,130,3,2025,296012.23
1552,130,4,2025,362093.47
1553,130,5,2025,412322.0
1554,130,6,2025,292977.66
1555,130,7,2025,109635.03
1556,130,8,2025,318932.55
1557,130,9,2025,104064.6
1558,130,10,2025,330903.42
1559,130,11,2025,231186.53
1560,130,12,2025,495389.88
1561,131,1,2025,208050.64
1562,131,2,2025,143429.29
1563,131,3,2025,410791.9
1564,131,4,2025,312637.52
1565,131,5,2025,139179.81
1566,131,6,2025,427634.46
1567,131,7,2025,162663.6
1568,131,8,2025,256708.21
1569,131,9,2025,401881.51
1570,131,10,2025,162358.82
1571,131,11,2025,238992.93
1572,131,12,2025,464718.44
1573,132,1,2025,142881.31
1574,132,2,2025,199396.87
1575,132,3,2025,177594.13
1576,132,4,2025,145621.5
1577,132,5,2025,421223.05
1578,132,6,2025,135827.52
1579,132,7,2025,473454.55
1580,132,8,2025,299478.16
1581,132,9,2025,382857.09
1582,132,10,2025,65722.27
1583,132,11,2025,80575.97
1584,132,12,2025,234515.76
1585,133,1,2025,477692.75
1586,133,2,2025,173257.16
1587,133,3,2025,182996.08
1588,133,4,2025,475065.89
1589,133,5,2025,464967.84
1590,133,6,2025,431183.95
1591,133,7,2025,232156.22
1592,133,8,2025,370804.49
1593,133,9,2025,335562.07
1594,133,10,2025,465672.86
1595,133,11,2025,316777.29
1596,133,12,2025,98843.69
1597,134,1,2025,185937.13
1598,134,2,2025,443161.29
1599,134,3,2025,484454.41
1600,134,4,2025,160340.88
1601,134,5,2025,437514.37
1602,134,6,2025,350892.6
1603,134,7,2025,76736.45
1604,134,8,2025,178253.96
1605,134,9,2025,130419.03
1606,134,10,2025,99665.59
1607,134,11,2025,74162.73
1608,134,12,2025,200281.69
1609,135,1,2025,424030.32
1610,135,2,2025,241549.7
1611,135,3,2025,359864.84
1612,135,4,2025,496266.55
1613,135,5,2025,160111.38
1614,135,6,2025,254318.02
1615,135,7,2025,381119.86
1616,135,8,2025,51010.45
1617,135,9,2025,415798.16
1618,135,10,2025,329587.6
1619,135,11,2025,484510.59
1620,135,12,2025,285820.77
1621,136,1,2025,375486.86
1622,136,2,2025,374397.22
1623,136,3,2025,412691.5
1624,136,4,2025,158604.01
1625,136,5,2025,297312.75
1626,136,6,2025,173850.47
1627,136,7,2025,460508.75
1628,136,8,2025,459980.64
1629,136,9,2025,148079.98
1630,136,10,2025,300810.8
1631,136,11,2025,241637.32
1632,136,12,2025,60658.41
1633,137,1,2025,162796.97
1634,137,2,2025,423803.21
1635,137,3,2025,197525.75
1636,137,4,2025,327713.68
1637,137,5,2025,250461.74
1638,137,6,2025,60052.77
1639,137,7,2025,121491.86
1640,137,8,2025,409151.99
1641,137,9,2025,318755.15
1642,137,10,2025,480557.36
1643,137,11,2025,253643.67
1644,137,12,2025,146472.88
1645,138,1,2025,199868.99
1646,138,2,2025,364488.83
1647,138,3,2025,171653.24
1648,138,4,2025,479449.91
1649,138,5,2025,141521.26
1650,138,6,2025,257851.26
1651,138,7,2025,415085.69
1652,138,8,2025,495582.11
1653,138,9,2025,308910.31
1654,138,10,2025,83968.03
1655,138,11,2025,222933.57
1656,138,12,2025,312914.06
1657,139,1,2025,159236.72
1658,139,2,2025,212427.28
1659,139,3,2025,334037.32
1660,139,4,2025,352922.13
1661,139,5,2025,233792.38
1662,139,6,2025,242453.02
1663,139,7,2025,182296.92
1664,139,8,2025,117910.14
1665,139,9,2025,469707.79
1666,139,10,2025,412876.5
1667,139,11,2025,399184.34
1668,139,12,2025,145529.79
1669,140,1,2025,158172.49
1670,140,2,2025,453824.36
1671,140,3,2025,341114.53
1672,140,4,2025,183308.77
1673,140,5,2025,341046.35
1674,140,6,2025,254324.08
1675,140,7,2025,142852.64
1676,140,8,2025,404101.07
1677,140,9,2025,299314.72
1678,140,10,2025,170865.1
1679,140,11,2025,306438.97
1680,140,12,2025,415992.25
1681,141,1,2025,79616.14
1682,141,2,2025,299884.85
1683,141,3,2025,405813.6
1684,141,4,2025,141387.3
1685,141,5,2025,239164.01
1686,141,6,2025,246105.19
1687,141,7,2025,292976.59
1688,141,8,2025,215340.46
1689,141,9,2025,361954.51
1690,141,10,2025,408034.5
1691,141,11,2025,355255.31
1692,141,12,2025,95562.61
1693,142,1,2025,162573.08
1694,142,2,2025,465615.63
1695,142,3,2025,331395.62
1696,142,4,2025,88409.51
1697,142,5,2025,343647.94
1698,142,6,2025,64457.26
1699,142,7,2025,149723.95
1700,142,8,2025,330660.34
1701,142,9,2025,314962.34
1702,142,10,2025,144271.8
1703,142,11,2025,411825.7
1704,142,12,2025,75472.49
1705,143,1,2025,231490.42
1706,143,2,2025,485410.42
1707,143,3,2025,139433.18
1708,143,4,2025,82710.26
1709,143,5,2025,107304.8
1710,143,6,2025,471198.52
1711,143,7,2025,411329.35
1712,143,8,2025,61047.82
1713,143,9,2025,97257.95
1714,143,10,2025,181678.42
1715,143,11,2025,352638.92
1716,143,12,2025,211411.36
1717,144,1,2025,108981.66
1718,144,2,2025,290394.24
1719,144,3,2025,238799.0
1720,144,4,2025,330269.05
1721,144,5,2025,148852.63
1722,144,6,2025,99712.19
1723,144,7,2025,490895.94
1724,144,8,2025,209227.38
1725,144,9,2025,213721.82
1726,144,10,2025,361597.96
1727,144,11,2025,489337.1
1728,144,12,2025,270777.69
1729,145,1,2025,119995.44
1730,145,2,2025,235153.51
1731,145,3,2025,398093.75
1732,145,4,2025,128513.16
1733,145,5,2025,71894.3
1734,145,6,2025,454365.31
1735,145,7,2025,69164.21
1736,145,8,2025,470029.87
1737,145,9,2025,293754.32
1738,145,10,2025,113738.44
1739,145,11,2025,272919.79
1740,145,12,2025,242120.88
1741,146,1,2025,382102.02
1742,146,2,2025,185869.48
1743,146,3,2025,187129.32
1744,146,4,2025,215502.3
1745,146,5,2025,316718.48
1746,146,6,2025,456375.16
1747,146,7,2025,131173.25
1748,146,8,2025,249022.74
1749,146,9,2025,260496.17
1750,146,10,2025,123989.42
1751,146,11,2025,108217.35
1752,146,12,2025,472307.25
1753,147,1,2025,249861.93
1754,147,2,2025,423967.79
1755,147,3,2025,334784.92
1756,147,4,2025,114226.13
1757,147,5,2025,94810.25
1758,147,6,2025,78326.98
1759,147,7,2025,363814.16
1760,147,8,2025,274662.27
1761,147,9,2025,109438.48
1762,147,10,2025,390877.09
1763,147,11,2025,246420.58
1764,147,12,2025,250489.82
1765,148,1,2025,420615.65
1766,148,2,2025,195342.88
1767,148,3,2025,203366.87
1768,148,4,2025,289763.7
1769,148,5,2025,351075.94
1770,148,6,2025,74314.9
1771,148,7,2025,440633.4
1772,148,8,2025,404766.89
1773,148,9,2025,289726.16
1774,148,10,2025,488988.81
1775,148,11,2025,145809.17
1776,148,12,2025,304415.53
1777,149,1,2025,79127.11
1778,149,2,2025,499786.11
1779,149,3,2025,181685.75
1780,149,4,2025,392446.63
1781,149,5,2025,390124.74
1782,149,6,2025,476384.97
1783,149,7,2025,129270.7
1784,149,8,2025,290559.8
1785,149,9,2025,276620.24
1786,149,10,2025,423713.94
1787,149,11,2025,352870.18
1788,149,12,2025,418611.87
1789,150,1,2025,87407.52
1790,150,2,2025,320630.68
1791,150,3,2025,201064.56
1792,150,4,2025,469283.15
1793,150,5,2025,196442.57
1794,150,6,2025,413818.54
1795,150,7,2025,205133.58
1796,150,8,2025,136394.0
1797,150,9,2025,445109.48
1798,150,10,2025,192085.42
1799,150,11,2025,86252.68
1800,150,12,2025,349811.55
1801,151,1,2025,362407.03
1802,151,2,2025,355292.67
1803,151,3,2025,122547.93
1804,151,4,2025,314141.89
1805,151,5,2025,219419.98
1806,151,6,2025,423672.5
1807,151,7,2025,209430.12
1808,151,8,2025,301996.03
1809,151,9,2025,301492.56
1810,151,10,2025,225214.63
1811,151,11,2025,220225.29
1812,151,12,2025,300929.91
1813,152,1,2025,266090.09
1814,152,2,2025,65317.43
1815,152,3,2025,142954.37
1816,152,4,2025,268751.47
1817,152,5,2025,57451.51
1818,152,6,2025,259667.85
1819,152,7,2025,346390.17
1820,152,8,2025,388845.06
1821,152,9,2025,311698.3
1822,152,10,2025,196334.93
1823,152,11,2025,79134.38
1824,152,12,2025,417533.85
1825,153,1,2025,474241.4
1826,153,2,2025,477978.91
1827,153,3,2025,177547.45
1828,153,4,2025,487505.63
1829,153,5,2025,306340.93
1830,153,6,2025,95213.72
1831,153,7,2025,178439.19
1832,153,8,2025,397942.84
1833,153,9,2025,217453.43
1834,153,10,2025,242362.44
1835,153,11,2025,193609.19
1836,153,12,2025,303585.92
1837,154,1,2025,64378.55
1838,154,2,2025,144079.59
1839,154,3,2025,122940.03
1840,154,4,2025,267141.54
1841,154,5,2025,480939.42
1842,154,6,2025,201729.06
1843,154,7,2025,226624.95
1844,154,8,2025,121564.01
1845,154,9,2025,307483.02
1846,154,10,2025,100531.16
1847,154,11,2025,68667.58
1848,154,12,2025,435721.97
1849,155,1,2025,268357.76
1850,155,2,2025,374360.8
1851,155,3,2025,117496.05
1852,155,4,2025,289093.6
1853,155,5,2025,433121.73
1854,155,6,2025,384693.51
1855,155,7,2025,456100.54
1856,155,8,2025,108550.69
1857,155,9,2025,146483.51
1858,155,10,2025,408568.76
1859,155,11,2025,244693.13
1860,155,12,2025,344566.04
1861,156,1,2025,169077.35
1862,156,2,2025,198174.96
1863,156,3,2025,106739.4
1864,156,4,2025,348264.93
1865,156,5,2025,354889.1
1866,156,6,2025,172914.41
1867,156,7,2025,161729.25
1868,156,8,2025,222226.52
1869,156,9,2025,127783.79
1870,156,10,2025,244964.63
1871,156,11,2025,393349.75
1872,156,12,2025,92834.81
1873,157,1,2025,176518.18
1874,157,2,2025,334271.64
1875,157,3,2025,394371.16
1876,157,4,2025,430472.94
1877,157,5,2025,70352.49
1878,157,6,2025,351318.45
1879,157,7,2025,214951.86
1880,157,8,2025,457037.91
1881,157,9,2025,182120.02
1882,157,10,2025,465683.54
1883,157,11,2025,241343.08
1884,157,12,2025,233954.9
1885,158,1,2025,201011.09
1886,158,2,2025,84124.43
1887,158,3,2025,230293.0
1888,158,4,2025,115633.0
1889,158,5,2025,333786.91
1890,158,6,2025,61279.25
1891,158,7,2025,436490.78
1892,158,8,2025,355369.09
1893,158,9,2025,421387.08
1894,158,10,2025,485062.46
1895,158,11,2025,206761.4
1896,158,12,2025,160378.95
1897,159,1,2025,405682.12
1898,159,2,2025,383965.7
1899,159,3,2025,94436.34
1900,159,4,2025,486758.63
1901,159,5,2025,209449.97
1902,159,6,2025,438991.04
1903,159,7,2025,433155.26
1904,159,8,2025,333243.78
1905,159,9,2025,427308.05
1906,159,10,2025,210255.14
1907,159,11,2025,118043.54
1908,159,12,2025,148456.49
1909,160,1,2025,384324.47
1910,160,2,2025,214674.49
1911,160,3,2025,187016.42
1912,160,4,2025,53662.3
1913,160,5,2025,256794.09
1914,160,6,2025,220996.54
1915,160,7,2025,370624.76
1916,160,8,2025,109113.43
1917,160,9,2025,201506.74
1918,160,10,2025,486162.44
1919,160,11,2025,71052.85
1920,160,12,2025,236428.68
1921,161,1,2025,314504.42
1922,161,2,2025,141187.0
1923,161,3,2025,179244.61
1924,161,4,2025,310840.38
1925,161,5,2025,412780.93
1926,161,6,2025,472936.17
1927,161,7,2025,389221.21
1928,161,8,2025,68510.62
