return_id,order_id,product_id,return_date,reason,refund_amount
530,7063,965,2023-03-07,Quality Issue,43570.96
531,7084,642,2022-05-29,Quality Issue,56115.26
532,7108,1825,2025-08-30,Quality Issue,44594.77
533,7139,963,2025-08-16,Quality Issue,39432.69
534,7142,1122,2024-08-16,Quality Issue,40660.75
535,7142,699,2024-08-16,Quality Issue,78706.82
536,7146,1881,2023-03-21,Quality Issue,26726.94
537,7149,1606,2024-10-01,Quality Issue,26668.97
538,7150,800,2026-04-18,Quality Issue,37565.81
539,7150,1674,2026-04-18,Quality Issue,22553.8
540,7158,1016,2024-06-01,Quality Issue,73673.46
541,7168,479,2022-05-02,Quality Issue,94625.81
542,7169,1005,2023-07-19,Quality Issue,12871.26
543,7174,985,2026-01-24,Quality Issue,67499.01
544,7199,1946,2024-12-20,Quality Issue,44441.45
545,7208,222,2023-04-09,Quality Issue,16573.76
546,7221,554,2023-03-02,Quality Issue,16787.78
547,7231,508,2025-01-17,Quality Issue,28296.45
548,7254,1780,2022-01-03,Quality Issue,71476.98
549,7267,1285,2023-08-10,Quality Issue,23138.66
550,7275,176,2025-08-13,Quality Issue,31920.48
551,7317,1927,2023-09-23,Quality Issue,3871.18
552,7328,1785,2025-10-01,Quality Issue,26186.93
553,7344,838,2026-02-16,Quality Issue,21449.15
554,7349,1867,2024-12-03,Quality Issue,107014.66
555,7363,1646,2022-08-07,Quality Issue,32357.98
556,7368,1367,2022-07-31,Quality Issue,28872.33
557,7370,187,2025-07-13,Quality Issue,89374.85
558,7378,692,2024-08-09,Quality Issue,18725.57
559,7395,615,2023-11-09,Quality Issue,31174.06
560,7431,938,2024-09-03,Quality Issue,102322.34
561,7443,896,2023-06-01,Quality Issue,73757.55
562,7493,893,2022-11-27,Quality Issue,27799.54
563,7498,1326,2022-08-28,Quality Issue,150310.91
564,7532,991,2023-06-14,Quality Issue,112196.16
565,7568,619,2024-05-08,Quality Issue,11870.98
566,7569,1007,2025-11-14,Quality Issue,112697.86
567,7569,1331,2025-11-14,Quality Issue,84768.26
568,7620,1859,2025-02-16,Quality Issue,23305.44
569,7624,289,2024-10-08,Quality Issue,118601.02
570,7651,835,2024-02-21,Quality Issue,55089.38
571,7655,840,2024-08-20,Quality Issue,1805.86
572,7696,1764,2023-11-21,Quality Issue,45190.51
573,7709,1374,2025-01-03,Quality Issue,19296.92
574,7710,69,2025-08-26,Quality Issue,32809.73
575,7725,1121,2022-12-14,Quality Issue,10659.65
576,7725,1186,2022-12-14,Quality Issue,25266.49
577,7726,1587,2025-12-16,Quality Issue,2647.33
578,7748,379,2022-10-12,Quality Issue,22600.91
579,7761,1226,2026-04-27,Quality Issue,21900.36
580,7797,1571,2022-05-22,Quality Issue,21862.99
581,7812,247,2023-04-15,Quality Issue,25315.58
582,7840,130,2025-08-06,Quality Issue,63247.01
583,7871,1554,2024-11-14,Quality Issue,30822.71
584,7875,477,2026-05-07,Quality Issue,65959.9
585,7875,1031,2026-05-07,Quality Issue,101903.62
586,7904,1270,2024-09-14,Quality Issue,43481.79
587,7904,1609,2024-09-14,Quality Issue,119846.72
588,7911,645,2025-06-09,Quality Issue,143509.18
589,7938,298,2024-03-01,Quality Issue,62186.72
590,7948,1060,2025-03-09,Quality Issue,60099.84
591,7955,1019,2023-06-08,Quality Issue,6727.44
592,7958,618,2023-09-29,Quality Issue,24543.96
593,7979,460,2023-11-29,Quality Issue,116001.96
594,8001,1995,2025-06-27,Quality Issue,132002.75
595,8002,242,2025-08-17,Quality Issue,48959.47
596,8002,1849,2025-08-17,Quality Issue,25825.4
597,8019,1339,2022-05-18,Quality Issue,3479.72
598,8019,1854,2022-05-18,Quality Issue,68263.49
599,8020,74,2023-12-16,Quality Issue,39612.61
600,8035,1587,2025-06-23,Quality Issue,13656.51
601,8037,1845,2023-03-14,Quality Issue,64674.75
602,8054,332,2024-12-25,Quality Issue,22240.73
603,8054,929,2024-12-25,Quality Issue,69578.05
604,8055,1108,2023-03-12,Quality Issue,7576.97
605,8066,358,2024-01-11,Quality Issue,34073.62
606,8068,287,2022-03-06,Quality Issue,27910.15
607,8079,80,2025-08-20,Quality Issue,7402.67
608,8096,60,2022-05-09,Quality Issue,3878.34
609,8109,1510,2022-04-19,Quality Issue,30951.54
610,8114,1959,2023-10-25,Quality Issue,74781.79
611,8126,1891,2024-07-11,Quality Issue,70240.32
612,8143,220,2024-02-23,Quality Issue,14479.39
613,8144,254,2026-05-17,Quality Issue,57768.22
614,8149,136,2022-09-17,Quality Issue,37667.12
615,8156,1543,2023-08-13,Quality Issue,56674.53
616,8163,1809,2022-07-26,Quality Issue,25379.15
617,8177,1307,2022-08-25,Quality Issue,10908.5
618,8182,1426,2022-08-02,Quality Issue,15668.21
619,8184,1901,2026-02-15,Quality Issue,39035.88
620,8184,262,2026-02-15,Quality Issue,124340.42
621,8190,56,2025-01-26,Quality Issue,65980.5
622,8201,684,2022-05-27,Quality Issue,2655.49
623,8213,1676,2023-11-25,Quality Issue,99925.15
624,8218,970,2025-09-13,Quality Issue,33464.36
625,8261,1743,2026-03-22,Quality Issue,74668.9
626,8263,1785,2022-05-28,Quality Issue,100034.35
627,8264,454,2025-08-15,Quality Issue,4896.93
628,8326,1151,2025-01-22,Quality Issue,34995.94
629,8336,1313,2023-10-26,Quality Issue,5249.3
630,8342,908,2023-03-07,Quality Issue,48032.26
631,8354,10,2023-04-10,Quality Issue,17068.83
632,8363,1002,2025-07-14,Quality Issue,43266.58
633,8365,295,2022-07-04,Quality Issue,44319.44
634,8400,7,2025-11-23,Quality Issue,106829.71
635,8405,1541,2024-02-18,Quality Issue,30264.1
636,8410,1384,2024-10-11,Quality Issue,35597.41
637,8418,649,2024-06-18,Quality Issue,18508.9
638,8492,709,2025-07-19,Quality Issue,12576.74
639,8510,1332,2022-10-03,Quality Issue,83780.69
640,8524,1206,2022-01-09,Quality Issue,20036.8
641,8526,694,2022-12-04,Quality Issue,111086.9
642,8528,865,2025-05-09,Quality Issue,7733.81
643,8542,1960,2024-01-24,Quality Issue,117314.4
644,8543,298,2024-12-23,Quality Issue,55195.74
645,8573,873,2025-12-08,Quality Issue,51335.49
646,8589,876,2025-02-04,Quality Issue,59417.25
647,8589,797,2025-02-04,Quality Issue,158684.74
648,8672,364,2022-09-29,Quality Issue,12487.75
649,8693,614,2023-02-21,Quality Issue,112878.62
650,8720,394,2023-03-14,Quality Issue,880.04
651,8748,716,2025-09-19,Quality Issue,12274.2
652,8749,649,2025-11-13,Quality Issue,67167.46
653,8764,196,2025-08-30,Quality Issue,22931.68
654,8798,1690,2022-07-19,Quality Issue,68550.14
655,8804,1669,2023-11-17,Quality Issue,105979.46
656,8848,1241,2025-08-24,Quality Issue,51593.64
657,8865,1413,2022-06-28,Quality Issue,19833.93
658,8889,34,2023-01-13,Quality Issue,60170.35
659,8894,125,2023-07-18,Quality Issue,28740.78
660,8910,259,2022-10-09,Quality Issue,60689.02
661,8922,231,2023-07-29,Quality Issue,81174.17
662,8933,464,2022-07-17,Quality Issue,9828.96
663,8933,1753,2022-07-17,Quality Issue,13415.58
664,8952,1569,2026-03-23,Quality Issue,81856.54
665,8954,1924,2024-10-13,Quality Issue,8552.98
666,8993,1716,2023-04-07,Quality Issue,16569.57
667,9031,1794,2023-12-02,Quality Issue,29099.66
668,9037,209,2024-09-06,Quality Issue,95466.08
669,9067,344,2022-02-16,Quality Issue,35797.97
670,9080,397,2023-07-26,Quality Issue,37744.1
671,9106,1783,2026-04-27,Quality Issue,104376.05
672,9111,523,2022-08-13,Quality Issue,24743.12
673,9120,939,2025-10-04,Quality Issue,151957.66
674,9166,1604,2022-01-17,Quality Issue,7297.17
675,9185,48,2023-11-06,Quality Issue,10995.78
676,9185,1122,2023-11-06,Quality Issue,41494.1
677,9186,709,2024-02-23,Quality Issue,11043.48
678,9216,1938,2024-04-30,Quality Issue,65013.09
679,9246,1064,2025-04-14,Quality Issue,18123.7
680,9260,998,2023-10-13,Quality Issue,68433.23
681,9261,1276,2025-12-10,Quality Issue,22839.42
682,9281,1693,2024-05-19,Quality Issue,45292.48
683,9285,1619,2024-02-11,Quality Issue,48657.41
684,9291,1614,2025-10-09,Quality Issue,82039.68
685,9308,1343,2023-02-11,Quality Issue,27945.44
686,9317,267,2023-07-26,Quality Issue,27655.03
687,9321,596,2025-08-07,Quality Issue,36735.43
688,9356,566,2023-08-20,Quality Issue,21024.16
689,9357,552,2025-05-18,Quality Issue,76334.53
690,9395,1649,2024-12-19,Quality Issue,51144.24
691,9395,1915,2024-12-19,Quality Issue,23598.41
692,9432,1320,2022-08-11,Quality Issue,65522.35
693,9458,262,2026-01-13,Quality Issue,46993.18
694,9464,809,2024-04-09,Quality Issue,44096.59
695,9472,1668,2023-10-19,Quality Issue,17176.47
696,9472,1387,2023-10-19,Quality Issue,39499.87
697,9477,322,2022-08-07,Quality Issue,9029.77
698,9502,71,2023-04-16,Quality Issue,42673.52
699,9520,214,2023-12-24,Quality Issue,93125.63
700,9528,251,2022-07-10,Quality Issue,1012.08
701,9533,407,2023-04-18,Quality Issue,32435.68
702,9549,1213,2025-08-06,Quality Issue,11330.58
703,9577,1892,2023-09-17,Quality Issue,25896.66
704,9593,1889,2025-03-30,Quality Issue,36733.79
705,9598,1729,2025-04-14,Quality Issue,30435.31
706,9604,676,2025-04-18,Quality Issue,39964.39
707,9608,1210,2024-04-18,Quality Issue,32586.85
708,9617,1031,2024-10-31,Quality Issue,45962.3
709,9644,1791,2023-10-07,Quality Issue,122784.22
710,9649,1236,2023-01-13,Quality Issue,31513.33
711,9676,1411,2024-07-27,Quality Issue,141118.4
712,9676,394,2024-07-27,Quality Issue,71702.08
713,9688,963,2023-12-10,Quality Issue,78663.82
714,9719,1011,2024-01-29,Quality Issue,27979.81
715,9726,1293,2025-11-21,Quality Issue,63961.12
716,9731,1099,2024-06-07,Quality Issue,3929.14
717,9740,890,2025-10-21,Quality Issue,99599.58
718,9748,1202,2026-01-02,Quality Issue,2646.98
719,9771,1404,2023-04-22,Quality Issue,8129.02
720,9777,487,2023-01-06,Quality Issue,24224.83
721,9819,1801,2022-03-14,Quality Issue,51363.34
722,9847,1477,2025-03-08,Quality Issue,20039.0
723,9868,1042,2023-03-26,Quality Issue,19428.65
724,9873,506,2026-04-13,Quality Issue,21377.5
725,9890,1054,2022-12-15,Quality Issue,57994.5
726,9906,271,2023-05-25,Quality Issue,40826.77
727,9937,1193,2024-05-26,Quality Issue,22833.01
728,9937,1354,2024-05-26,Quality Issue,73314.78
729,9965,1931,2023-04-23,Quality Issue,119220.74
730,9985,28,2022-08-08,Quality Issue,46477.3
731,9989,727,2023-05-10,Quality Issue,11774.75
732,10018,1098,2022-08-21,Quality Issue,76741.82
733,10023,267,2025-09-18,Quality Issue,12953.98
734,10042,432,2023-04-15,Quality Issue,38358.18
735,10048,1241,2025-09-21,Quality Issue,36334.0
736,10088,1593,2025-01-22,Quality Issue,76900.13
737,10092,1083,2025-01-29,Quality Issue,139261.44
738,10097,302,2023-09-24,Quality Issue,16055.38
739,10100,663,2026-02-11,Quality Issue,97969.46
740,10172,214,2024-03-09,Quality Issue,60061.81
741,10174,1304,2022-01-12,Quality Issue,106454.94
742,10176,1989,2024-11-02,Quality Issue,17283.06
743,10188,1160,2025-08-30,Quality Issue,34728.43
744,10207,824,2022-09-01,Quality Issue,28012.72
745,10209,1582,2023-09-05,Quality Issue,52095.34
746,10211,1545,2025-03-16,Quality Issue,24382.73
747,10213,42,2025-07-24,Quality Issue,11792.86
748,10248,273,2024-01-21,Quality Issue,82824.38
749,10253,545,2022-04-21,Quality Issue,8950.96
750,10302,1932,2022-07-30,Quality Issue,19233.25
751,10318,706,2025-05-31,Quality Issue,96336.7
752,10321,1513,2023-12-19,Quality Issue,35964.75
753,10321,1995,2023-12-19,Quality Issue,118644.06
754,10345,1919,2022-01-01,Quality Issue,18080.56
755,10347,1784,2023-08-03,Quality Issue,24677.94
756,10351,1,2023-01-17,Quality Issue,32283.73
757,10354,531,2024-08-13,Quality Issue,4853.28
758,10364,866,2022-03-19,Quality Issue,59057.11
759,10401,850,2026-01-10,Quality Issue,22948.9
760,10406,311,2023-05-05,Quality Issue,28804.82
761,10432,1236,2023-03-27,Quality Issue,142090.43
762,10468,1574,2024-09-23,Quality Issue,87960.99
763,10493,1699,2022-02-23,Quality Issue,26258.66
764,10496,1311,2022-06-06,Quality Issue,127955.74
765,10510,806,2026-03-27,Quality Issue,79869.15
766,10527,1939,2024-01-01,Quality Issue,66209.39
767,10540,1360,2024-04-30,Quality Issue,3612.6
768,10561,1649,2023-10-08,Quality Issue,78339.49
769,10570,710,2025-10-09,Quality Issue,148786.21
770,10570,1651,2025-10-09,Quality Issue,5998.32
771,10571,879,2023-12-01,Quality Issue,1196.38
772,10585,1632,2022-09-23,Quality Issue,113213.54
773,10599,750,2023-06-05,Quality Issue,37518.17
774,10609,1246,2022-05-11,Quality Issue,88639.71
775,10617,903,2022-02-05,Quality Issue,53849.02
776,10622,1678,2022-11-03,Quality Issue,12814.74
777,10634,1752,2022-08-31,Quality Issue,156628.93
778,10664,88,2023-10-26,Quality Issue,20617.94
779,10665,1559,2024-06-25,Quality Issue,93699.62
780,10666,984,2025-12-12,Quality Issue,24260.22
781,10735,1419,2022-06-03,Quality Issue,57157.1
782,10750,1151,2022-02-05,Quality Issue,25931.94
783,10752,929,2022-09-10,Quality Issue,64420.83
784,10758,1036,2023-05-24,Quality Issue,67078.94
785,10760,1996,2025-02-28,Quality Issue,3739.23
786,10770,990,2025-12-07,Quality Issue,106720.03
787,10786,1903,2024-01-12,Quality Issue,28205.82
788,10786,354,2024-01-12,Quality Issue,73183.76
789,10801,1916,2022-09-18,Quality Issue,11447.49
790,10833,1065,2025-10-31,Quality Issue,28354.06
791,10835,1699,2023-03-26,Quality Issue,29959.65
792,10851,1179,2025-11-22,Quality Issue,12652.56
793,10855,1636,2024-06-10,Quality Issue,25986.54
794,10864,667,2026-04-07,Quality Issue,58465.27
795,10884,1069,2023-11-25,Quality Issue,18814.85
796,10890,568,2024-03-10,Quality Issue,71123.42
797,10892,727,2025-10-10,Quality Issue,28835.42
798,10902,523,2023-10-11,Quality Issue,49705.09
799,10916,103,2023-12-10,Quality Issue,15168.22
800,10927,1141,2026-01-21,Quality Issue,53580.72
801,10928,1655,2025-08-03,Quality Issue,31235.27
802,10937,1047,2024-12-17,Quality Issue,93607.08
803,10989,784,2025-06-06,Quality Issue,65454.48
804,10990,1694,2024-07-26,Quality Issue,12642.37
805,10992,974,2026-05-19,Quality Issue,37187.65
806,10994,144,2025-03-19,Quality Issue,74906.37
807,11003,350,2025-12-24,Quality Issue,70359.71
808,11004,1251,2025-02-01,Quality Issue,5145.89
809,11010,1669,2024-04-20,Quality Issue,39665.66
810,11024,1967,2025-06-18,Quality Issue,33068.62
811,11028,1134,2023-08-15,Quality Issue,64765.37
812,11030,501,2022-01-04,Quality Issue,72221.52
813,11055,1312,2022-04-29,Quality Issue,35579.24
814,11079,1107,2024-11-24,Quality Issue,3201.14
815,11080,840,2024-10-07,Quality Issue,36275.85
816,11097,534,2024-02-27,Quality Issue,79694.95
817,11148,554,2025-12-15,Quality Issue,4012.68
818,11165,1151,2022-04-17,Quality Issue,25284.11
819,11184,799,2025-11-14,Quality Issue,79859.54
820,11185,1420,2023-10-03,Quality Issue,18237.8
821,11208,944,2023-03-07,Quality Issue,7926.34
822,11210,1159,2022-01-31,Quality Issue,8363.49
823,11221,1295,2023-01-25,Quality Issue,56456.02
824,11228,1862,2025-08-09,Quality Issue,63035.21
825,11241,1177,2026-01-06,Quality Issue,34411.2
826,11241,1523,2026-01-06,Quality Issue,1489.81
827,11252,164,2024-02-18,Quality Issue,21146.67
828,11273,635,2025-10-07,Quality Issue,16185.77
829,11277,1700,2026-03-23,Quality Issue,60742.34
830,11295,1321,2025-07-04,Quality Issue,78741.42
831,11311,1421,2022-08-14,Quality Issue,2959.73
832,11318,1993,2026-03-10,Quality Issue,28267.69
833,11325,291,2025-09-15,Quality Issue,29791.9
834,11329,230,2022-08-14,Quality Issue,19162.38
835,11338,671,2022-04-02,Quality Issue,90606.78
836,11341,1615,2025-06-22,Quality Issue,39836.82
837,11341,292,2025-06-22,Quality Issue,64936.1
838,11362,1440,2024-03-14,Quality Issue,87048.19
839,11381,414,2024-05-15,Quality Issue,13184.74
840,11391,1472,2023-12-21,Quality Issue,34966.67
841,11394,775,2025-10-26,Quality Issue,30021.91
842,11398,362,2023-01-17,Quality Issue,1254.18
843,11407,1457,2022-02-25,Quality Issue,148529.79
844,11414,529,2025-02-05,Quality Issue,45435.36
845,11423,1015,2023-04-11,Quality Issue,63825.14
846,11437,303,2025-12-02,Quality Issue,36177.57
847,11442,1893,2023-10-19,Quality Issue,41949.6
848,11475,1326,2024-11-28,Quality Issue,4161.22
849,11477,822,2025-09-14,Quality Issue,10020.58
850,11481,657,2024-11-05,Quality Issue,29111.29
851,11483,1491,2023-11-15,Quality Issue,13613.54
852,11489,1881,2025-03-09,Quality Issue,39001.39
853,11491,764,2024-01-27,Quality Issue,77182.56
854,11510,201,2024-06-17,Quality Issue,21671.97
855,11516,636,2023-03-17,Quality Issue,46818.26
856,11517,457,2025-02-24,Quality Issue,113837.79
857,11519,1146,2022-05-11,Quality Issue,108448.54
858,11534,1562,2025-07-29,Quality Issue,20482.26
859,11545,739,2025-12-11,Quality Issue,137067.07
860,11552,1822,2022-11-12,Quality Issue,11609.18
861,11569,315,2025-07-11,Quality Issue,887.94
862,11576,1936,2024-04-06,Quality Issue,83827.33
863,11600,1129,2024-10-21,Quality Issue,8125.49
864,11609,118,2023-05-18,Quality Issue,3199.9
865,11632,218,2022-04-23,Quality Issue,4114.23
866,11643,1077,2023-03-27,Quality Issue,35130.74
867,11657,1553,2022-11-23,Quality Issue,72521.84
868,11674,919,2022-04-16,Quality Issue,74777.86
869,11677,1304,2025-10-11,Quality Issue,14512.13
870,11683,157,2025-04-24,Quality Issue,157803.14
871,11684,370,2022-09-03,Quality Issue,42062.13
872,11691,621,2024-02-09,Quality Issue,12160.26
873,11714,1328,2022-08-16,Quality Issue,119654.4
874,11722,1701,2024-05-02,Quality Issue,44562.89
875,11724,1502,2025-12-18,Quality Issue,20100.98
876,11726,1119,2025-02-18,Quality Issue,106655.52
877,11745,267,2023-12-31,Quality Issue,39829.07
878,11752,492,2023-01-16,Quality Issue,64635.94
879,11770,1247,2024-07-08,Quality Issue,22059.42
880,11782,701,2025-12-09,Quality Issue,39552.58
881,11806,1540,2022-05-07,Quality Issue,39136.06
882,11817,1646,2025-09-20,Quality Issue,36275.87
883,11908,685,2024-10-24,Quality Issue,5206.65
884,11923,235,2024-10-28,Quality Issue,39272.13
885,11926,104,2024-06-09,Quality Issue,6376.48
886,11937,1231,2025-12-06,Quality Issue,58654.4
887,11940,978,2024-07-18,Quality Issue,89692.61
888,11942,1223,2024-01-18,Quality Issue,47145.17
889,11950,1107,2025-10-01,Quality Issue,93074.42
890,11961,420,2023-09-10,Quality Issue,9216.3
891,12006,1483,2023-12-07,Quality Issue,57519.41
892,12019,87,2025-03-06,Quality Issue,49408.74
893,12032,797,2022-04-05,Quality Issue,122938.4
894,12040,1273,2022-02-23,Quality Issue,76449.38
895,12047,799,2024-07-28,Quality Issue,127549.12
896,12048,1514,2024-12-24,Quality Issue,25589.09
897,12060,928,2024-10-10,Quality Issue,1665.92
898,12063,17,2022-06-22,Quality Issue,144046.53
899,12092,838,2023-07-29,Quality Issue,72770.06
900,12093,438,2022-11-16,Quality Issue,22161.95
901,12099,1181,2023-12-10,Quality Issue,49729.55
902,12100,695,2025-02-10,Quality Issue,75039.12
903,12118,950,2025-06-20,Quality Issue,110412.1
904,12141,1647,2024-04-10,Quality Issue,7537.31
905,12154,861,2026-01-08,Quality Issue,20840.51
906,12160,1725,2023-11-27,Quality Issue,31438.18
907,12178,1631,2025-12-26,Quality Issue,86470.03
908,12189,461,2026-04-06,Quality Issue,52301.34
909,12196,496,2025-07-02,Quality Issue,13498.02
910,12211,333,2024-05-31,Quality Issue,38355.5
911,12237,1310,2022-08-31,Quality Issue,91287.81
912,12244,10,2022-10-29,Quality Issue,66579.94
913,12246,1362,2023-05-06,Quality Issue,42179.39
914,12271,977,2022-12-24,Quality Issue,12688.1
915,12293,551,2024-08-27,Quality Issue,153787.74
916,12327,769,2023-12-15,Quality Issue,104942.75
917,12329,1481,2022-02-08,Quality Issue,43979.71
918,12330,215,2022-05-21,Quality Issue,63168.67
919,12341,728,2022-09-11,Quality Issue,12959.05
920,12360,387,2024-01-10,Quality Issue,58170.88
921,12365,1027,2024-11-23,Quality Issue,21120.9
922,12374,1441,2025-11-03,Quality Issue,10140.14
923,12377,1823,2024-10-26,Quality Issue,73279.34
924,12419,1612,2025-12-30,Quality Issue,62497.47
925,12427,847,2024-08-19,Quality Issue,13727.61
926,12444,499,2024-09-03,Quality Issue,17356.75
927,12453,1174,2024-06-04,Quality Issue,49378.02
928,12460,347,2022-03-08,Quality Issue,117127.68
929,12463,1437,2023-06-13,Quality Issue,9529.62
930,12475,1494,2025-08-31,Quality Issue,52980.48
931,12480,1685,2024-05-10,Quality Issue,53285.59
932,12494,142,2025-08-17,Quality Issue,19198.12
933,12500,669,2024-06-27,Quality Issue,114541.31
934,12511,760,2023-04-06,Quality Issue,131083.26
935,12518,1649,2022-09-16,Quality Issue,7966.9
936,12522,814,2025-07-11,Quality Issue,63565.9
937,12533,1282,2023-11-28,Quality Issue,34038.65
938,12536,981,2022-02-22,Quality Issue,24945.46
939,12559,974,2022-10-18,Quality Issue,99108.34
940,12591,534,2023-11-21,Quality Issue,15508.69
941,12599,657,2023-01-02,Quality Issue,88116.34
942,12602,700,2022-03-14,Quality Issue,159730.66
943,12606,1206,2022-02-22,Quality Issue,29494.8
944,12630,1503,2025-06-30,Quality Issue,63715.18
945,12659,537,2023-06-20,Quality Issue,107019.38
946,12681,2,2024-11-12,Quality Issue,63353.52
947,12711,423,2024-12-15,Quality Issue,129611.46
948,12714,1911,2022-01-07,Quality Issue,7829.41
949,12718,1553,2025-08-10,Quality Issue,38450.42
950,12733,1231,2022-07-11,Quality Issue,120375.33
951,12733,1833,2022-07-11,Quality Issue,44105.76
952,12748,1326,2026-01-25,Quality Issue,134334.98
953,12753,413,2023-01-19,Quality Issue,26787.86
954,12793,281,2022-11-17,Quality Issue,5339.06
955,12807,238,2023-08-13,Quality Issue,36286.48
956,12811,1641,2022-10-01,Quality Issue,144745.47
957,12820,24,2023-12-11,Quality Issue,49413.12
958,12830,1392,2023-02-27,Quality Issue,33516.47
959,12831,842,2022-06-14,Quality Issue,3662.82
960,12849,913,2024-11-04,Quality Issue,125955.3
961,12856,497,2025-01-04,Quality Issue,27237.98
962,12868,1394,2025-10-12,Quality Issue,72671.11
963,12882,601,2025-10-01,Quality Issue,29905.18
964,12939,687,2026-01-29,Quality Issue,27922.73
965,12944,687,2025-08-18,Quality Issue,38499.76
966,13000,1341,2024-01-30,Quality Issue,11279.14
967,13004,1512,2026-05-12,Quality Issue,8089.42
968,13017,61,2026-02-17,Quality Issue,29385.48
969,13032,211,2023-10-24,Quality Issue,47319.72
970,13034,1488,2025-07-26,Quality Issue,28217.28
971,13041,773,2023-05-31,Quality Issue,42144.58
972,13072,1799,2025-07-25,Quality Issue,39716.4
973,13076,1852,2026-05-02,Quality Issue,34667.57
974,13090,1661,2026-01-14,Quality Issue,18521.46
975,13095,542,2023-03-16,Quality Issue,69815.02
976,13115,1900,2022-11-10,Quality Issue,122086.46
977,13143,1431,2023-02-01,Quality Issue,97173.38
978,13161,1687,2023-05-16,Quality Issue,46564.93
979,13165,1522,2023-06-09,Quality Issue,29765.34
980,13221,159,2025-06-01,Quality Issue,16585.65
981,13224,1567,2026-01-08,Quality Issue,14906.62
982,13238,105,2022-07-19,Quality Issue,22982.19
983,13249,171,2024-03-04,Quality Issue,104336.54
984,13249,1028,2024-03-04,Quality Issue,23975.71
985,13264,295,2026-03-14,Quality Issue,34778.3
986,13268,168,2025-06-22,Quality Issue,46808.13
987,13276,1880,2025-05-20,Quality Issue,35546.14
988,13307,1985,2022-08-31,Quality Issue,68769.6
989,13339,489,2022-07-30,Quality Issue,101731.15
990,13356,770,2024-04-16,Quality Issue,83169.5
991,13374,1093,2023-01-21,Quality Issue,5376.42
992,13374,1239,2023-01-21,Quality Issue,16360.18
993,13400,483,2026-02-05,Quality Issue,114551.74
994,13401,589,2022-11-03,Quality Issue,11669.98
995,13404,1734,2023-09-06,Quality Issue,61666.82
996,13405,1238,2023-08-29,Quality Issue,109513.57
997,13406,1113,2023-10-21,Quality Issue,48497.07
998,13456,1376,2022-07-31,Quality Issue,53492.38
999,13475,1377,2022-09-06,Quality Issue,57665.86
1000,13476,1328,2022-03-09,Quality Issue,74977.39
1001,13506,750,2022-06-23,Quality Issue,18737.01
1002,13543,1833,2025-06-10,Quality Issue,12598.96
1003,13550,292,2024-09-19,Quality Issue,76093.44
1004,13556,1431,2024-07-15,Quality Issue,79472.0
1005,13562,93,2024-03-10,Quality Issue,34476.48
1006,13570,1129,2024-07-30,Quality Issue,23950.3
1007,13578,1164,2024-07-16,Quality Issue,25328.24
1008,13580,781,2025-08-11,Quality Issue,17265.76
1009,13582,1427,2023-02-15,Quality Issue,59577.24
1010,13590,1034,2024-03-28,Quality Issue,31382.82
1011,13606,548,2022-10-25,Quality Issue,90346.01
1012,13611,561,2026-04-16,Quality Issue,51268.32
1013,13617,1641,2026-04-13,Quality Issue,25794.25
1014,13617,525,2026-04-13,Quality Issue,116727.78
1015,13621,48,2024-11-18,Quality Issue,18248.82
1016,13628,1058,2023-07-06,Quality Issue,85352.96
1017,13636,1420,2022-09-03,Quality Issue,55211.92
1018,13640,1790,2024-04-27,Quality Issue,4288.61
1019,13657,602,2023-07-13,Quality Issue,51010.15
1020,13658,1058,2025-07-29,Quality Issue,19103.69
1021,13672,914,2022-09-11,Quality Issue,12832.46
1022,13706,1212,2025-12-29,Quality Issue,35140.98
1023,13709,1670,2025-03-22,Quality Issue,23090.02
1024,13734,1227,2024-08-29,Quality Issue,67229.34
1025,13749,1441,2025-09-16,Quality Issue,91201.92
1026,13752,1851,2023-11-30,Quality Issue,42871.13
1027,13768,507,2024-10-07,Quality Issue,49354.78
1028,13770,1205,2022-08-25,Quality Issue,54773.6
1029,13790,1289,2024-06-01,Quality Issue,73432.11
1030,13798,1089,2022-12-07,Quality Issue,65857.14
1031,13829,995,2025-12-05,Quality Issue,2124.94
1032,13850,1137,2026-03-22,Quality Issue,109046.06
1033,13866,1375,2023-06-26,Quality Issue,75795.17
1034,13868,275,2023-01-13,Quality Issue,7860.74
1035,13874,339,2022-04-24,Quality Issue,30217.79
1036,13914,1857,2025-12-05,Quality Issue,42053.22
1037,13947,657,2024-11-08,Quality Issue,19324.12
1038,13953,448,2024-11-24,Quality Issue,3184.96
1039,13955,1617,2024-01-19,Quality Issue,156637.38
1040,13979,743,2024-06-07,Quality Issue,35653.52
1041,14003,444,2025-06-13,Quality Issue,25789.63
1042,14026,1868,2022-07-29,Quality Issue,19179.82
1043,14028,1138,2024-12-13,Quality Issue,131837.31
1044,14049,1235,2022-10-14,Quality Issue,8043.38
1045,14064,1890,2024-06-08,Quality Issue,8391.81
1046,14075,61,2024-05-10,Quality Issue,63354.05
1047,14106,1420,2025-04-10,Quality Issue,24356.34
1048,14120,559,2022-04-09,Quality Issue,20917.25
1049,14125,276,2023-04-21,Quality Issue,17786.38
1050,14129,1870,2024-02-16,Quality Issue,5746.56
1051,14150,172,2023-09-28,Quality Issue,862.08
1052,14152,623,2025-09-30,Quality Issue,77960.33
1053,14159,1177,2025-03-25,Quality Issue,5140.94
1054,14163,379,2022-04-26,Quality Issue,53239.27
