product_id,category_id,brand_id,supplier_id,product_name,description,cost_price,selling_price,launch_date,active_status
357,32,46,175,Product_357,Description for product 357,1153.44,1704.77,2026-03-02,True
358,21,71,131,Product_358,Description for product 358,14344.48,17514.61,2024-02-27,True
359,25,39,95,Product_359,Description for product 359,6266.99,8477.65,2024-01-14,True
360,22,86,26,Product_360,Description for product 360,1133.85,1534.9,2020-06-01,True
361,30,35,73,Product_361,Description for product 361,28933.84,32919.05,2022-12-11,True
362,25,10,16,Product_362,Description for product 362,8109.43,13627.02,2023-10-11,True
363,14,26,11,Product_363,Description for product 363,27071.1,29813.83,2025-02-08,True
364,46,45,14,Product_364,Description for product 364,48238.6,75726.92,2022-12-18,True
365,33,16,96,Product_365,Description for product 365,15110.94,20744.84,2022-12-10,True
366,24,76,175,Product_366,Description for product 366,18859.06,22439.39,2021-06-08,True
367,6,43,12,Product_367,Description for product 367,997.48,1366.92,2024-05-19,True
368,15,15,190,Product_368,Description for product 368,19125.83,30558.73,2026-04-28,True
369,30,39,147,Product_369,Description for product 369,25273.44,34305.55,2026-06-01,True
370,1,83,194,Product_370,Description for product 370,19062.37,33410.94,2026-10-01,True
371,20,69,49,Product_371,Description for product 371,36725.76,47028.96,2026-01-25,True
372,15,92,37,Product_372,Description for product 372,21074.45,36529.26,2026-03-21,True
373,36,64,91,Product_373,Description for product 373,2383.16,3080.31,2024-10-02,True
374,11,65,110,Product_374,Description for product 374,41373.95,54977.39,2024-05-03,True
375,6,66,108,Product_375,Description for product 375,46168.12,53892.59,2026-10-03,True
376,35,31,161,Product_376,Description for product 376,7835.94,9576.43,2024-10-09,True
377,12,7,97,Product_377,Description for product 377,14045.77,25223.43,2023-09-10,True
378,2,34,119,Product_378,Description for product 378,6176.54,7885.67,2025-10-24,True
379,18,36,121,Product_379,Description for product 379,12371.11,20097.55,2023-05-26,True
380,23,39,166,Product_380,Description for product 380,31403.44,51470.64,2021-03-06,True
381,34,83,197,Product_381,Description for product 381,17573.94,26562.84,2026-12-09,True
382,24,7,14,Product_382,Description for product 382,1934.17,2903.21,2020-02-06,True
383,46,70,107,Product_383,Description for product 383,23424.64,40398.3,2026-07-21,True
384,18,70,106,Product_384,Description for product 384,18294.1,32335.49,2020-06-11,True
385,18,45,91,Product_385,Description for product 385,20756.39,34372.23,2022-09-13,True
386,29,94,170,Product_386,Description for product 386,17531.19,19308.67,2025-06-01,True
387,36,45,141,Product_387,Description for product 387,26399.66,33900.88,2020-05-12,True
388,45,51,44,Product_388,Description for product 388,21837.62,35280.67,2023-04-22,True
389,24,19,161,Product_389,Description for product 389,11662.88,14623.62,2023-08-11,True
390,19,64,186,Product_390,Description for product 390,11875.19,16401.42,2024-08-22,True
391,12,8,3,Product_391,Description for product 391,24428.13,33328.37,2021-03-14,True
392,1,17,164,Product_392,Description for product 392,32305.52,44932.8,2026-06-28,True
393,4,45,89,Product_393,Description for product 393,46645.43,54093.91,2022-08-26,True
394,49,10,72,Product_394,Description for product 394,26123.49,40891.84,2025-10-21,True
395,30,31,174,Product_395,Description for product 395,30449.91,42797.31,2022-08-27,True
396,24,90,49,Product_396,Description for product 396,6622.6,7882.17,2023-10-13,True
397,8,68,73,Product_397,Description for product 397,38516.76,66490.9,2023-10-21,True
398,37,15,64,Product_398,Description for product 398,32530.57,54293.1,2023-03-28,True
399,32,49,130,Product_399,Description for product 399,11487.55,15599.93,2022-12-01,True
400,14,78,156,Product_400,Description for product 400,13785.91,21173.44,2020-09-03,True
401,30,14,180,Product_401,Description for product 401,6921.64,12424.2,2020-09-26,True
402,26,20,182,Product_402,Description for product 402,41565.29,56837.49,2023-12-14,True
403,12,100,103,Product_403,Description for product 403,7863.56,9615.13,2022-03-14,True
404,35,3,58,Product_404,Description for product 404,29207.2,35482.02,2024-03-10,True
405,21,19,128,Product_405,Description for product 405,8636.64,14820.61,2022-05-28,True
406,49,29,82,Product_406,Description for product 406,26624.81,29819.48,2020-07-24,True
407,41,71,37,Product_407,Description for product 407,30415.28,50608.35,2026-05-12,True
408,18,90,31,Product_408,Description for product 408,2920.27,3753.58,2024-08-26,True
409,22,3,122,Product_409,Description for product 409,29315.78,36570.56,2020-12-05,True
410,49,86,173,Product_410,Description for product 410,39591.09,58725.86,2024-06-04,True
411,46,5,150,Product_411,Description for product 411,42825.87,58291.44,2020-12-27,True
412,22,11,70,Product_412,Description for product 412,18678.07,30663.08,2024-05-27,True
413,29,71,188,Product_413,Description for product 413,21314.35,27899.07,2025-06-19,True
414,31,29,168,Product_414,Description for product 414,33864.13,50050.05,2023-07-25,True
415,1,97,85,Product_415,Description for product 415,16313.14,19842.42,2022-12-15,True
416,3,42,170,Product_416,Description for product 416,27799.17,32393.29,2020-09-01,True
417,42,19,150,Product_417,Description for product 417,46856.55,71746.54,2021-03-06,True
418,24,26,139,Product_418,Description for product 418,47116.35,70032.34,2020-09-26,True
419,10,71,51,Product_419,Description for product 419,20660.6,31743.57,2026-07-08,True
420,47,67,141,Product_420,Description for product 420,27120.57,43328.01,2021-04-22,True
421,29,84,55,Product_421,Description for product 421,10960.79,19492.56,2021-11-19,True
422,14,4,149,Product_422,Description for product 422,40705.79,46290.56,2022-03-14,True
423,42,60,35,Product_423,Description for product 423,6161.42,10303.78,2021-06-25,True
424,10,78,125,Product_424,Description for product 424,42270.11,49013.74,2020-01-14,True
425,48,6,104,Product_425,Description for product 425,12447.11,22395.79,2025-06-11,True
426,23,19,24,Product_426,Description for product 426,37433.48,51795.5,2026-07-14,True
427,50,83,103,Product_427,Description for product 427,20139.52,22928.06,2024-03-21,True
428,48,58,104,Product_428,Description for product 428,48164.78,68372.27,2023-03-07,True
429,24,98,45,Product_429,Description for product 429,38072.2,66828.02,2023-05-08,True
430,4,24,42,Product_430,Description for product 430,3323.67,5113.89,2025-08-09,True
431,37,69,39,Product_431,Description for product 431,31939.12,44344.46,2021-10-20,True
432,38,93,108,Product_432,Description for product 432,47377.25,61859.07,2024-04-23,True
433,20,41,130,Product_433,Description for product 433,25153.92,29032.36,2021-05-24,True
434,47,13,194,Product_434,Description for product 434,30302.41,51990.93,2020-10-07,True
435,13,97,21,Product_435,Description for product 435,38362.58,56928.69,2025-08-04,True
436,10,37,91,Product_436,Description for product 436,13946.95,20938.87,2020-09-28,True
437,30,86,79,Product_437,Description for product 437,34967.09,62181.95,2023-03-01,True
438,29,43,103,Product_438,Description for product 438,5245.36,8242.68,2024-08-26,True
439,47,9,181,Product_439,Description for product 439,29786.53,42483.92,2020-01-11,True
440,31,11,139,Product_440,Description for product 440,11274.04,17781.83,2024-03-14,True
441,18,22,113,Product_441,Description for product 441,39181.85,68276.71,2022-08-25,True
442,39,5,60,Product_442,Description for product 442,45571.23,66401.53,2021-04-09,True
443,27,81,113,Product_443,Description for product 443,4831.35,7107.68,2021-03-18,True
444,29,30,193,Product_444,Description for product 444,20900.08,35611.7,2022-08-09,True
445,37,37,38,Product_445,Description for product 445,28773.56,49956.8,2025-07-22,True
446,44,80,50,Product_446,Description for product 446,40429.09,72477.05,2020-04-19,True
447,24,72,153,Product_447,Description for product 447,11896.71,21005.85,2022-11-04,True
448,36,86,93,Product_448,Description for product 448,37566.09,45657.75,2022-12-11,True
449,27,73,181,Product_449,Description for product 449,5910.77,6613.52,2022-09-27,True
450,16,52,168,Product_450,Description for product 450,8516.17,9732.9,2023-12-22,True
451,18,60,27,Product_451,Description for product 451,12747.59,21508.88,2021-08-25,True
452,24,72,63,Product_452,Description for product 452,3322.31,3958.67,2023-02-25,True
453,5,61,14,Product_453,Description for product 453,5405.85,9342.23,2026-06-05,True
454,22,40,29,Product_454,Description for product 454,2113.86,2720.52,2026-03-06,True
455,25,91,185,Product_455,Description for product 455,8874.21,13450.1,2021-03-10,True
456,7,62,2,Product_456,Description for product 456,36180.4,47696.0,2025-03-21,True
457,47,59,72,Product_457,Description for product 457,24542.59,38826.14,2022-10-25,True
458,29,71,158,Product_458,Description for product 458,41064.22,60145.39,2023-10-21,True
459,50,31,7,Product_459,Description for product 459,39619.26,46330.74,2026-02-24,True
460,48,39,169,Product_460,Description for product 460,777.83,1049.16,2023-02-23,True
461,24,98,177,Product_461,Description for product 461,33259.79,56329.06,2022-03-16,True
462,33,61,186,Product_462,Description for product 462,16432.61,25894.39,2023-09-14,True
463,46,61,50,Product_463,Description for product 463,29216.68,36546.89,2022-03-11,True
464,50,46,4,Product_464,Description for product 464,39022.76,46802.69,2022-12-09,True
465,6,48,187,Product_465,Description for product 465,47332.61,82553.04,2022-11-10,True
466,10,13,31,Product_466,Description for product 466,14006.9,20003.86,2024-02-19,True
467,38,89,173,Product_467,Description for product 467,1652.02,2251.82,2020-06-27,True
468,4,35,105,Product_468,Description for product 468,19648.98,33483.71,2026-06-27,True
469,20,5,84,Product_469,Description for product 469,14861.03,22296.02,2023-05-03,True
470,10,83,94,Product_470,Description for product 470,30798.39,53249.15,2024-01-11,True
471,48,44,66,Product_471,Description for product 471,19526.13,31539.5,2026-07-23,True
472,4,21,116,Product_472,Description for product 472,885.14,1527.25,2022-09-14,True
473,2,63,187,Product_473,Description for product 473,38119.14,61734.86,2024-04-19,True
474,48,24,18,Product_474,Description for product 474,47322.58,75021.57,2026-03-16,True
475,37,90,104,Product_475,Description for product 475,25219.89,28909.29,2023-08-18,True
476,2,73,125,Product_476,Description for product 476,9547.86,13269.99,2021-05-20,True
477,6,23,95,Product_477,Description for product 477,8991.39,14075.31,2025-09-24,True
478,2,21,143,Product_478,Description for product 478,4521.41,5879.25,2024-09-15,True
479,32,99,111,Product_479,Description for product 479,41834.95,66464.86,2021-03-26,True
480,38,70,78,Product_480,Description for product 480,15277.5,24310.79,2024-12-15,True
481,40,62,20,Product_481,Description for product 481,21784.86,37444.13,2021-10-07,True
482,33,1,13,Product_482,Description for product 482,36402.48,57961.96,2020-02-01,True
483,1,74,94,Product_483,Description for product 483,39029.01,65623.09,2025-03-16,True
484,38,60,84,Product_484,Description for product 484,37978.61,58728.9,2021-11-04,True
485,33,88,56,Product_485,Description for product 485,19111.98,22143.66,2025-07-15,True
486,19,7,20,Product_486,Description for product 486,1664.87,2690.88,2024-12-12,True
487,21,95,55,Product_487,Description for product 487,12055.48,14565.66,2020-02-03,True
488,13,12,197,Product_488,Description for product 488,46394.41,74679.44,2022-07-16,True
489,27,100,109,Product_489,Description for product 489,15964.0,21378.55,2025-10-02,True
490,3,28,89,Product_490,Description for product 490,12390.53,17903.26,2021-11-09,True
491,32,13,6,Product_491,Description for product 491,30403.23,52625.74,2025-02-22,True
492,11,28,46,Product_492,Description for product 492,1828.47,3177.17,2025-10-27,True
493,3,7,7,Product_493,Description for product 493,49433.08,75258.81,2021-02-10,True
494,6,47,93,Product_494,Description for product 494,15677.41,20526.85,2022-03-08,True
495,8,80,40,Product_495,Description for product 495,38705.78,57428.34,2024-07-13,True
496,50,89,88,Product_496,Description for product 496,44683.77,65495.82,2021-03-11,True
497,27,92,52,Product_497,Description for product 497,26897.19,42753.0,2021-01-01,True
498,46,88,101,Product_498,Description for product 498,22124.32,27240.77,2023-06-19,True
499,6,31,93,Product_499,Description for product 499,1783.66,2826.59,2020-09-17,True
500,41,3,48,Product_500,Description for product 500,8582.58,13946.64,2026-01-13,True
501,45,72,100,Product_501,Description for product 501,30469.1,47055.55,2026-10-24,True
502,38,11,120,Product_502,Description for product 502,29337.55,35411.6,2026-09-14,True
503,7,11,67,Product_503,Description for product 503,10688.67,17778.73,2026-10-27,True
504,47,16,7,Product_504,Description for product 504,24921.55,29509.32,2023-10-07,True
505,30,78,138,Product_505,Description for product 505,49602.4,62983.99,2021-04-24,True
506,46,74,4,Product_506,Description for product 506,3819.9,6417.78,2026-05-21,True
507,46,44,61,Product_507,Description for product 507,4052.63,5322.47,2023-01-07,True
508,21,100,55,Product_508,Description for product 508,896.28,1212.9,2025-05-05,True
509,38,48,107,Product_509,Description for product 509,43475.92,77553.42,2020-04-19,True
510,7,5,156,Product_510,Description for product 510,45521.98,61920.66,2023-11-10,True
511,1,70,102,Product_511,Description for product 511,1715.62,2864.0,2026-08-06,True
512,9,65,97,Product_512,Description for product 512,33613.25,48273.38,2023-01-03,True
513,31,63,34,Product_513,Description for product 513,5684.28,8512.43,2026-08-08,True
514,3,43,177,Product_514,Description for product 514,11769.23,19911.69,2021-02-17,True
515,43,40,21,Product_515,Description for product 515,45057.23,52879.48,2023-05-02,True
516,14,26,190,Product_516,Description for product 516,48147.3,70489.41,2020-02-26,True
517,1,11,73,Product_517,Description for product 517,33967.77,58319.08,2021-11-07,True
518,23,60,2,Product_518,Description for product 518,48372.21,62523.31,2023-12-20,True
519,50,73,47,Product_519,Description for product 519,22827.36,25984.53,2025-04-22,True
520,50,62,156,Product_520,Description for product 520,23330.39,36362.03,2024-03-04,True
521,49,4,6,Product_521,Description for product 521,12122.16,17009.96,2022-11-20,True
522,42,7,189,Product_522,Description for product 522,26574.0,29529.54,2026-01-12,True
523,8,15,65,Product_523,Description for product 523,41271.75,46223.94,2022-08-21,True
524,6,35,159,Product_524,Description for product 524,24056.83,40127.53,2024-06-18,True
525,39,28,116,Product_525,Description for product 525,1895.08,2958.97,2021-03-08,True
526,4,85,160,Product_526,Description for product 526,2032.27,3099.0,2021-06-14,True
527,24,12,190,Product_527,Description for product 527,40291.85,55291.41,2023-12-18,True
528,22,9,83,Product_528,Description for product 528,38340.25,51236.4,2022-02-15,True
529,31,77,57,Product_529,Description for product 529,16525.08,24240.5,2023-02-25,True
530,32,15,12,Product_530,Description for product 530,10783.77,13123.13,2026-08-25,True
531,35,12,70,Product_531,Description for product 531,45760.6,69992.35,2025-10-24,True
532,41,59,179,Product_532,Description for product 532,44988.93,79466.32,2025-06-08,True
533,27,81,82,Product_533,Description for product 533,47662.79,75989.23,2020-08-28,True
534,36,38,23,Product_534,Description for product 534,2827.59,4892.71,2021-08-04,True
535,28,99,106,Product_535,Description for product 535,38025.46,43573.55,2025-06-21,True
536,49,3,90,Product_536,Description for product 536,8020.16,13800.95,2023-01-16,True
537,43,78,13,Product_537,Description for product 537,40496.13,61047.78,2021-11-12,True
538,29,63,190,Product_538,Description for product 538,30323.93,37383.92,2021-05-24,True
539,8,4,119,Product_539,Description for product 539,28707.54,37284.77,2026-04-07,True
540,27,23,44,Product_540,Description for product 540,48693.34,76045.23,2021-10-28,True
541,11,92,63,Product_541,Description for product 541,21703.54,28913.13,2020-11-13,True
542,29,64,17,Product_542,Description for product 542,6673.86,8091.0,2025-01-26,True
543,20,72,79,Product_543,Description for product 543,23887.8,33516.52,2025-08-28,True
544,20,83,11,Product_544,Description for product 544,18862.32,29559.38,2025-12-24,True
545,4,50,20,Product_545,Description for product 545,49352.28,68586.09,2026-03-06,True
546,36,37,81,Product_546,Description for product 546,2497.62,3018.48,2020-04-18,True
547,14,100,83,Product_547,Description for product 547,24211.19,37427.96,2026-07-28,True
548,37,69,170,Product_548,Description for product 548,32828.11,49483.9,2026-04-12,True
549,32,59,37,Product_549,Description for product 549,4037.42,5688.68,2023-08-13,True
550,7,46,47,Product_550,Description for product 550,12847.57,15064.4,2023-08-07,True
551,50,3,100,Product_551,Description for product 551,14437.96,18984.95,2023-06-19,True
552,32,30,100,Product_552,Description for product 552,42398.96,69993.66,2021-07-15,True
553,36,43,181,Product_553,Description for product 553,7705.46,12966.27,2020-12-13,True
554,14,38,59,Product_554,Description for product 554,35460.75,45887.25,2020-05-20,True
555,28,46,86,Product_555,Description for product 555,7569.2,12627.35,2021-01-02,True
556,2,73,158,Product_556,Description for product 556,43696.42,69801.8,2023-08-03,True
557,28,43,171,Product_557,Description for product 557,10303.78,17291.24,2022-04-23,True
558,33,76,136,Product_558,Description for product 558,1504.73,2315.02,2023-07-15,True
559,18,60,149,Product_559,Description for product 559,27167.03,35909.22,2025-02-24,True
560,39,51,13,Product_560,Description for product 560,9349.73,12346.16,2025-08-05,True
561,22,85,128,Product_561,Description for product 561,31160.74,42520.52,2026-06-03,True
562,46,70,27,Product_562,Description for product 562,12310.56,17415.74,2021-10-26,True
563,13,84,144,Product_563,Description for product 563,22365.89,39539.02,2026-01-21,True
564,24,34,138,Product_564,Description for product 564,9010.69,12402.74,2024-11-24,True
565,38,80,17,Product_565,Description for product 565,24843.25,32659.54,2026-11-14,True
566,2,4,184,Product_566,Description for product 566,3263.45,5576.62,2022-10-08,True
567,31,87,137,Product_567,Description for product 567,26578.88,41282.37,2020-09-08,True
568,19,27,194,Product_568,Description for product 568,5130.22,7053.26,2024-09-14,True
569,45,81,95,Product_569,Description for product 569,37981.82,63687.2,2024-02-03,True
570,13,16,65,Product_570,Description for product 570,4097.62,5572.45,2024-04-01,True
571,22,88,92,Product_571,Description for product 571,4200.75,7189.72,2024-09-11,True
572,20,24,188,Product_572,Description for product 572,27138.05,42973.24,2021-11-18,True
573,9,48,35,Product_573,Description for product 573,36807.51,65293.95,2023-02-05,True
574,23,68,183,Product_574,Description for product 574,34454.21,40332.71,2025-08-21,True
575,16,45,61,Product_575,Description for product 575,25256.47,32393.2,2026-01-28,True
576,50,16,144,Product_576,Description for product 576,23918.01,29589.3,2024-04-08,True
577,50,55,16,Product_577,Description for product 577,47446.11,78390.45,2023-10-03,True
578,15,79,1,Product_578,Description for product 578,41127.84,69197.42,2023-08-25,True
579,47,35,164,Product_579,Description for product 579,16207.95,26939.53,2020-06-28,True
580,26,1,79,Product_580,Description for product 580,14325.72,20891.01,2022-02-23,True
581,13,83,70,Product_581,Description for product 581,27201.85,47939.89,2026-06-17,True
582,26,44,29,Product_582,Description for product 582,25503.36,36919.93,2025-09-05,True
583,49,77,40,Product_583,Description for product 583,47491.04,85031.52,2026-04-04,True
584,18,93,195,Product_584,Description for product 584,3190.64,4790.73,2025-04-21,True
585,13,59,182,Product_585,Description for product 585,35364.49,43323.36,2021-06-19,True
586,14,2,75,Product_586,Description for product 586,3567.15,4478.61,2025-05-09,True
587,12,62,40,Product_587,Description for product 587,25372.29,33853.25,2021-12-24,True
588,19,38,22,Product_588,Description for product 588,15370.63,19169.33,2020-12-06,True
589,37,70,181,Product_589,Description for product 589,15727.21,17330.18,2020-05-02,True
590,21,92,164,Product_590,Description for product 590,38531.94,65625.09,2020-08-09,True
591,24,83,137,Product_591,Description for product 591,38821.94,54887.79,2026-10-01,True
592,35,87,124,Product_592,Description for product 592,7129.01,8259.27,2022-07-16,True
593,43,10,30,Product_593,Description for product 593,11282.02,13874.99,2020-09-16,True
594,45,95,77,Product_594,Description for product 594,15592.32,24223.03,2022-02-07,True
595,6,15,173,Product_595,Description for product 595,46371.36,58135.21,2022-11-09,True
596,32,8,131,Product_596,Description for product 596,3270.78,4338.06,2025-11-02,True
597,23,78,152,Product_597,Description for product 597,16897.56,25221.22,2020-02-15,True
598,20,66,116,Product_598,Description for product 598,17406.37,25125.94,2022-08-02,True
599,29,54,125,Product_599,Description for product 599,42150.13,49734.12,2026-11-10,True
600,8,97,129,Product_600,Description for product 600,43513.86,75308.08,2023-06-26,True
601,15,93,116,Product_601,Description for product 601,11303.57,18374.96,2025-01-21,True
602,10,26,20,Product_602,Description for product 602,35108.02,47217.36,2021-03-21,True
603,4,88,40,Product_603,Description for product 603,6156.22,9331.9,2023-07-06,True
604,42,5,154,Product_604,Description for product 604,5761.99,7316.06,2026-10-06,True
605,4,8,34,Product_605,Description for product 605,18940.8,30684.61,2026-07-05,True
606,15,89,5,Product_606,Description for product 606,14681.5,17680.34,2023-03-10,True
607,16,41,79,Product_607,Description for product 607,21897.83,29985.74,2026-02-15,True
608,48,27,60,Product_608,Description for product 608,27921.76,45176.57,2025-07-19,True
609,46,96,138,Product_609,Description for product 609,9983.01,11408.97,2022-07-16,True
610,21,4,112,Product_610,Description for product 610,46145.38,67470.81,2024-04-18,True
611,14,31,116,Product_611,Description for product 611,43768.74,57870.24,2023-05-07,True
612,9,34,173,Product_612,Description for product 612,32672.8,57888.12,2025-08-13,True
613,11,34,87,Product_613,Description for product 613,30386.17,52748.18,2024-06-13,True
614,50,39,161,Product_614,Description for product 614,27273.28,38194.18,2023-07-25,True
615,25,29,17,Product_615,Description for product 615,46562.55,74474.98,2023-10-12,True
616,6,35,142,Product_616,Description for product 616,34038.29,38804.03,2023-07-15,True
617,13,90,18,Product_617,Description for product 617,47394.24,80241.28,2022-10-14,True
618,43,78,166,Product_618,Description for product 618,32536.79,48267.63,2022-01-21,True
619,25,76,1,Product_619,Description for product 619,6231.1,9888.18,2020-09-03,True
620,15,59,118,Product_620,Description for product 620,25240.16,27902.62,2023-10-04,True
621,5,54,57,Product_621,Description for product 621,10118.8,16367.77,2026-12-11,True
622,3,100,80,Product_622,Description for product 622,45659.23,78746.38,2021-09-23,True
623,8,79,65,Product_623,Description for product 623,4034.13,7178.75,2022-02-17,True
624,49,80,179,Product_624,Description for product 624,48566.44,82200.2,2024-10-03,True
625,30,9,193,Product_625,Description for product 625,40279.66,66103.26,2026-11-16,True
626,24,22,95,Product_626,Description for product 626,41077.59,50076.61,2025-12-04,True
627,34,27,123,Product_627,Description for product 627,6794.62,10995.97,2024-09-22,True
628,13,45,23,Product_628,Description for product 628,32742.83,38379.96,2025-10-24,True
629,29,92,138,Product_629,Description for product 629,40812.22,59515.97,2026-01-06,True
630,46,67,67,Product_630,Description for product 630,20126.66,28732.29,2025-07-12,True
631,33,71,149,Product_631,Description for product 631,18256.88,20124.71,2022-08-10,True
632,1,35,142,Product_632,Description for product 632,10385.94,17916.63,2021-07-17,True
633,34,5,185,Product_633,Description for product 633,21025.87,33634.17,2024-10-04,True
634,2,38,115,Product_634,Description for product 634,30763.59,51892.83,2024-05-07,True
635,1,35,6,Product_635,Description for product 635,154.13,197.43,2023-11-14,True
636,49,38,125,Product_636,Description for product 636,8009.98,11750.27,2020-04-10,True
637,24,24,87,Product_637,Description for product 637,14223.65,24639.13,2021-06-06,True
638,8,61,44,Product_638,Description for product 638,19430.4,30042.27,2025-12-16,True
639,27,54,164,Product_639,Description for product 639,7334.06,10120.75,2022-02-02,True
640,41,40,56,Product_640,Description for product 640,27887.13,39422.88,2020-08-10,True
641,23,24,172,Product_641,Description for product 641,20291.93,28650.53,2022-04-19,True
642,20,1,160,Product_642,Description for product 642,32331.88,57085.1,2024-10-12,True
643,45,59,146,Product_643,Description for product 643,3773.66,6526.9,2025-05-03,True
644,23,86,19,Product_644,Description for product 644,10380.21,16512.03,2026-08-02,True
645,8,30,155,Product_645,Description for product 645,33315.35,45402.08,2021-07-08,True
646,16,45,199,Product_646,Description for product 646,17383.1,23253.56,2026-06-10,True
647,42,26,189,Product_647,Description for product 647,12666.68,19612.65,2022-03-08,True
648,28,56,28,Product_648,Description for product 648,6226.96,8293.85,2026-07-16,True
649,32,64,13,Product_649,Description for product 649,45274.01,70937.98,2024-09-14,True
650,28,14,176,Product_650,Description for product 650,40131.71,47026.98,2023-09-07,True
651,9,54,120,Product_651,Description for product 651,21312.65,34346.52,2022-07-01,True
652,8,91,123,Product_652,Description for product 652,2281.09,2690.41,2022-05-24,True
653,46,23,88,Product_653,Description for product 653,8045.75,9215.98,2025-12-07,True
654,42,46,166,Product_654,Description for product 654,48956.82,71148.2,2026-07-01,True
655,49,100,83,Product_655,Description for product 655,27557.92,43108.98,2023-06-09,True
656,22,77,184,Product_656,Description for product 656,43955.98,57700.45,2026-06-13,True
657,10,10,124,Product_657,Description for product 657,38237.18,45231.29,2021-03-12,True
658,27,62,121,Product_658,Description for product 658,21871.1,28974.8,2023-07-19,True
659,49,60,41,Product_659,Description for product 659,49555.36,62056.36,2024-06-08,True
660,27,13,120,Product_660,Description for product 660,37060.0,64071.78,2022-11-10,True
661,33,39,121,Product_661,Description for product 661,7333.33,8071.29,2021-06-05,True
662,34,46,31,Product_662,Description for product 662,33507.34,45029.89,2021-07-09,True
663,18,46,66,Product_663,Description for product 663,12945.16,15976.54,2024-08-04,True
664,31,49,47,Product_664,Description for product 664,13391.4,19657.59,2025-08-26,True
665,18,14,30,Product_665,Description for product 665,31453.6,37650.48,2022-02-10,True
666,18,43,66,Product_666,Description for product 666,18643.48,24772.2,2025-08-10,True
667,30,81,17,Product_667,Description for product 667,10129.34,17394.73,2026-02-18,True
668,48,34,65,Product_668,Description for product 668,18316.25,28084.23,2026-06-16,True
669,20,22,161,Product_669,Description for product 669,12470.3,19041.71,2025-12-16,True
670,21,46,61,Product_670,Description for product 670,31228.69,51971.07,2026-10-26,True
671,49,39,122,Product_671,Description for product 671,15074.01,25855.02,2023-09-27,True
672,45,77,165,Product_672,Description for product 672,16866.7,27406.04,2022-06-23,True
673,13,71,85,Product_673,Description for product 673,29434.04,34004.23,2022-10-15,True
674,34,60,126,Product_674,Description for product 674,49748.28,67698.04,2025-01-28,True
675,21,37,13,Product_675,Description for product 675,26975.76,34620.98,2025-06-12,True
676,42,95,35,Product_676,Description for product 676,8912.83,14037.53,2024-10-03,True
677,2,39,17,Product_677,Description for product 677,36948.83,65112.94,2025-08-10,True
678,19,32,69,Product_678,Description for product 678,38538.52,57638.18,2021-11-06,True
679,2,46,117,Product_679,Description for product 679,38351.78,50090.86,2024-10-06,True
680,27,60,100,Product_680,Description for product 680,20179.79,26318.29,2021-07-09,True
681,28,13,88,Product_681,Description for product 681,36748.3,46542.45,2024-12-22,True
682,5,47,35,Product_682,Description for product 682,25626.25,38412.93,2021-07-21,True
683,7,40,155,Product_683,Description for product 683,22146.23,30497.63,2025-01-12,True
684,49,72,147,Product_684,Description for product 684,16624.4,18744.71,2026-04-12,True
685,11,99,62,Product_685,Description for product 685,7949.32,12632.41,2022-01-25,True
686,42,92,2,Product_686,Description for product 686,26733.65,41034.25,2025-09-03,True
687,9,73,75,Product_687,Description for product 687,17678.91,26495.52,2020-07-21,True
688,42,38,10,Product_688,Description for product 688,45435.07,64056.3,2022-09-17,True
689,42,66,154,Product_689,Description for product 689,37094.27,53638.32,2025-11-01,True
690,25,21,61,Product_690,Description for product 690,41798.16,65308.29,2024-01-14,True
691,14,30,10,Product_691,Description for product 691,29125.7,49959.22,2024-12-17,True
692,25,93,185,Product_692,Description for product 692,6914.44,7725.24,2023-12-06,True
693,43,96,132,Product_693,Description for product 693,44538.52,68429.83,2021-08-03,True
694,15,60,133,Product_694,Description for product 694,46535.77,55804.57,2023-08-15,True
695,42,97,48,Product_695,Description for product 695,12763.79,15942.18,2020-04-03,True
696,16,52,16,Product_696,Description for product 696,2566.84,3373.97,2021-03-21,True
697,29,53,32,Product_697,Description for product 697,38914.65,46142.4,2022-10-21,True
698,8,50,63,Product_698,Description for product 698,37890.62,49744.96,2025-03-22,True
699,4,89,123,Product_699,Description for product 699,48164.2,75057.85,2021-01-25,True
700,18,17,57,Product_700,Description for product 700,3760.1,4279.37,2023-03-08,True
701,36,88,198,Product_701,Description for product 701,32895.86,57782.35,2021-04-13,True
702,5,1,110,Product_702,Description for product 702,16752.89,29785.06,2023-12-11,True
703,19,85,53,Product_703,Description for product 703,3051.56,4894.48,2026-09-26,True
704,19,70,114,Product_704,Description for product 704,36197.38,46753.97,2026-02-17,True
705,19,8,172,Product_705,Description for product 705,3926.93,4967.81,2025-06-21,True
706,5,98,53,Product_706,Description for product 706,12143.0,16007.32,2025-02-07,True
707,25,83,20,Product_707,Description for product 707,12818.79,23062.71,2020-08-15,True
708,24,62,52,Product_708,Description for product 708,292.66,422.14,2023-09-21,True
709,19,62,69,Product_709,Description for product 709,15710.73,20399.67,2021-01-28,True
710,30,47,120,Product_710,Description for product 710,33493.79,44538.64,2025-06-03,True
711,50,14,14,Product_711,Description for product 711,32210.45,49743.26,2024-06-26,True
712,47,40,147,Product_712,Description for product 712,25374.94,29379.6,2026-05-03,True
713,43,5,48,Product_713,Description for product 713,3983.09,6871.92,2023-06-01,True
714,27,12,188,Product_714,Description for product 714,37678.82,41924.71,2023-07-19,True
