inventory_id,product_id,warehouse_id,quantity_available,reorder_level,last_updated
2094,786,7,467,44,2026-06-12 19:56:22.093343
2095,335,10,397,29,2026-06-12 19:56:22.093346
2096,1551,11,170,11,2026-06-12 19:56:22.093349
2097,13,12,408,16,2026-06-12 19:56:22.093353
2098,1453,4,329,50,2026-06-12 19:56:22.093356
2099,18,11,382,38,2026-06-12 19:56:22.093359
2100,1375,2,375,47,2026-06-12 19:56:22.093362
2101,459,16,119,46,2026-06-12 19:56:22.093365
2102,261,1,387,12,2026-06-12 19:56:22.093368
2103,46,1,34,50,2026-06-12 19:56:22.093371
2104,1983,6,238,21,2026-06-12 19:56:22.093374
2105,1099,14,263,36,2026-06-12 19:56:22.093377
2106,444,19,379,44,2026-06-12 19:56:22.093380
2107,599,3,74,40,2026-06-12 19:56:22.093383
2108,92,14,81,50,2026-06-12 19:56:22.093386
2109,1148,16,157,50,2026-06-12 19:56:22.093389
2110,391,8,270,43,2026-06-12 19:56:22.093392
2111,318,18,329,47,2026-06-12 19:56:22.093395
2112,1942,4,101,15,2026-06-12 19:56:22.093398
2113,1992,10,47,17,2026-06-12 19:56:22.093401
2114,1026,14,255,44,2026-06-12 19:56:22.093404
2115,1707,8,269,26,2026-06-12 19:56:22.093407
2116,237,15,303,24,2026-06-12 19:56:22.093410
2117,1054,5,394,38,2026-06-12 19:56:22.093412
2118,1826,19,112,29,2026-06-12 19:56:22.093415
2119,842,8,317,40,2026-06-12 19:56:22.093419
2120,1411,18,125,35,2026-06-12 19:56:22.093422
2121,912,18,400,12,2026-06-12 19:56:22.093424
2122,203,19,94,23,2026-06-12 19:56:22.093427
2123,284,17,107,18,2026-06-12 19:56:22.093430
2124,1438,7,227,24,2026-06-12 19:56:22.093433
2125,178,16,270,26,2026-06-12 19:56:22.093436
2126,1161,10,359,15,2026-06-12 19:56:22.093439
2127,573,6,445,37,2026-06-12 19:56:22.093442
2128,246,15,63,36,2026-06-12 19:56:22.093444
2129,1082,4,188,50,2026-06-12 19:56:22.093447
2130,1173,12,1,20,2026-06-12 19:56:22.093450
2131,1487,17,214,15,2026-06-12 19:56:22.093453
2132,1036,20,400,12,2026-06-12 19:56:22.093456
2133,685,19,270,27,2026-06-12 19:56:22.093459
2134,1306,3,344,42,2026-06-12 19:56:22.093462
2135,1458,19,291,49,2026-06-12 19:56:22.093465
2136,1774,3,211,34,2026-06-12 19:56:22.093467
2137,1237,17,454,29,2026-06-12 19:56:22.093470
2138,735,7,406,12,2026-06-12 19:56:22.093473
2139,850,19,241,28,2026-06-12 19:56:22.093478
2140,823,10,262,17,2026-06-12 19:56:22.093481
2141,1161,1,404,20,2026-06-12 19:56:22.093484
2142,1425,11,219,40,2026-06-12 19:56:22.093486
2143,1911,9,211,11,2026-06-12 19:56:22.093489
2144,779,1,265,45,2026-06-12 19:56:22.093493
2145,1761,3,324,13,2026-06-12 19:56:22.093496
2146,1118,15,414,47,2026-06-12 19:56:22.093499
2147,1161,15,325,47,2026-06-12 19:56:22.093502
2148,1070,15,400,50,2026-06-12 19:56:22.093505
2149,83,17,420,19,2026-06-12 19:56:22.093508
2150,602,19,25,20,2026-06-12 19:56:22.093511
2151,648,11,330,23,2026-06-12 19:56:22.093515
2152,1325,12,225,10,2026-06-12 19:56:22.093517
2153,369,18,40,38,2026-06-12 19:56:22.093520
2154,1749,13,293,16,2026-06-12 19:56:22.093523
2155,1075,18,154,40,2026-06-12 19:56:22.093526
2156,952,12,72,35,2026-06-12 19:56:22.093529
2157,1301,15,397,12,2026-06-12 19:56:22.093532
2158,1438,16,135,40,2026-06-12 19:56:22.093535
2159,62,8,306,25,2026-06-12 19:56:22.093538
2160,1872,14,327,50,2026-06-12 19:56:22.093541
2161,1507,8,439,31,2026-06-12 19:56:22.093544
2162,1038,1,443,33,2026-06-12 19:56:22.093547
2163,1408,15,108,18,2026-06-12 19:56:22.093550
2164,1915,5,287,16,2026-06-12 19:56:22.093553
2165,304,6,135,23,2026-06-12 19:56:22.093556
2166,544,2,485,15,2026-06-12 19:56:22.093559
2167,480,4,312,23,2026-06-12 19:56:22.093562
2168,1024,9,236,25,2026-06-12 19:56:22.093565
2169,268,9,272,25,2026-06-12 19:56:22.093568
2170,1654,12,125,11,2026-06-12 19:56:22.093571
2171,1374,5,189,35,2026-06-12 19:56:22.093573
2172,63,16,3,28,2026-06-12 19:56:22.093576
2173,301,3,295,32,2026-06-12 19:56:22.093579
2174,1321,16,303,44,2026-06-12 19:56:22.093582
2175,975,15,234,18,2026-06-12 19:56:22.093585
2176,619,18,282,26,2026-06-12 19:56:22.093588
2177,505,10,51,41,2026-06-12 19:56:22.093591
2178,730,5,162,37,2026-06-12 19:56:22.093594
2179,1403,8,70,31,2026-06-12 19:56:22.093597
2180,943,17,142,42,2026-06-12 19:56:22.093600
2181,144,9,280,45,2026-06-12 19:56:22.093603
2182,1166,5,248,44,2026-06-12 19:56:22.093606
2183,840,10,376,13,2026-06-12 19:56:22.093609
2184,1877,6,79,29,2026-06-12 19:56:22.093612
2185,671,5,174,16,2026-06-12 19:56:22.093615
2186,743,5,274,31,2026-06-12 19:56:22.093618
2187,1720,13,477,18,2026-06-12 19:56:22.093621
2188,403,8,54,28,2026-06-12 19:56:22.093641
2189,1999,11,178,47,2026-06-12 19:56:22.093646
2190,1713,18,106,17,2026-06-12 19:56:22.093650
2191,674,15,46,26,2026-06-12 19:56:22.093652
2192,956,19,363,26,2026-06-12 19:56:22.093655
2193,1833,9,60,21,2026-06-12 19:56:22.093659
2194,149,19,306,13,2026-06-12 19:56:22.093661
2195,1450,14,486,24,2026-06-12 19:56:22.093665
2196,798,12,112,27,2026-06-12 19:56:22.093668
2197,722,17,123,17,2026-06-12 19:56:22.093671
2198,1399,3,186,22,2026-06-12 19:56:22.093674
2199,1029,5,363,48,2026-06-12 19:56:22.093677
2200,1596,2,108,48,2026-06-12 19:56:22.093679
2201,1194,18,247,13,2026-06-12 19:56:22.093682
2202,813,11,220,31,2026-06-12 19:56:22.093685
2203,438,12,93,48,2026-06-12 19:56:22.093688
2204,1389,19,86,18,2026-06-12 19:56:22.093691
2205,1544,4,292,43,2026-06-12 19:56:22.093707
2206,1536,13,267,24,2026-06-12 19:56:22.093710
2207,1065,11,342,10,2026-06-12 19:56:22.093714
2208,1740,19,202,15,2026-06-12 19:56:22.093717
2209,1029,20,164,14,2026-06-12 19:56:22.093719
2210,396,20,289,29,2026-06-12 19:56:22.093723
2211,91,7,268,37,2026-06-12 19:56:22.093726
2212,365,1,408,41,2026-06-12 19:56:22.093729
2213,151,15,428,40,2026-06-12 19:56:22.093732
2214,1719,19,306,47,2026-06-12 19:56:22.093735
2215,911,17,8,18,2026-06-12 19:56:22.093738
2216,260,8,468,40,2026-06-12 19:56:22.093742
2217,1672,12,280,38,2026-06-12 19:56:22.093745
2218,1975,18,315,39,2026-06-12 19:56:22.093748
2219,1025,18,186,24,2026-06-12 19:56:22.093751
2220,541,19,340,41,2026-06-12 19:56:22.093754
2221,830,7,345,32,2026-06-12 19:56:22.093757
2222,173,2,433,13,2026-06-12 19:56:22.093760
2223,1779,18,301,37,2026-06-12 19:56:22.093763
2224,1018,11,104,37,2026-06-12 19:56:22.093766
2225,1040,5,415,34,2026-06-12 19:56:22.093769
2226,1835,5,462,29,2026-06-12 19:56:22.093772
2227,1519,1,47,14,2026-06-12 19:56:22.093775
2228,294,15,459,13,2026-06-12 19:56:22.093778
2229,1737,20,90,40,2026-06-12 19:56:22.093781
2230,1056,16,301,40,2026-06-12 19:56:22.093784
2231,1330,17,251,18,2026-06-12 19:56:22.093788
2232,907,9,158,25,2026-06-12 19:56:22.093790
2233,365,12,449,38,2026-06-12 19:56:22.093794
2234,1015,9,146,14,2026-06-12 19:56:22.093797
2235,1925,14,272,15,2026-06-12 19:56:22.093800
2236,381,9,334,32,2026-06-12 19:56:22.093803
2237,897,1,168,32,2026-06-12 19:56:22.093806
2238,1985,1,191,22,2026-06-12 19:56:22.093809
2239,862,9,161,36,2026-06-12 19:56:22.093812
2240,1245,16,262,37,2026-06-12 19:56:22.093815
2241,1338,3,252,37,2026-06-12 19:56:22.093818
2242,1625,17,442,18,2026-06-12 19:56:22.093821
2243,112,19,291,27,2026-06-12 19:56:22.093824
2244,68,11,132,42,2026-06-12 19:56:22.093827
2245,576,14,34,30,2026-06-12 19:56:22.093829
2246,251,17,488,12,2026-06-12 19:56:22.093832
2247,534,15,98,15,2026-06-12 19:56:22.093835
2248,772,16,9,42,2026-06-12 19:56:22.093838
2249,1495,19,159,36,2026-06-12 19:56:22.093841
2250,1814,1,343,15,2026-06-12 19:56:22.093844
2251,1225,8,497,25,2026-06-12 19:56:22.093847
2252,1056,10,370,14,2026-06-12 19:56:22.093850
2253,1366,3,231,30,2026-06-12 19:56:22.093853
2254,1048,14,437,41,2026-06-12 19:56:22.093856
2255,1442,20,335,20,2026-06-12 19:56:22.093859
2256,1006,8,335,50,2026-06-12 19:56:22.093862
2257,317,1,371,25,2026-06-12 19:56:22.093864
2258,1539,9,160,11,2026-06-12 19:56:22.093867
2259,380,4,181,38,2026-06-12 19:56:22.093870
2260,1591,7,77,14,2026-06-12 19:56:22.093873
2261,671,5,264,29,2026-06-12 19:56:22.093876
2262,1916,18,253,39,2026-06-12 19:56:22.093879
2263,718,20,160,40,2026-06-12 19:56:22.093881
2264,1472,9,254,29,2026-06-12 19:56:22.093886
2265,10,9,11,14,2026-06-12 19:56:22.093889
2266,1301,5,225,29,2026-06-12 19:56:22.093892
2267,1641,19,436,40,2026-06-12 19:56:22.093895
2268,144,12,215,25,2026-06-12 19:56:22.093897
2269,1125,19,171,15,2026-06-12 19:56:22.093902
2270,1934,8,29,45,2026-06-12 19:56:22.093905
2271,1950,7,232,45,2026-06-12 19:56:22.093908
2272,255,1,342,41,2026-06-12 19:56:22.093911
2273,1222,2,385,37,2026-06-12 19:56:22.093914
2274,1912,8,186,25,2026-06-12 19:56:22.093919
2275,164,7,109,50,2026-06-12 19:56:22.093922
2276,1341,20,401,18,2026-06-12 19:56:22.093925
2277,142,9,425,34,2026-06-12 19:56:22.093929
2278,1030,5,417,41,2026-06-12 19:56:22.093932
2279,564,10,307,49,2026-06-12 19:56:22.093935
2280,1145,10,401,14,2026-06-12 19:56:22.093938
2281,68,10,31,13,2026-06-12 19:56:22.093941
2282,1671,6,287,42,2026-06-12 19:56:22.093944
2283,1821,4,210,24,2026-06-12 19:56:22.093947
2284,1417,10,193,39,2026-06-12 19:56:22.093950
2285,770,15,139,39,2026-06-12 19:56:22.093953
2286,1451,16,269,30,2026-06-12 19:56:22.093956
2287,1744,10,454,17,2026-06-12 19:56:22.093959
2288,1137,2,236,38,2026-06-12 19:56:22.093962
2289,792,8,156,48,2026-06-12 19:56:22.093965
2290,351,4,360,28,2026-06-12 19:56:22.093968
2291,1201,8,49,28,2026-06-12 19:56:22.093971
2292,623,18,248,35,2026-06-12 19:56:22.093974
2293,1862,2,256,16,2026-06-12 19:56:22.093977
2294,1657,16,418,40,2026-06-12 19:56:22.093980
2295,105,19,386,35,2026-06-12 19:56:22.093983
2296,1723,14,202,25,2026-06-12 19:56:22.093987
2297,95,18,286,10,2026-06-12 19:56:22.093990
2298,545,5,265,31,2026-06-12 19:56:22.093993
2299,1336,14,27,45,2026-06-12 19:56:22.093996
2300,196,3,148,16,2026-06-12 19:56:22.093999
2301,422,18,300,48,2026-06-12 19:56:22.094002
2302,1035,17,270,25,2026-06-12 19:56:22.094004
2303,977,5,243,45,2026-06-12 19:56:22.094007
2304,1438,19,279,12,2026-06-12 19:56:22.094010
2305,1920,12,6,13,2026-06-12 19:56:22.094013
2306,68,19,314,32,2026-06-12 19:56:22.094016
2307,1286,2,471,20,2026-06-12 19:56:22.094019
2308,1414,4,200,29,2026-06-12 19:56:22.094022
2309,1651,18,227,46,2026-06-12 19:56:22.094025
2310,1310,17,441,31,2026-06-12 19:56:22.094028
2311,1517,2,49,38,2026-06-12 19:56:22.094031
2312,1951,1,352,29,2026-06-12 19:56:22.094034
2313,637,5,367,20,2026-06-12 19:56:22.094037
2314,411,8,271,47,2026-06-12 19:56:22.094040
2315,194,5,346,42,2026-06-12 19:56:22.094043
2316,765,14,335,34,2026-06-12 19:56:22.094046
2317,631,10,114,30,2026-06-12 19:56:22.094049
2318,1050,3,276,18,2026-06-12 19:56:22.094052
2319,795,17,65,22,2026-06-12 19:56:22.094056
2320,1484,10,121,44,2026-06-12 19:56:22.094058
2321,905,2,257,39,2026-06-12 19:56:22.094061
2322,652,6,393,42,2026-06-12 19:56:22.094064
2323,316,7,430,17,2026-06-12 19:56:22.094067
2324,1246,12,86,37,2026-06-12 19:56:22.094070
2325,434,8,56,36,2026-06-12 19:56:22.094073
2326,243,14,131,17,2026-06-12 19:56:22.094076
2327,1134,17,223,15,2026-06-12 19:56:22.094079
2328,953,9,314,10,2026-06-12 19:56:22.094082
2329,1603,1,9,48,2026-06-12 19:56:22.094085
2330,1542,11,359,34,2026-06-12 19:56:22.094088
2331,1290,20,459,31,2026-06-12 19:56:22.094091
2332,80,12,484,29,2026-06-12 19:56:22.094094
2333,526,7,157,15,2026-06-12 19:56:22.094097
2334,1088,6,157,22,2026-06-12 19:56:22.094099
2335,683,8,160,32,2026-06-12 19:56:22.094102
2336,806,9,340,25,2026-06-12 19:56:22.094105
2337,1854,17,172,36,2026-06-12 19:56:22.094109
2338,1907,7,412,10,2026-06-12 19:56:22.094112
2339,641,3,209,38,2026-06-12 19:56:22.094116
2340,1279,7,44,44,2026-06-12 19:56:22.094119
2341,951,14,495,40,2026-06-12 19:56:22.094121
2342,1238,13,435,18,2026-06-12 19:56:22.094124
2343,1502,8,189,30,2026-06-12 19:56:22.094127
2344,650,9,46,27,2026-06-12 19:56:22.094130
2345,578,1,278,29,2026-06-12 19:56:22.094133
2346,875,16,55,28,2026-06-12 19:56:22.094136
2347,1904,19,456,38,2026-06-12 19:56:22.094139
2348,261,3,29,38,2026-06-12 19:56:22.094142
2349,172,20,383,40,2026-06-12 19:56:22.094145
2350,1198,2,302,18,2026-06-12 19:56:22.094148
2351,1930,14,151,13,2026-06-12 19:56:22.094151
2352,898,13,231,47,2026-06-12 19:56:22.094154
2353,173,17,239,45,2026-06-12 19:56:22.094157
2354,1937,4,221,20,2026-06-12 19:56:22.094160
2355,1733,19,452,43,2026-06-12 19:56:22.094163
2356,1891,6,372,20,2026-06-12 19:56:22.094166
2357,696,10,413,38,2026-06-12 19:56:22.094169
2358,1856,4,349,18,2026-06-12 19:56:22.094172
2359,1893,9,487,11,2026-06-12 19:56:22.094175
2360,1835,16,453,45,2026-06-12 19:56:22.094178
2361,327,10,198,12,2026-06-12 19:56:22.094181
2362,1559,12,471,11,2026-06-12 19:56:22.094184
2363,874,4,217,11,2026-06-12 19:56:22.094187
2364,1912,15,338,42,2026-06-12 19:56:22.094190
2365,1436,13,481,16,2026-06-12 19:56:22.094193
2366,193,14,337,18,2026-06-12 19:56:22.094196
2367,1666,5,334,19,2026-06-12 19:56:22.094199
2368,1374,12,56,16,2026-06-12 19:56:22.094202
2369,1402,19,348,35,2026-06-12 19:56:22.094205
2370,57,9,64,39,2026-06-12 19:56:22.094208
2371,964,2,236,48,2026-06-12 19:56:22.094211
2372,732,11,424,47,2026-06-12 19:56:22.094214
2373,924,17,293,40,2026-06-12 19:56:22.094217
2374,1270,6,496,36,2026-06-12 19:56:22.094219
2375,93,16,339,36,2026-06-12 19:56:22.094222
2376,1108,12,353,41,2026-06-12 19:56:22.094225
2377,1567,17,230,12,2026-06-12 19:56:22.094228
2378,259,4,71,31,2026-06-12 19:56:22.094231
2379,1466,13,332,35,2026-06-12 19:56:22.094234
2380,1517,2,179,17,2026-06-12 19:56:22.094237
2381,1710,16,32,18,2026-06-12 19:56:22.094240
2382,153,12,328,39,2026-06-12 19:56:22.094243
2383,1007,7,185,34,2026-06-12 19:56:22.094245
2384,542,3,136,48,2026-06-12 19:56:22.094248
2385,358,5,250,29,2026-06-12 19:56:22.094251
2386,1539,5,316,28,2026-06-12 19:56:22.094254
2387,1040,6,86,14,2026-06-12 19:56:22.094257
2388,1767,4,71,47,2026-06-12 19:56:22.094260
2389,1998,1,386,20,2026-06-12 19:56:22.094264
2390,1786,16,447,26,2026-06-12 19:56:22.094267
2391,1741,10,216,12,2026-06-12 19:56:22.094270
2392,1304,1,103,46,2026-06-12 19:56:22.094273
2393,1741,6,411,38,2026-06-12 19:56:22.094275
2394,374,16,192,31,2026-06-12 19:56:22.094279
2395,899,2,141,41,2026-06-12 19:56:22.094282
2396,217,12,404,47,2026-06-12 19:56:22.094285
2397,1175,8,196,47,2026-06-12 19:56:22.094288
2398,1361,7,267,18,2026-06-12 19:56:22.094291
2399,501,19,91,25,2026-06-12 19:56:22.094294
2400,1559,15,394,16,2026-06-12 19:56:22.094297
2401,119,17,175,47,2026-06-12 19:56:22.094300
2402,1478,18,271,23,2026-06-12 19:56:22.094304
2403,1886,16,77,40,2026-06-12 19:56:22.094307
2404,1472,6,469,45,2026-06-12 19:56:22.094309
2405,1136,2,228,35,2026-06-12 19:56:22.094312
2406,666,18,109,21,2026-06-12 19:56:22.094315
2407,1024,6,26,31,2026-06-12 19:56:22.094318
2408,85,17,225,47,2026-06-12 19:56:22.094321
2409,1420,5,203,29,2026-06-12 19:56:22.094324
2410,1724,9,430,33,2026-06-12 19:56:22.094327
2411,1544,8,118,43,2026-06-12 19:56:22.094330
2412,570,9,185,10,2026-06-12 19:56:22.094333
2413,1196,5,35,31,2026-06-12 19:56:22.094336
2414,563,13,361,48,2026-06-12 19:56:22.094339
2415,1897,17,232,47,2026-06-12 19:56:22.094342
2416,1589,10,297,26,2026-06-12 19:56:22.094345
2417,451,13,35,18,2026-06-12 19:56:22.094349
2418,473,18,443,44,2026-06-12 19:56:22.094352
2419,1976,19,146,38,2026-06-12 19:56:22.094355
2420,157,1,366,41,2026-06-12 19:56:22.094358
2421,1640,17,428,40,2026-06-12 19:56:22.094361
2422,42,3,471,22,2026-06-12 19:56:22.094364
2423,1684,4,46,12,2026-06-12 19:56:22.094367
2424,1635,14,270,26,2026-06-12 19:56:22.094369
2425,598,14,328,31,2026-06-12 19:56:22.094372
2426,1316,13,174,15,2026-06-12 19:56:22.094375
2427,328,19,441,16,2026-06-12 19:56:22.094378
2428,1522,19,304,36,2026-06-12 19:56:22.094381
2429,398,1,33,29,2026-06-12 19:56:22.094384
2430,99,2,18,36,2026-06-12 19:56:22.094386
2431,275,14,451,21,2026-06-12 19:56:22.094390
2432,224,17,427,36,2026-06-12 19:56:22.094392
2433,153,9,204,47,2026-06-12 19:56:22.094395
2434,1851,12,210,20,2026-06-12 19:56:22.094399
2435,1078,1,214,42,2026-06-12 19:56:22.094402
2436,1520,2,459,37,2026-06-12 19:56:22.094405
2437,271,6,410,38,2026-06-12 19:56:22.094408
2438,295,18,257,35,2026-06-12 19:56:22.094410
2439,363,14,48,30,2026-06-12 19:56:22.094413
2440,1897,8,177,43,2026-06-12 19:56:22.094417
2441,1342,5,82,30,2026-06-12 19:56:22.094420
2442,1499,4,230,10,2026-06-12 19:56:22.094422
2443,208,6,182,50,2026-06-12 19:56:22.094425
2444,1062,3,313,12,2026-06-12 19:56:22.094428
2445,63,20,433,25,2026-06-12 19:56:22.094432
2446,1618,1,365,14,2026-06-12 19:56:22.094434
2447,1104,16,453,23,2026-06-12 19:56:22.094437
2448,379,11,235,42,2026-06-12 19:56:22.094440
2449,1368,3,396,39,2026-06-12 19:56:22.094443
2450,966,19,25,34,2026-06-12 19:56:22.094446
2451,806,9,441,23,2026-06-12 19:56:22.094449
2452,1884,8,382,12,2026-06-12 19:56:22.094452
2453,431,1,365,34,2026-06-12 19:56:22.094455
2454,317,10,382,27,2026-06-12 19:56:22.094458
2455,213,5,128,46,2026-06-12 19:56:22.094461
2456,462,19,28,22,2026-06-12 19:56:22.094464
2457,1438,6,30,31,2026-06-12 19:56:22.094467
2458,1254,13,135,27,2026-06-12 19:56:22.094470
2459,1560,4,199,24,2026-06-12 19:56:22.094473
2460,114,20,38,38,2026-06-12 19:56:22.094476
2461,82,18,257,40,2026-06-12 19:56:22.094479
2462,914,4,38,21,2026-06-12 19:56:22.094482
2463,572,12,353,38,2026-06-12 19:56:22.094485
2464,1459,9,223,24,2026-06-12 19:56:22.094488
2465,1015,10,101,45,2026-06-12 19:56:22.094491
2466,1988,17,132,14,2026-06-12 19:56:22.094494
2467,787,10,412,24,2026-06-12 19:56:22.094498
2468,851,3,149,40,2026-06-12 19:56:22.094501
2469,1658,7,362,20,2026-06-12 19:56:22.094503
2470,795,11,23,43,2026-06-12 19:56:22.094506
2471,413,12,361,30,2026-06-12 19:56:22.094509
2472,241,5,247,41,2026-06-12 19:56:22.094512
2473,291,11,177,17,2026-06-12 19:56:22.094515
2474,440,18,336,42,2026-06-12 19:56:22.094518
2475,1965,7,267,24,2026-06-12 19:56:22.094520
2476,1806,4,470,32,2026-06-12 19:56:22.094523
2477,916,8,18,27,2026-06-12 19:56:22.094526
2478,151,15,220,50,2026-06-12 19:56:22.094529
2479,848,17,242,49,2026-06-12 19:56:22.094532
2480,959,12,268,18,2026-06-12 19:56:22.094535
2481,1760,14,188,50,2026-06-12 19:56:22.094538
2482,1923,6,321,15,2026-06-12 19:56:22.094541
2483,492,6,108,39,2026-06-12 19:56:22.094544
2484,1109,14,22,11,2026-06-12 19:56:22.094547
2485,1678,14,324,46,2026-06-12 19:56:22.094550
2486,383,5,91,31,2026-06-12 19:56:22.094553
2487,922,7,117,28,2026-06-12 19:56:22.094556
2488,547,10,307,10,2026-06-12 19:56:22.094560
2489,884,6,405,50,2026-06-12 19:56:22.094563
2490,1292,10,406,45,2026-06-12 19:56:22.094566
2491,1717,17,147,43,2026-06-12 19:56:22.094569
2492,1789,16,436,48,2026-06-12 19:56:22.094572
2493,1442,19,236,19,2026-06-12 19:56:22.094575
2494,1246,17,372,33,2026-06-12 19:56:22.094577
2495,575,7,441,23,2026-06-12 19:56:22.094580
2496,1807,7,470,16,2026-06-12 19:56:22.094583
2497,1226,10,285,27,2026-06-12 19:56:22.094586
2498,1555,13,411,33,2026-06-12 19:56:22.094589
2499,962,5,279,15,2026-06-12 19:56:22.094592
2500,844,10,150,13,2026-06-12 19:56:22.094595
2501,1334,10,322,20,2026-06-12 19:56:22.094598
2502,864,18,358,24,2026-06-12 19:56:22.094602
2503,1153,20,296,34,2026-06-12 19:56:22.094605
2504,1952,15,180,38,2026-06-12 19:56:22.094608
2505,474,9,90,25,2026-06-12 19:56:22.094610
2506,418,5,464,21,2026-06-12 19:56:22.094614
2507,1898,2,159,18,2026-06-12 19:56:22.094617
2508,1510,16,439,17,2026-06-12 19:56:22.094620
2509,479,19,372,48,2026-06-12 19:56:22.094644
2510,105,19,498,24,2026-06-12 19:56:22.094648
2511,975,10,174,20,2026-06-12 19:56:22.094651
2512,956,5,58,15,2026-06-12 19:56:22.094654
2513,810,7,479,28,2026-06-12 19:56:22.094657
2514,1291,6,169,24,2026-06-12 19:56:22.094661
2515,434,16,267,32,2026-06-12 19:56:22.094664
2516,334,7,185,23,2026-06-12 19:56:22.094667
2517,1583,15,500,18,2026-06-12 19:56:22.094671
2518,1185,2,189,47,2026-06-12 19:56:22.094674
2519,1591,8,342,45,2026-06-12 19:56:22.094677
2520,249,13,71,17,2026-06-12 19:56:22.094680
2521,956,13,139,35,2026-06-12 19:56:22.094683
2522,1026,15,138,30,2026-06-12 19:56:22.094686
2523,1462,16,341,13,2026-06-12 19:56:22.094689
2524,1025,4,91,30,2026-06-12 19:56:22.094692
2525,892,10,31,42,2026-06-12 19:56:22.094696
2526,694,12,200,20,2026-06-12 19:56:22.094699
2527,1106,2,205,24,2026-06-12 19:56:22.094702
2528,254,6,433,32,2026-06-12 19:56:22.094705
2529,553,5,51,16,2026-06-12 19:56:22.094708
2530,1310,6,310,31,2026-06-12 19:56:22.094712
2531,241,3,236,20,2026-06-12 19:56:22.094715
2532,1368,10,291,25,2026-06-12 19:56:22.094718
2533,1309,5,206,23,2026-06-12 19:56:22.094721
2534,798,19,434,11,2026-06-12 19:56:22.094724
2535,1505,5,226,37,2026-06-12 19:56:22.094728
2536,1600,11,23,21,2026-06-12 19:56:22.094731
2537,1565,20,319,49,2026-06-12 19:56:22.094734
2538,678,6,394,11,2026-06-12 19:56:22.094737
2539,1820,1,347,32,2026-06-12 19:56:22.094740
2540,537,3,392,21,2026-06-12 19:56:22.094743
2541,73,8,36,46,2026-06-12 19:56:22.094746
2542,1368,11,452,35,2026-06-12 19:56:22.094749
2543,1172,14,55,27,2026-06-12 19:56:22.094752
2544,464,6,81,17,2026-06-12 19:56:22.094755
2545,1577,1,224,39,2026-06-12 19:56:22.094758
2546,1523,14,471,49,2026-06-12 19:56:22.094761
2547,371,3,378,39,2026-06-12 19:56:22.094764
2548,592,5,326,18,2026-06-12 19:56:22.094767
2549,1818,5,377,24,2026-06-12 19:56:22.094770
2550,1752,13,54,39,2026-06-12 19:56:22.094773
2551,747,4,65,38,2026-06-12 19:56:22.094776
2552,805,18,470,35,2026-06-12 19:56:22.094779
2553,1862,11,79,15,2026-06-12 19:56:22.094782
2554,758,19,97,31,2026-06-12 19:56:22.094785
2555,1446,5,403,23,2026-06-12 19:56:22.094789
2556,496,19,180,42,2026-06-12 19:56:22.094791
2557,291,18,244,44,2026-06-12 19:56:22.094794
2558,1024,6,465,40,2026-06-12 19:56:22.094797
2559,1105,5,382,42,2026-06-12 19:56:22.094800
2560,802,8,374,12,2026-06-12 19:56:22.094803
2561,1986,9,82,34,2026-06-12 19:56:22.094806
2562,1632,20,225,48,2026-06-12 19:56:22.094817
2563,778,20,463,20,2026-06-12 19:56:22.094820
2564,1556,5,90,18,2026-06-12 19:56:22.094823
2565,177,3,240,32,2026-06-12 19:56:22.094826
2566,127,2,380,16,2026-06-12 19:56:22.094829
2567,1070,9,327,41,2026-06-12 19:56:22.094832
2568,259,8,303,14,2026-06-12 19:56:22.094834
2569,1647,8,145,14,2026-06-12 19:56:22.094837
2570,50,13,224,31,2026-06-12 19:56:22.094840
2571,1245,14,368,17,2026-06-12 19:56:22.094845
2572,1049,17,19,24,2026-06-12 19:56:22.094847
2573,1216,7,97,31,2026-06-12 19:56:22.094851
2574,767,4,114,14,2026-06-12 19:56:22.094854
2575,1681,10,83,41,2026-06-12 19:56:22.094857
2576,1584,9,171,33,2026-06-12 19:56:22.094860
2577,1793,5,166,31,2026-06-12 19:56:22.094864
2578,1171,18,441,19,2026-06-12 19:56:22.094866
2579,1730,11,80,43,2026-06-12 19:56:22.094870
2580,1753,2,451,23,2026-06-12 19:56:22.094873
2581,549,3,455,20,2026-06-12 19:56:22.094876
2582,1288,10,386,47,2026-06-12 19:56:22.094880
2583,1413,12,491,26,2026-06-12 19:56:22.094883
2584,215,15,57,24,2026-06-12 19:56:22.094886
2585,377,20,268,23,2026-06-12 19:56:22.094889
2586,1619,18,216,14,2026-06-12 19:56:22.094892
2587,1836,18,86,50,2026-06-12 19:56:22.094895
2588,232,10,144,33,2026-06-12 19:56:22.094898
2589,1309,16,475,20,2026-06-12 19:56:22.094901
2590,1776,20,380,35,2026-06-12 19:56:22.094904
2591,978,9,237,24,2026-06-12 19:56:22.094907
2592,1141,18,194,17,2026-06-12 19:56:22.094910
2593,1519,2,451,36,2026-06-12 19:56:22.094913
2594,1372,11,457,35,2026-06-12 19:56:22.094917
2595,1373,19,423,38,2026-06-12 19:56:22.094920
2596,384,3,65,13,2026-06-12 19:56:22.094923
2597,1453,3,379,34,2026-06-12 19:56:22.094926
2598,1921,2,229,44,2026-06-12 19:56:22.094929
2599,582,5,487,42,2026-06-12 19:56:22.094932
2600,301,5,145,10,2026-06-12 19:56:22.094935
