order_id,customer_id,order_date,order_status,total_amount
16178,3490,2023-08-02,Delivered,112512.5
16179,2787,2022-06-20,Delivered,128491.75
16180,3248,2026-04-01,Cancelled,70982.75
16181,902,2023-12-02,Cancelled,89547.97
16182,408,2025-12-10,Delivered,44146.74
16183,3715,2025-09-10,Delivered,97333.39
16184,2854,2022-10-26,Delivered,123868.06
16185,811,2024-09-22,Delivered,73965.5
16186,1332,2025-05-06,Delivered,69888.61
16187,4244,2025-06-26,Delivered,127165.11
16188,2523,2022-08-04,Delivered,30720.29
16189,2215,2025-04-02,Delivered,90859.85
16190,1284,2022-01-29,Delivered,111035.96
16191,3027,2022-04-22,Delivered,90601.01
16192,2057,2024-04-12,Delivered,8011.93
16193,2510,2024-05-09,Delivered,65926.38
16194,4765,2022-09-07,Returned,73547.93
16195,2483,2022-11-10,Delivered,56152.03
16196,937,2026-03-10,Delivered,43973.62
16197,1923,2025-08-16,Delivered,45259.23
16198,509,2026-03-24,Delivered,145406.91
16199,3569,2025-06-29,Delivered,131077.15
16200,4660,2026-05-09,Delivered,21732.67
16201,4942,2024-12-24,Returned,112916.2
16202,1959,2025-11-04,Delivered,95136.42
16203,3470,2024-02-28,Returned,94717.08
16204,3531,2023-04-19,Delivered,105387.54
16205,3598,2025-04-19,Delivered,109058.54
16206,1872,2023-09-05,Returned,87059.8
16207,1183,2022-05-08,Pending,17095.34
16208,4240,2023-04-03,Cancelled,15881.17
16209,2863,2024-11-20,Delivered,46429.35
16210,1699,2022-02-22,Delivered,36716.91
16211,1177,2023-08-14,Delivered,4583.5
16212,2484,2025-08-28,Delivered,139117.4
16213,2641,2025-01-16,Delivered,120351.36
16214,3042,2024-07-29,Delivered,130139.35
16215,4048,2022-11-16,Delivered,1990.62
16216,4057,2025-01-19,Cancelled,110228.47
16217,1590,2026-01-12,Delivered,122117.13
16218,841,2023-08-14,Delivered,77293.85
16219,2327,2022-10-15,Delivered,25109.36
16220,1471,2025-04-20,Delivered,10956.72
16221,3135,2023-07-31,Delivered,92673.08
16222,338,2023-03-04,Delivered,46557.07
16223,374,2024-04-19,Delivered,18641.26
16224,2792,2022-12-31,Delivered,106058.81
16225,1359,2022-08-12,Delivered,92122.29
16226,4422,2024-11-11,Delivered,47929.16
16227,2356,2022-06-29,Delivered,106860.48
16228,1432,2024-11-02,Cancelled,54030.97
16229,1727,2023-06-19,Delivered,33841.68
16230,1522,2023-11-29,Delivered,6788.43
16231,3156,2023-09-23,Delivered,42848.97
16232,2883,2024-06-14,Delivered,76294.22
16233,2998,2023-02-16,Delivered,30924.38
16234,3205,2024-02-22,Delivered,25218.45
16235,1878,2025-05-05,Delivered,120969.02
16236,1116,2022-08-31,Delivered,106048.06
16237,1977,2023-02-23,Delivered,71085.34
16238,296,2024-05-29,Delivered,110131.3
16239,1201,2022-10-07,Cancelled,59465.64
16240,1682,2022-11-21,Packed,119110.84
16241,2226,2025-10-22,Delivered,104450.46
16242,2627,2023-03-18,Returned,58263.43
16243,2506,2023-08-06,Cancelled,146743.48
16244,1208,2025-11-20,Returned,54084.58
16245,2233,2026-05-09,Delivered,136351.22
16246,2151,2022-05-18,Delivered,102878.03
16247,4320,2024-12-11,Delivered,148294.29
16248,3226,2024-12-23,Delivered,14283.9
16249,3273,2023-02-26,Delivered,6963.41
16250,4335,2022-10-25,Delivered,961.94
16251,673,2025-08-25,Delivered,53328.17
16252,4613,2025-01-23,Delivered,14515.31
16253,1360,2024-02-02,Delivered,60511.34
16254,2398,2022-08-13,Delivered,82363.4
16255,381,2022-06-09,Delivered,97795.41
16256,3814,2023-03-06,Packed,134526.05
16257,4333,2023-09-06,Delivered,79086.03
16258,3450,2023-06-15,Delivered,134805.96
16259,3989,2022-10-28,Delivered,17715.95
16260,2840,2024-07-18,Delivered,83884.92
16261,3876,2023-10-07,Cancelled,120807.24
16262,1128,2023-12-27,Delivered,107010.65
16263,2673,2026-04-24,Cancelled,36798.16
16264,1611,2025-07-05,Cancelled,140578.59
16265,3952,2026-03-07,Delivered,2999.11
16266,2070,2024-02-15,Returned,64259.35
16267,3872,2023-08-01,Delivered,35240.15
16268,4318,2023-05-30,Delivered,6059.7
16269,4768,2022-06-17,Delivered,112080.43
16270,3342,2024-04-30,Delivered,110193.86
16271,1873,2024-12-20,Delivered,46660.96
16272,1210,2026-02-21,Returned,119090.36
16273,523,2023-07-03,Delivered,31333.92
16274,798,2023-02-21,Shipped,103441.73
16275,4741,2024-09-16,Delivered,8507.48
16276,4687,2025-10-23,Packed,57755.42
16277,2653,2022-06-28,Delivered,119837.02
16278,1276,2024-07-10,Returned,146482.33
16279,731,2024-07-24,Delivered,83864.06
16280,2908,2025-07-29,Delivered,15746.96
16281,4237,2024-03-01,Delivered,5127.07
16282,445,2025-10-03,Delivered,87849.1
16283,4587,2024-11-18,Delivered,17880.24
16284,3530,2024-03-16,Returned,148089.55
16285,2388,2025-04-25,Delivered,35020.63
16286,2197,2022-05-31,Delivered,124594.09
16287,3819,2024-07-22,Delivered,26699.7
16288,1979,2024-05-21,Delivered,25837.44
16289,1295,2022-05-30,Delivered,70320.2
16290,791,2024-10-30,Delivered,126689.81
16291,3922,2026-01-31,Returned,135240.3
16292,215,2022-07-19,Delivered,31810.4
16293,1074,2025-02-05,Cancelled,89700.25
16294,3466,2022-06-25,Delivered,45094.86
16295,4837,2024-02-08,Delivered,18083.9
16296,4552,2024-05-17,Delivered,9992.63
16297,2269,2025-10-13,Delivered,129246.72
16298,3659,2024-06-20,Returned,131784.13
16299,4589,2022-12-15,Delivered,66700.73
16300,376,2024-04-26,Delivered,32221.67
16301,3127,2023-02-08,Delivered,32713.13
16302,2164,2024-01-04,Delivered,1123.31
16303,1579,2025-01-07,Delivered,112970.04
16304,239,2023-03-08,Cancelled,76796.88
16305,381,2024-02-04,Shipped,7339.47
16306,3632,2023-02-10,Delivered,56008.69
16307,2890,2022-09-28,Returned,92385.89
16308,1714,2025-05-01,Delivered,64714.94
16309,2673,2022-10-19,Confirmed,143169.34
16310,322,2022-11-01,Delivered,91124.64
16311,3514,2022-11-04,Delivered,22083.65
16312,2787,2023-01-07,Delivered,93261.42
16313,379,2026-03-26,Delivered,49638.85
16314,1541,2023-09-09,Delivered,97827.35
16315,3359,2023-02-14,Delivered,103167.75
16316,2563,2022-01-21,Returned,91949.68
16317,4904,2022-06-01,Confirmed,41303.52
16318,162,2024-09-10,Delivered,33879.37
16319,4022,2022-09-07,Delivered,66964.45
16320,4803,2025-10-28,Delivered,10272.62
16321,3439,2024-12-17,Delivered,114128.08
16322,1094,2022-05-17,Returned,70825.37
16323,2147,2025-03-09,Delivered,115381.66
16324,1295,2024-01-29,Delivered,31774.89
16325,2732,2026-05-07,Returned,28397.97
16326,3707,2024-05-03,Delivered,115138.79
16327,651,2026-02-14,Delivered,72406.26
16328,3900,2025-08-05,Cancelled,82870.86
16329,4745,2024-10-07,Delivered,45742.65
16330,4600,2023-09-02,Delivered,85110.25
16331,4158,2023-06-11,Delivered,145369.7
16332,3007,2023-02-20,Cancelled,99111.28
16333,79,2025-03-11,Delivered,140309.67
16334,1272,2025-05-27,Cancelled,41352.26
16335,3475,2024-09-02,Delivered,26735.01
16336,2416,2023-09-13,Delivered,2490.33
16337,2253,2022-07-04,Delivered,27193.47
16338,562,2023-04-15,Delivered,32904.5
16339,615,2022-01-03,Delivered,123890.18
16340,1265,2022-08-10,Delivered,31940.36
16341,48,2025-06-25,Delivered,86885.43
16342,2951,2026-01-20,Cancelled,50233.83
16343,3895,2023-10-24,Delivered,80365.11
16344,3167,2022-01-24,Packed,110071.48
16345,4936,2023-07-05,Delivered,12567.4
16346,1989,2023-10-10,Cancelled,126675.3
16347,1975,2025-11-28,Delivered,78455.65
16348,3674,2025-11-12,Delivered,63852.34
16349,1846,2026-02-23,Delivered,56891.59
16350,3814,2023-11-03,Delivered,127416.41
16351,3402,2024-09-21,Delivered,118672.81
16352,205,2022-04-30,Returned,52664.11
16353,165,2024-11-10,Delivered,110101.08
16354,2948,2025-11-29,Returned,48219.24
16355,1194,2023-02-04,Delivered,116124.52
16356,1580,2022-01-15,Delivered,121581.45
16357,488,2022-11-13,Delivered,23598.36
16358,2758,2026-04-12,Cancelled,24204.7
16359,2693,2024-03-04,Delivered,95294.3
16360,503,2022-01-05,Delivered,52957.65
16361,3158,2022-01-29,Delivered,143650.89
16362,3632,2025-09-30,Delivered,62840.36
16363,2215,2023-08-11,Delivered,17345.13
16364,2278,2022-04-27,Delivered,126551.01
16365,4341,2022-06-01,Cancelled,116669.31
16366,3032,2024-10-14,Delivered,145981.75
16367,2733,2022-05-21,Delivered,103711.9
16368,3214,2026-05-10,Confirmed,128150.04
16369,4724,2023-07-17,Delivered,47397.31
16370,1490,2022-10-01,Delivered,71583.76
16371,3963,2023-06-14,Pending,13694.93
16372,2385,2023-12-30,Delivered,66656.93
16373,1570,2024-11-29,Cancelled,14325.96
16374,2335,2022-10-12,Delivered,59541.69
16375,2566,2022-01-22,Delivered,120372.44
16376,867,2025-02-03,Cancelled,141394.23
16377,3143,2023-05-10,Returned,41810.73
16378,3005,2025-01-05,Delivered,2821.15
16379,4444,2023-02-25,Delivered,32101.58
16380,4752,2024-12-21,Delivered,95913.1
16381,968,2023-01-20,Cancelled,21212.95
16382,1682,2025-02-21,Delivered,31522.45
16383,2562,2025-12-24,Delivered,126813.55
16384,2147,2025-06-27,Cancelled,124518.98
16385,1776,2022-06-20,Delivered,116624.63
16386,781,2026-03-22,Delivered,111835.02
16387,1105,2026-05-17,Delivered,40749.86
16388,2097,2022-02-07,Delivered,9348.35
16389,4498,2024-05-25,Delivered,12258.52
16390,2900,2023-09-25,Delivered,82487.39
16391,4496,2025-07-26,Delivered,340.34
16392,3490,2025-02-12,Delivered,142383.31
16393,2250,2022-08-23,Delivered,91605.19
16394,2897,2025-10-15,Delivered,70416.85
16395,2575,2025-07-25,Returned,85592.29
16396,1338,2023-01-11,Cancelled,71077.8
16397,576,2024-12-04,Delivered,9730.01
16398,4950,2024-10-31,Confirmed,123872.24
16399,1643,2022-09-24,Confirmed,113519.04
16400,113,2023-08-07,Returned,59737.56
16401,3589,2023-06-20,Delivered,28638.61
16402,4860,2023-06-30,Delivered,56438.33
16403,40,2022-07-08,Packed,24901.69
16404,4784,2023-07-05,Delivered,92204.31
16405,3049,2025-05-14,Delivered,91538.0
16406,3992,2025-01-13,Delivered,9654.38
16407,3789,2024-12-22,Packed,117860.25
16408,645,2025-09-24,Delivered,67230.24
16409,2941,2022-03-03,Cancelled,6223.12
16410,2689,2023-12-28,Delivered,128666.68
16411,3346,2024-03-21,Cancelled,67215.44
16412,423,2023-12-16,Returned,16937.46
16413,1123,2022-07-31,Delivered,112333.96
16414,3920,2023-12-25,Returned,54184.21
16415,4960,2024-09-04,Delivered,93883.23
16416,2410,2022-12-18,Delivered,88890.55
16417,2150,2024-03-06,Delivered,65231.92
16418,2935,2022-12-23,Packed,51239.25
16419,569,2022-08-30,Packed,147806.33
16420,1588,2026-02-06,Delivered,22540.56
16421,3372,2023-07-27,Delivered,127430.36
16422,521,2024-09-17,Delivered,135121.75
16423,2242,2023-04-26,Delivered,218.96
16424,3284,2023-09-15,Delivered,128686.01
16425,5000,2022-10-30,Cancelled,109636.82
16426,1950,2025-10-26,Delivered,89017.54
16427,4904,2024-03-25,Delivered,59732.24
16428,4528,2025-03-01,Delivered,142097.08
16429,996,2022-05-15,Cancelled,75527.26
16430,250,2024-03-02,Delivered,14523.47
16431,2991,2023-07-25,Cancelled,139392.69
16432,4290,2022-07-21,Delivered,108384.59
16433,1572,2022-04-05,Delivered,29741.88
16434,1266,2023-01-13,Delivered,120274.06
16435,396,2022-01-03,Delivered,71113.5
16436,1713,2024-05-27,Shipped,124792.39
16437,2475,2025-10-20,Delivered,68284.6
16438,1636,2024-09-10,Delivered,75699.73
16439,4572,2026-03-02,Cancelled,122643.45
16440,1305,2025-11-18,Returned,49328.75
16441,3794,2024-02-05,Delivered,106935.38
16442,1111,2025-09-17,Delivered,22600.72
16443,1845,2024-03-18,Delivered,72490.8
16444,1856,2022-07-27,Pending,95997.6
16445,2693,2022-07-14,Delivered,125291.57
16446,4684,2023-05-20,Returned,80616.46
16447,2977,2024-11-09,Delivered,10851.31
16448,818,2024-12-10,Delivered,30425.39
16449,4216,2023-12-19,Delivered,66655.05
16450,2769,2024-01-28,Delivered,81688.06
16451,2961,2024-12-21,Confirmed,57186.53
16452,4232,2024-02-23,Pending,83804.18
16453,4259,2022-12-31,Cancelled,104737.53
16454,1647,2024-11-01,Cancelled,28703.16
16455,2344,2025-04-09,Delivered,21865.68
16456,922,2025-04-21,Delivered,119254.32
16457,2100,2024-12-28,Delivered,40802.24
16458,3021,2024-07-24,Delivered,58557.98
16459,1727,2024-08-06,Delivered,39312.11
16460,4535,2025-11-14,Delivered,140087.2
16461,2904,2024-04-29,Delivered,129616.4
16462,1845,2023-05-29,Delivered,17617.6
16463,100,2023-04-13,Delivered,76271.59
16464,1022,2022-12-26,Delivered,79548.07
16465,1772,2025-01-23,Delivered,139671.23
16466,2830,2022-02-28,Returned,24375.15
16467,987,2022-06-02,Delivered,96807.16
16468,3596,2023-09-16,Confirmed,100961.7
16469,4794,2023-01-19,Delivered,4237.66
16470,1832,2024-06-04,Delivered,18716.76
16471,1910,2024-05-26,Delivered,24386.18
16472,3208,2024-07-30,Delivered,45534.41
16473,4917,2022-10-01,Cancelled,93911.43
16474,4773,2025-06-14,Delivered,69056.0
16475,3278,2023-09-13,Delivered,130424.85
16476,3511,2026-01-02,Delivered,108211.94
16477,4618,2024-08-12,Delivered,139400.99
16478,1975,2025-06-24,Delivered,24068.24
16479,1376,2024-10-03,Delivered,138643.86
16480,4184,2023-07-26,Delivered,49764.61
16481,3578,2023-07-16,Returned,144424.62
16482,3203,2022-06-27,Cancelled,133534.23
16483,3094,2024-01-21,Delivered,45174.55
16484,193,2025-01-08,Delivered,45922.29
16485,2227,2023-02-09,Cancelled,4606.08
16486,4439,2022-05-08,Delivered,83262.48
16487,4798,2024-09-22,Delivered,124787.2
16488,1477,2025-12-27,Delivered,110662.71
16489,368,2022-08-09,Delivered,110125.44
16490,3599,2023-09-01,Packed,63333.9
16491,2135,2022-03-04,Delivered,48082.46
16492,4392,2024-03-01,Cancelled,90578.75
16493,1042,2022-04-25,Delivered,50061.94
16494,4530,2022-10-16,Delivered,19629.71
16495,2272,2022-04-16,Returned,79712.58
16496,4836,2024-01-04,Delivered,124151.85
16497,2879,2023-10-19,Delivered,137918.68
16498,3389,2023-08-27,Delivered,135771.1
16499,3654,2025-04-22,Delivered,102923.59
16500,4731,2024-02-10,Delivered,22587.13
16501,4816,2025-10-12,Delivered,50634.52
16502,1051,2024-05-19,Delivered,109508.17
16503,3360,2024-02-27,Delivered,46321.01
16504,3671,2023-04-26,Delivered,69905.82
16505,1467,2024-10-04,Delivered,37953.3
16506,680,2022-09-06,Returned,138737.25
16507,2456,2024-06-06,Cancelled,25636.92
16508,4281,2023-11-15,Delivered,107683.37
16509,818,2024-09-23,Returned,56154.6
16510,2719,2023-02-09,Packed,127411.48
16511,303,2024-09-29,Delivered,73781.81
16512,1274,2025-10-08,Delivered,90046.37
16513,4983,2025-03-17,Delivered,50543.28
16514,2813,2024-03-04,Delivered,50206.21
16515,3861,2022-02-06,Delivered,20406.35
16516,3529,2023-06-26,Delivered,61837.11
16517,1014,2026-01-23,Delivered,53116.61
16518,1000,2022-06-18,Cancelled,139579.04
16519,837,2026-02-22,Delivered,50814.42
16520,3357,2022-04-20,Delivered,74136.51
16521,4680,2024-10-24,Delivered,132555.3
16522,3593,2025-05-03,Cancelled,29723.92
16523,1202,2024-05-12,Cancelled,23389.65
16524,2084,2026-05-07,Cancelled,70750.2
16525,321,2025-06-13,Delivered,121594.5
16526,603,2022-08-22,Shipped,33185.43
16527,1742,2025-01-20,Delivered,203.36
16528,3638,2025-05-09,Returned,28608.32
16529,4639,2025-01-07,Delivered,97548.02
16530,1011,2024-03-06,Cancelled,116811.83
16531,551,2024-06-24,Returned,65824.81
16532,3253,2022-05-18,Delivered,82615.76
16533,3489,2022-07-08,Packed,77798.7
16534,1332,2024-09-01,Delivered,128632.44
16535,689,2023-10-03,Delivered,68987.78
16536,1018,2025-03-07,Delivered,136052.96
16537,2727,2024-11-08,Delivered,121750.3
16538,1019,2023-10-26,Delivered,142247.75
16539,857,2024-05-25,Delivered,77304.26
16540,3663,2024-02-18,Delivered,24579.41
16541,535,2024-03-03,Delivered,5078.45
16542,3835,2022-04-13,Delivered,73861.93
16543,932,2024-09-08,Delivered,86194.1
16544,1326,2025-01-18,Delivered,112775.41
16545,12,2022-08-19,Delivered,111295.07
16546,503,2025-01-16,Delivered,109223.99
16547,2089,2022-05-22,Returned,12590.87
16548,3401,2023-11-28,Delivered,51464.72
16549,4901,2022-01-06,Delivered,99221.94
16550,2091,2023-09-19,Delivered,22158.44
16551,2735,2025-06-25,Delivered,136011.89
16552,931,2025-11-12,Delivered,149845.53
16553,1009,2026-01-13,Delivered,8925.17
16554,4490,2025-03-16,Delivered,110827.51
16555,2590,2025-10-03,Delivered,5514.9
16556,344,2024-08-03,Delivered,44345.87
16557,4877,2023-10-05,Delivered,46699.71
16558,1451,2025-06-25,Delivered,111013.83
16559,4920,2024-02-16,Delivered,107970.21
16560,1329,2023-09-16,Delivered,114233.47
16561,3867,2023-03-27,Delivered,97623.12
16562,3019,2025-06-30,Delivered,16614.04
16563,2822,2023-10-18,Delivered,88327.95
16564,3556,2025-10-05,Returned,140974.21
16565,419,2025-04-01,Returned,5942.93
16566,4201,2025-04-08,Delivered,15938.84
16567,329,2024-07-20,Delivered,14803.03
16568,4595,2022-05-18,Delivered,91272.29
16569,4248,2024-08-18,Cancelled,7258.58
16570,1274,2024-08-01,Delivered,111340.81
16571,1046,2024-08-25,Delivered,21726.7
16572,4548,2024-07-03,Delivered,137545.05
16573,370,2024-01-18,Cancelled,71938.09
16574,542,2022-08-22,Delivered,62832.37
16575,4379,2024-02-01,Delivered,38431.01
16576,2938,2023-09-14,Delivered,135381.74
16577,1176,2024-09-29,Delivered,49471.45
16578,1025,2022-11-17,Returned,73093.28
16579,1852,2023-03-09,Pending,105792.63
16580,3116,2025-10-27,Returned,119628.9
16581,413,2023-06-25,Delivered,139709.57
16582,3888,2023-10-31,Delivered,1024.45
16583,102,2023-04-06,Delivered,22090.47
16584,3378,2023-03-29,Delivered,21663.6
16585,4577,2022-12-26,Cancelled,101760.59
16586,3110,2024-07-05,Returned,120200.22
16587,1406,2024-11-11,Delivered,77203.73
16588,3643,2022-06-22,Returned,51327.64
16589,4716,2024-10-12,Delivered,126687.23
16590,2911,2023-06-08,Delivered,14131.21
16591,1110,2024-09-30,Delivered,137582.12
16592,3825,2023-02-27,Delivered,26104.87
16593,2183,2026-02-12,Returned,35991.18
16594,954,2022-12-14,Delivered,100764.76
16595,4491,2025-12-13,Delivered,123145.34
16596,4718,2025-10-08,Delivered,55822.07
16597,873,2022-09-15,Delivered,45811.0
16598,3573,2024-11-30,Delivered,44662.93
16599,3957,2025-05-23,Delivered,26180.59
16600,1377,2023-12-26,Delivered,54074.84
16601,3845,2025-04-05,Delivered,138724.69
16602,1636,2023-01-09,Delivered,53710.42
16603,4524,2023-08-16,Cancelled,4827.28
16604,3382,2022-06-04,Delivered,135226.39
16605,1300,2026-01-17,Delivered,52109.11
16606,3360,2022-02-17,Delivered,137704.58
16607,3641,2024-09-11,Delivered,96698.22
16608,1671,2023-07-07,Delivered,99920.59
16609,3813,2024-06-29,Delivered,117035.44
16610,4307,2025-02-02,Delivered,40628.8
16611,4369,2022-08-07,Delivered,66667.39
16612,2443,2025-09-10,Delivered,110771.08
16613,4277,2024-01-24,Delivered,42740.03
16614,2539,2025-01-29,Delivered,98007.72
16615,4169,2023-10-09,Returned,137529.52
16616,2013,2025-12-11,Returned,98906.24
16617,591,2025-05-19,Delivered,84351.41
16618,1582,2026-03-21,Delivered,127052.02
16619,1123,2022-11-28,Returned,112798.53
16620,1016,2023-11-15,Confirmed,20207.16
16621,1420,2024-06-24,Returned,103566.56
16622,4175,2024-03-09,Shipped,109075.8
16623,3947,2026-01-17,Delivered,42088.67
16624,2195,2024-11-16,Delivered,120349.26
16625,2941,2024-09-19,Pending,1194.03
16626,1787,2025-08-21,Cancelled,119104.34
16627,1034,2024-01-05,Delivered,58036.41
16628,4329,2023-01-05,Pending,110463.79
16629,657,2025-06-18,Delivered,9181.32
16630,481,2025-01-01,Pending,64997.23
16631,2636,2024-04-22,Packed,56259.34
16632,1139,2025-11-04,Delivered,119956.36
16633,633,2023-06-06,Cancelled,7571.14
16634,3341,2024-07-03,Delivered,64771.14
16635,417,2025-04-17,Delivered,92772.65
16636,838,2023-08-23,Packed,39485.7
16637,3346,2022-07-28,Delivered,13479.62
16638,3357,2026-02-23,Delivered,10477.72
16639,1737,2025-03-25,Cancelled,24462.38
16640,533,2024-09-25,Delivered,122047.14
16641,1896,2023-09-22,Returned,147551.31
16642,163,2025-10-28,Delivered,118833.94
16643,2310,2023-01-11,Returned,116998.84
16644,3537,2024-09-06,Cancelled,125218.78
16645,3820,2025-08-08,Delivered,99049.44
16646,2915,2026-02-11,Delivered,137555.2
16647,74,2022-05-28,Delivered,76943.42
16648,3705,2025-09-07,Delivered,124319.41
16649,2891,2024-09-26,Delivered,122700.24
16650,1417,2024-12-06,Delivered,146700.69
16651,192,2022-07-04,Delivered,149734.55
16652,661,2025-12-14,Delivered,95263.76
16653,375,2024-10-14,Returned,44528.14
16654,3546,2024-11-23,Cancelled,17818.98
16655,949,2022-05-11,Delivered,26434.46
16656,106,2022-02-03,Delivered,29361.65
16657,3397,2024-10-21,Delivered,76658.41
16658,4461,2022-03-10,Confirmed,31974.56
16659,486,2026-04-06,Shipped,16604.61
16660,4951,2025-01-06,Delivered,14512.16
16661,1015,2023-09-01,Delivered,38555.1
16662,104,2022-03-17,Delivered,102446.81
16663,3227,2024-10-23,Delivered,127674.65
16664,3832,2022-08-10,Packed,63524.37
16665,318,2022-02-03,Returned,51414.39
16666,4661,2022-09-23,Delivered,114248.09
16667,4457,2022-09-19,Delivered,135986.77
16668,435,2024-11-05,Confirmed,17172.43
16669,1773,2026-05-20,Delivered,93902.05
16670,2019,2026-04-18,Delivered,111807.7
16671,1399,2022-02-14,Delivered,140578.02
16672,531,2022-05-22,Delivered,132411.62
16673,484,2023-05-10,Delivered,80459.26
16674,3533,2022-06-23,Delivered,61758.58
16675,3151,2026-01-19,Delivered,116193.56
16676,2987,2022-10-28,Returned,11045.1
16677,1172,2024-04-29,Delivered,66520.21
16678,3595,2022-10-28,Returned,30652.42
16679,4720,2024-12-24,Delivered,109041.36
16680,2411,2025-01-03,Delivered,142873.51
16681,2339,2022-05-01,Delivered,19589.12
16682,1703,2022-11-15,Delivered,41857.45
16683,2637,2022-12-12,Delivered,69034.77
16684,2030,2025-08-09,Delivered,21709.29
16685,4103,2025-10-28,Delivered,110172.88
16686,4220,2024-03-28,Delivered,47130.87
16687,1414,2022-10-22,Delivered,82533.21
16688,2576,2024-12-15,Delivered,58710.68
16689,3491,2025-02-28,Confirmed,117711.79
16690,3571,2023-07-09,Returned,56899.41
16691,707,2022-07-10,Shipped,144372.51
16692,490,2022-03-23,Delivered,138303.1
16693,2772,2025-01-16,Delivered,62000.21
16694,4054,2025-04-01,Delivered,69547.1
16695,109,2022-06-17,Returned,65347.51
16696,4756,2023-09-28,Delivered,53534.87
16697,4217,2023-05-13,Delivered,134935.56
16698,1532,2024-05-13,Delivered,62504.0
16699,789,2023-11-01,Delivered,139646.52
16700,1636,2022-07-30,Delivered,140461.84
16701,3501,2025-09-07,Delivered,129873.69
16702,353,2022-05-24,Shipped,109157.08
16703,488,2025-11-14,Pending,58080.51
16704,1164,2023-03-15,Delivered,84992.16
16705,696,2022-08-15,Delivered,116181.75
16706,4477,2025-05-31,Delivered,56590.49
16707,481,2024-06-20,Delivered,48884.57
16708,1966,2025-05-03,Delivered,101771.7
16709,2929,2025-08-23,Delivered,78081.85
16710,101,2022-01-24,Delivered,112333.17
16711,995,2024-09-04,Delivered,46134.66
16712,3394,2022-04-14,Delivered,145609.25
16713,3366,2023-04-22,Delivered,147957.36
16714,3442,2023-11-23,Confirmed,123523.08
16715,3733,2025-01-08,Cancelled,126811.32
16716,4671,2022-05-28,Confirmed,131732.25
16717,494,2024-04-10,Delivered,42759.92
16718,4584,2025-05-30,Cancelled,9409.01
16719,1276,2026-01-08,Delivered,49416.77
16720,635,2022-02-19,Delivered,71725.66
16721,1468,2022-04-06,Delivered,122584.96
16722,4847,2024-05-29,Packed,11050.31
16723,3959,2025-11-17,Cancelled,13693.59
16724,1210,2022-01-06,Delivered,112006.23
16725,1282,2023-11-22,Cancelled,34185.29
16726,1081,2024-01-29,Delivered,17860.91
16727,396,2026-04-17,Delivered,109023.68
16728,2212,2022-03-15,Delivered,112086.16
16729,1438,2022-08-31,Delivered,59988.79
16730,2524,2026-04-21,Delivered,13140.24
16731,82,2023-01-31,Delivered,34532.54
16732,4294,2025-07-19,Delivered,74626.85
16733,4664,2026-02-18,Cancelled,142717.23
16734,1858,2024-01-14,Delivered,104059.41
16735,2437,2024-04-24,Delivered,118425.88
16736,3408,2023-05-04,Delivered,60162.92
16737,1457,2024-10-29,Delivered,108565.13
16738,1076,2024-11-03,Returned,72409.52
16739,2086,2025-09-18,Delivered,31204.19
16740,3904,2026-02-09,Delivered,11633.07
16741,3119,2022-02-23,Returned,100429.81
16742,2700,2022-03-19,Delivered,49182.05
16743,2912,2025-01-27,Delivered,6095.0
16744,4873,2025-02-15,Delivered,41772.13
16745,713,2022-10-13,Delivered,57649.29
16746,4147,2023-07-30,Cancelled,28924.18
16747,4185,2024-03-20,Delivered,124094.13
16748,2607,2025-12-26,Delivered,121655.14
16749,3672,2025-05-15,Delivered,146150.84
16750,2710,2024-01-26,Confirmed,67014.23
16751,3495,2022-09-12,Returned,144349.06
16752,717,2023-09-01,Delivered,30534.23
16753,281,2024-11-13,Packed,148698.99
16754,1986,2026-02-20,Returned,70389.95
16755,1986,2025-07-23,Delivered,93468.32
16756,1903,2025-01-26,Delivered,26638.26
16757,1878,2022-03-18,Delivered,105699.26
16758,2629,2022-12-30,Packed,100272.42
16759,2955,2024-10-10,Delivered,89368.1
16760,48,2022-08-31,Delivered,33456.01
16761,2782,2024-02-19,Cancelled,28047.79
16762,99,2026-01-31,Cancelled,51295.42
16763,2903,2023-05-23,Delivered,112473.03
16764,4103,2024-04-10,Pending,101355.12
16765,3924,2024-02-26,Delivered,145098.0
16766,4919,2022-03-01,Cancelled,123063.74
16767,91,2024-01-11,Delivered,6530.04
16768,1623,2023-02-21,Delivered,2234.84
16769,3490,2023-07-06,Delivered,117122.85
16770,157,2022-04-04,Cancelled,70856.86
16771,3528,2022-09-06,Delivered,114423.94
16772,2198,2022-02-27,Delivered,91935.85
16773,1530,2023-06-07,Delivered,136368.55
16774,4960,2022-12-14,Cancelled,44550.89
16775,1239,2023-04-28,Cancelled,5607.94
16776,1353,2025-11-24,Delivered,11312.58
16777,1609,2022-08-31,Delivered,87344.98
16778,835,2026-04-18,Delivered,62124.94
16779,4448,2025-05-06,Confirmed,133915.0
16780,1611,2026-02-25,Delivered,104988.75
16781,4736,2024-02-17,Delivered,65308.9
16782,4334,2024-04-11,Delivered,22640.01
16783,510,2023-01-24,Cancelled,140671.17
16784,1885,2025-12-28,Delivered,13787.75
16785,932,2026-03-06,Cancelled,132211.17
16786,2211,2025-04-25,Delivered,138376.0
16787,3331,2024-08-18,Delivered,36457.71
16788,1418,2023-04-18,Delivered,3111.62
16789,3829,2024-08-06,Shipped,123348.42
16790,4936,2025-09-09,Delivered,8061.82
