payment_id,order_id,payment_date,payment_method,payment_status,amount
11647,11647,2026-01-02,Wallet,Completed,117759.04
11648,11648,2022-01-07,Wallet,Completed,72548.04
11649,11649,2024-06-06,COD,Completed,91715.78
11650,11650,2026-03-04,Credit Card,Completed,27985.87
11651,11651,2023-10-29,UPI,Completed,19589.74
11652,11652,2022-12-13,Wallet,Completed,143384.64
11653,11653,2024-01-02,Credit Card,Completed,75173.22
11654,11654,2023-09-20,Wallet,Completed,20778.69
11655,11655,2025-11-25,Credit Card,Completed,93685.51
11656,11656,2025-04-10,COD,Completed,38185.82
11657,11657,2022-11-23,UPI,Completed,129660.43
11658,11658,2023-06-04,Wallet,Completed,75147.11
11659,11659,2025-03-10,Credit Card,Completed,33961.25
11660,11660,2025-05-08,COD,Completed,128913.77
11661,11661,2026-03-06,Credit Card,Completed,34233.2
11662,11662,2025-04-07,Credit Card,Completed,2797.76
11663,11663,2025-07-16,Wallet,Completed,105492.7
11664,11664,2022-01-02,Debit Card,Completed,113902.44
11665,11665,2025-09-03,COD,Completed,97512.79
11666,11666,2022-12-31,Credit Card,Completed,61900.29
11667,11667,2022-02-09,COD,Completed,9386.69
11668,11668,2025-04-04,COD,Completed,96822.84
11669,11669,2024-06-18,COD,Completed,46533.13
11670,11670,2023-09-27,COD,Completed,62591.06
11671,11671,2023-04-27,UPI,Completed,4875.37
11672,11672,2024-12-21,COD,Completed,15463.39
11673,11673,2024-09-14,COD,Completed,37879.53
11674,11674,2022-04-16,UPI,Completed,120614.51
11675,11675,2022-09-28,UPI,Completed,34897.5
11676,11676,2025-06-09,Credit Card,Completed,48204.89
11677,11677,2025-10-11,Wallet,Completed,143308.0
11678,11678,2024-02-27,Debit Card,Completed,128346.97
11679,11679,2022-05-11,Wallet,Completed,73655.2
11680,11680,2022-09-12,Wallet,Completed,32980.96
11681,11681,2025-12-15,COD,Completed,13727.56
11682,11682,2025-05-04,UPI,Completed,126899.28
11683,11683,2025-04-24,COD,Completed,103940.75
11684,11684,2022-09-03,Wallet,Completed,144807.96
11685,11685,2024-02-21,COD,Completed,29902.81
11686,11686,2023-09-04,Credit Card,Completed,39408.95
11687,11687,2022-03-13,UPI,Completed,107136.56
11688,11688,2024-04-14,Wallet,Completed,60968.2
11689,11689,2022-01-08,UPI,Completed,103552.97
11690,11690,2025-08-25,UPI,Completed,100531.33
11691,11691,2024-02-09,COD,Completed,126207.12
11692,11692,2022-08-05,Wallet,Completed,51610.46
11693,11693,2023-08-31,Credit Card,Completed,101102.56
11694,11694,2026-02-01,UPI,Completed,29944.07
11695,11695,2024-03-11,Wallet,Completed,72920.28
11696,11696,2022-08-22,Debit Card,Completed,130987.36
11697,11697,2022-02-20,Wallet,Completed,56970.94
11698,11698,2025-08-24,UPI,Completed,43040.52
11699,11699,2025-02-20,COD,Completed,114056.17
11700,11700,2022-02-10,UPI,Completed,18388.39
11701,11701,2023-01-31,Credit Card,Completed,115005.85
11702,11702,2025-07-24,Credit Card,Completed,56349.23
11703,11703,2023-01-17,COD,Completed,19330.03
11704,11704,2023-02-11,Credit Card,Completed,18902.74
11705,11705,2024-08-14,Credit Card,Completed,140433.26
11706,11706,2025-02-19,UPI,Completed,66128.91
11707,11707,2023-07-17,Debit Card,Completed,43596.23
11708,11708,2022-02-11,Wallet,Completed,19938.32
11709,11709,2025-03-23,Debit Card,Completed,121711.13
11710,11710,2025-07-25,UPI,Completed,12057.79
11711,11711,2023-02-24,Wallet,Completed,87579.73
11712,11712,2024-11-06,COD,Completed,43887.57
11713,11713,2024-12-31,UPI,Completed,108600.92
11714,11714,2022-08-16,Credit Card,Completed,40249.29
11715,11715,2026-05-05,Debit Card,Completed,54712.85
11716,11716,2024-07-24,Wallet,Completed,43918.71
11717,11717,2024-07-27,UPI,Completed,109964.18
11718,11718,2022-12-25,Credit Card,Completed,74389.91
11719,11719,2025-06-27,UPI,Completed,126704.79
11720,11720,2025-11-16,Wallet,Completed,122832.02
11721,11721,2025-07-26,Wallet,Completed,146520.74
11722,11722,2024-05-02,Credit Card,Completed,50818.23
11723,11723,2026-03-21,Debit Card,Completed,36711.52
11724,11724,2025-12-18,UPI,Completed,30729.15
11725,11725,2024-12-01,UPI,Completed,112740.32
11726,11726,2025-02-18,Debit Card,Completed,8119.81
11727,11727,2022-08-14,Debit Card,Completed,124973.33
11728,11728,2022-10-07,Wallet,Completed,67340.99
11729,11729,2025-04-01,Wallet,Completed,71099.8
11730,11730,2023-11-07,COD,Completed,141524.62
11731,11731,2023-09-21,Debit Card,Completed,40368.38
11732,11732,2024-07-15,Wallet,Completed,138384.2
11733,11733,2022-11-21,Debit Card,Completed,3442.18
11734,11734,2025-06-27,Debit Card,Completed,141637.77
11735,11735,2022-07-15,Debit Card,Completed,32427.23
11736,11736,2022-03-20,UPI,Completed,33706.78
11737,11737,2024-07-23,UPI,Completed,111757.39
11738,11738,2025-12-24,Debit Card,Completed,33112.77
11739,11739,2025-05-18,Debit Card,Completed,133501.99
11740,11740,2022-12-21,UPI,Completed,56969.11
11741,11741,2023-06-06,Debit Card,Completed,119295.76
11742,11742,2023-11-14,COD,Completed,15952.91
11743,11743,2024-07-24,Debit Card,Completed,146618.67
11744,11744,2022-12-02,Debit Card,Completed,74709.01
11745,11745,2023-12-31,Credit Card,Completed,92502.45
11746,11746,2022-01-12,Credit Card,Completed,8042.27
11747,11747,2023-03-20,Credit Card,Completed,85108.99
11748,11748,2025-09-26,Wallet,Completed,97599.53
11749,11749,2022-05-28,COD,Completed,90940.33
11750,11750,2026-02-25,Credit Card,Completed,83141.6
11751,11751,2024-12-18,Wallet,Completed,113795.69
11752,11752,2023-01-16,Wallet,Completed,115949.82
11753,11753,2022-04-21,Credit Card,Completed,24904.82
11754,11754,2022-08-06,UPI,Completed,10207.81
11755,11755,2023-04-21,COD,Completed,102954.59
11756,11756,2024-06-12,Wallet,Completed,117788.89
11757,11757,2023-08-29,UPI,Completed,63273.27
11758,11758,2024-11-17,COD,Completed,65065.79
11759,11759,2026-02-25,Debit Card,Completed,106051.88
11760,11760,2024-10-13,Wallet,Completed,4982.06
11761,11761,2023-06-17,Debit Card,Completed,93731.82
11762,11762,2024-11-08,Wallet,Completed,101613.18
11763,11763,2025-06-26,Credit Card,Completed,72436.05
11764,11764,2023-11-14,COD,Completed,83658.98
11765,11765,2025-12-21,Debit Card,Completed,131718.16
11766,11766,2023-03-04,Wallet,Completed,15553.64
11767,11767,2024-01-13,Wallet,Completed,84340.1
11768,11768,2023-08-26,Wallet,Completed,97154.75
11769,11769,2023-08-08,UPI,Completed,13742.3
11770,11770,2024-07-08,UPI,Completed,50388.68
11771,11771,2025-02-05,COD,Completed,49489.59
11772,11772,2022-10-24,COD,Completed,52436.41
11773,11773,2022-10-30,Credit Card,Completed,103572.65
11774,11774,2025-06-02,Debit Card,Completed,42196.29
11775,11775,2023-06-04,UPI,Completed,14472.94
11776,11776,2022-06-20,UPI,Completed,140716.33
11777,11777,2023-07-09,Wallet,Completed,20372.11
11778,11778,2023-09-18,Wallet,Completed,120683.47
11779,11779,2023-09-11,UPI,Completed,93966.72
11780,11780,2024-12-03,Credit Card,Completed,94377.76
11781,11781,2025-02-26,Wallet,Completed,114412.36
11782,11782,2025-12-09,Wallet,Completed,91973.76
11783,11783,2025-03-11,Debit Card,Completed,55006.47
11784,11784,2024-05-13,Wallet,Completed,36333.72
11785,11785,2025-06-05,Debit Card,Completed,1827.88
11786,11786,2024-06-14,COD,Completed,66635.31
11787,11787,2022-04-22,COD,Completed,23364.94
11788,11788,2023-02-14,Wallet,Completed,140723.53
11789,11789,2023-02-23,Debit Card,Completed,136174.41
11790,11790,2023-12-24,Credit Card,Completed,87360.19
11791,11791,2023-09-15,COD,Completed,40203.28
11792,11792,2022-10-06,COD,Completed,106596.09
11793,11793,2023-07-18,COD,Completed,24832.07
11794,11794,2023-07-13,Debit Card,Completed,885.73
11795,11795,2023-07-30,UPI,Completed,66574.51
11796,11796,2025-10-10,Debit Card,Completed,113674.19
11797,11797,2022-06-22,COD,Completed,78111.44
11798,11798,2024-05-23,Wallet,Completed,137235.05
11799,11799,2024-10-09,UPI,Completed,38605.44
11800,11800,2024-11-08,Wallet,Completed,19335.52
11801,11801,2024-09-07,Wallet,Completed,27065.07
11802,11802,2024-03-13,Credit Card,Completed,40533.74
11803,11803,2026-04-21,Wallet,Completed,120587.36
11804,11804,2022-06-21,Credit Card,Completed,97573.07
11805,11805,2024-03-06,Debit Card,Completed,137143.47
11806,11806,2022-05-07,Wallet,Completed,135508.44
11807,11807,2025-02-11,UPI,Completed,36703.1
11808,11808,2025-08-11,Debit Card,Completed,99356.42
11809,11809,2025-11-15,Wallet,Completed,125470.31
11810,11810,2025-03-05,COD,Completed,28563.66
11811,11811,2024-11-01,Debit Card,Completed,140996.56
11812,11812,2025-10-22,Wallet,Completed,850.04
11813,11813,2026-03-16,COD,Completed,14216.64
11814,11814,2024-06-13,Credit Card,Completed,149297.34
11815,11815,2022-09-29,UPI,Completed,12344.28
11816,11816,2023-04-28,UPI,Completed,142977.53
11817,11817,2025-09-20,UPI,Completed,107894.63
11818,11818,2025-02-20,COD,Completed,130139.38
11819,11819,2024-05-17,UPI,Completed,23170.04
11820,11820,2025-12-11,COD,Completed,10967.73
11821,11821,2025-12-09,COD,Completed,89428.8
11822,11822,2022-04-19,Debit Card,Completed,105433.7
11823,11823,2025-06-02,UPI,Completed,106481.58
11824,11824,2024-02-03,Credit Card,Completed,66223.68
11825,11825,2025-06-28,UPI,Completed,19637.92
11826,11826,2024-07-30,Credit Card,Completed,13488.66
11827,11827,2022-11-16,Debit Card,Completed,996.27
11828,11828,2022-03-04,Credit Card,Completed,92749.25
11829,11829,2022-01-30,Wallet,Completed,139651.88
11830,11830,2023-01-29,Wallet,Completed,113297.74
11831,11831,2022-11-27,Wallet,Completed,49798.36
11832,11832,2025-06-15,UPI,Completed,83520.33
11833,11833,2024-06-01,COD,Completed,78649.79
11834,11834,2023-08-24,UPI,Completed,44457.95
11835,11835,2025-09-04,Credit Card,Completed,13751.05
11836,11836,2022-03-06,UPI,Completed,29872.81
11837,11837,2024-07-13,Credit Card,Completed,77672.95
11838,11838,2022-09-24,Wallet,Completed,81242.7
11839,11839,2023-09-06,Wallet,Completed,51431.98
11840,11840,2023-09-13,COD,Completed,109443.09
11841,11841,2022-05-15,UPI,Completed,46968.32
11842,11842,2024-07-26,Credit Card,Completed,134635.75
11843,11843,2024-07-14,Debit Card,Completed,128137.15
11844,11844,2024-08-21,COD,Completed,120857.43
11845,11845,2025-04-23,Wallet,Completed,139402.55
11846,11846,2023-10-09,Credit Card,Completed,148218.69
11847,11847,2025-02-22,Wallet,Completed,49738.1
11848,11848,2025-11-07,Debit Card,Completed,18480.4
11849,11849,2023-08-30,Credit Card,Completed,102689.08
11850,11850,2024-03-15,Credit Card,Completed,149817.37
11851,11851,2026-03-11,COD,Completed,81494.03
11852,11852,2023-07-06,COD,Completed,128686.48
11853,11853,2023-11-26,Credit Card,Completed,110310.51
11854,11854,2024-09-25,COD,Completed,78258.45
11855,11855,2024-09-18,Debit Card,Completed,115073.47
11856,11856,2023-02-05,Debit Card,Completed,149525.87
11857,11857,2023-01-24,Credit Card,Completed,134023.5
11858,11858,2025-12-07,COD,Completed,55734.52
11859,11859,2023-03-11,UPI,Completed,107856.29
11860,11860,2022-05-16,UPI,Completed,29144.97
11861,11861,2024-11-03,COD,Completed,128675.99
11862,11862,2026-04-19,COD,Completed,25368.59
11863,11863,2024-12-20,Wallet,Completed,82708.32
11864,11864,2023-02-13,Credit Card,Completed,90646.74
11865,11865,2024-06-04,Wallet,Completed,111630.81
11866,11866,2025-07-05,Wallet,Completed,1640.17
11867,11867,2022-07-14,Debit Card,Completed,124928.43
11868,11868,2024-10-16,UPI,Completed,49985.83
11869,11869,2023-04-19,Wallet,Completed,26106.01
11870,11870,2024-09-25,UPI,Completed,125192.04
11871,11871,2026-02-20,Wallet,Completed,17494.91
11872,11872,2023-08-29,Debit Card,Completed,122285.6
11873,11873,2023-10-01,Credit Card,Completed,83755.46
11874,11874,2025-01-12,Debit Card,Completed,30863.19
11875,11875,2022-09-01,UPI,Completed,117857.99
11876,11876,2025-04-07,Credit Card,Completed,92385.49
11877,11877,2025-02-19,COD,Completed,57639.04
11878,11878,2023-11-11,Wallet,Completed,121239.36
11879,11879,2024-01-31,Debit Card,Completed,19363.54
11880,11880,2024-02-18,Debit Card,Completed,121463.28
11881,11881,2022-12-18,Wallet,Completed,47592.0
11882,11882,2023-03-06,Credit Card,Completed,30063.38
11883,11883,2024-08-04,UPI,Completed,83362.29
11884,11884,2025-03-18,Credit Card,Completed,49552.89
11885,11885,2025-02-17,UPI,Completed,139740.71
11886,11886,2023-11-25,Debit Card,Completed,52433.72
11887,11887,2022-02-08,Credit Card,Completed,83428.97
11888,11888,2023-05-22,Wallet,Completed,105504.79
11889,11889,2023-09-05,COD,Completed,144136.08
11890,11890,2024-02-26,Debit Card,Completed,100682.3
11891,11891,2023-05-03,Credit Card,Completed,56722.4
11892,11892,2024-02-24,UPI,Completed,4207.25
11893,11893,2023-05-02,Credit Card,Completed,44025.05
11894,11894,2023-06-01,Debit Card,Completed,62171.47
11895,11895,2025-09-19,UPI,Completed,23426.05
11896,11896,2025-04-26,Debit Card,Completed,89153.8
11897,11897,2023-08-30,Credit Card,Completed,75413.91
11898,11898,2024-04-03,UPI,Completed,140908.49
11899,11899,2023-07-26,UPI,Completed,17611.99
11900,11900,2024-10-12,UPI,Completed,56909.7
11901,11901,2025-01-24,Credit Card,Completed,6302.74
11902,11902,2026-03-30,Wallet,Completed,87131.42
11903,11903,2025-07-11,COD,Completed,124776.33
11904,11904,2024-10-13,COD,Completed,53104.91
11905,11905,2026-03-11,UPI,Completed,4814.74
11906,11906,2023-01-08,Debit Card,Completed,122025.82
11907,11907,2025-09-04,Debit Card,Completed,137597.11
11908,11908,2024-10-24,Credit Card,Completed,122737.75
11909,11909,2026-05-20,Debit Card,Completed,74753.02
11910,11910,2022-11-08,COD,Completed,91055.94
11911,11911,2023-06-21,UPI,Completed,4280.35
11912,11912,2022-10-30,COD,Completed,68883.9
11913,11913,2024-11-08,UPI,Completed,88119.27
11914,11914,2025-04-01,COD,Completed,147147.52
11915,11915,2023-04-27,UPI,Completed,96229.84
11916,11916,2024-01-25,Wallet,Completed,148417.26
11917,11917,2024-06-27,UPI,Completed,116615.32
11918,11918,2022-12-29,Debit Card,Completed,135996.49
11919,11919,2023-03-03,Credit Card,Completed,67022.31
11920,11920,2022-08-24,Wallet,Completed,83608.91
11921,11921,2022-10-23,COD,Completed,77294.39
11922,11922,2023-06-24,Credit Card,Completed,42000.58
11923,11923,2024-10-28,Debit Card,Completed,33124.84
11924,11924,2026-03-18,COD,Completed,125826.28
11925,11925,2024-01-02,COD,Completed,96444.23
11926,11926,2024-06-09,UPI,Completed,107981.52
11927,11927,2026-01-19,COD,Completed,122206.62
11928,11928,2024-11-25,Wallet,Completed,131168.57
11929,11929,2023-01-27,Debit Card,Completed,28448.38
11930,11930,2025-05-11,Debit Card,Completed,71025.02
11931,11931,2023-10-06,Credit Card,Completed,131774.49
11932,11932,2023-02-17,Debit Card,Completed,20703.63
11933,11933,2026-03-16,COD,Completed,1889.53
11934,11934,2025-03-07,UPI,Completed,71605.54
11935,11935,2022-03-15,Debit Card,Completed,91850.81
11936,11936,2022-07-10,COD,Completed,53192.06
11937,11937,2025-12-06,Credit Card,Completed,71672.99
11938,11938,2023-08-02,COD,Completed,86655.36
11939,11939,2025-07-12,Debit Card,Completed,17211.99
11940,11940,2024-07-18,Credit Card,Completed,104951.78
11941,11941,2025-12-08,UPI,Completed,92940.47
11942,11942,2024-01-18,Debit Card,Completed,2559.37
11943,11943,2022-10-26,UPI,Completed,147017.27
11944,11944,2026-04-25,Wallet,Completed,21419.23
11945,11945,2023-06-26,UPI,Completed,12163.22
11946,11946,2023-02-28,Credit Card,Completed,72327.59
11947,11947,2025-08-24,Wallet,Completed,77671.66
11948,11948,2022-11-26,UPI,Completed,57854.5
11949,11949,2024-02-13,Wallet,Completed,15772.98
11950,11950,2025-10-01,COD,Completed,54536.33
11951,11951,2025-02-19,Debit Card,Completed,102393.03
11952,11952,2023-09-22,Debit Card,Completed,4404.75
11953,11953,2025-07-23,Wallet,Completed,135057.92
11954,11954,2025-04-22,Credit Card,Completed,146213.56
11955,11955,2024-02-27,Wallet,Completed,95756.77
11956,11956,2023-03-22,Wallet,Completed,49420.11
11957,11957,2023-07-02,Debit Card,Completed,111702.87
11958,11958,2022-08-02,Debit Card,Completed,102236.5
11959,11959,2025-03-23,Debit Card,Completed,47314.08
11960,11960,2023-12-11,UPI,Completed,79212.94
11961,11961,2023-09-10,UPI,Completed,119725.65
11962,11962,2022-03-04,Wallet,Completed,20393.21
11963,11963,2023-11-10,Debit Card,Completed,21809.73
11964,11964,2022-01-20,COD,Completed,49887.33
11965,11965,2022-02-21,Credit Card,Completed,123400.77
11966,11966,2025-10-26,Credit Card,Completed,74517.79
11967,11967,2024-03-08,Credit Card,Completed,13603.78
11968,11968,2023-04-03,Debit Card,Completed,25994.54
11969,11969,2025-02-27,COD,Completed,67083.57
11970,11970,2025-08-18,Wallet,Completed,19790.42
11971,11971,2026-01-13,Credit Card,Completed,149055.27
11972,11972,2022-08-04,COD,Completed,50752.5
11973,11973,2022-11-15,Credit Card,Completed,138220.88
11974,11974,2023-07-10,COD,Completed,63181.52
11975,11975,2024-04-02,Debit Card,Completed,80752.12
11976,11976,2026-04-01,Wallet,Completed,120289.72
11977,11977,2026-02-17,UPI,Completed,8267.86
11978,11978,2022-02-28,COD,Completed,56977.7
11979,11979,2024-07-04,Credit Card,Completed,37253.03
11980,11980,2024-09-28,Debit Card,Completed,218.69
11981,11981,2025-08-19,UPI,Completed,33685.5
11982,11982,2026-05-19,Debit Card,Completed,41715.73
11983,11983,2026-04-21,Debit Card,Completed,52206.24
11984,11984,2025-08-18,COD,Completed,138277.32
11985,11985,2023-02-18,UPI,Completed,88905.31
11986,11986,2022-01-12,Credit Card,Completed,131525.55
11987,11987,2023-11-03,UPI,Completed,21645.2
11988,11988,2024-04-14,Credit Card,Completed,129450.62
11989,11989,2022-08-28,Credit Card,Completed,104963.29
11990,11990,2024-10-07,UPI,Completed,23982.84
11991,11991,2024-07-19,COD,Completed,58629.57
11992,11992,2025-09-30,Wallet,Completed,21822.11
11993,11993,2025-12-03,Wallet,Completed,62668.7
11994,11994,2023-07-10,Debit Card,Completed,38137.76
11995,11995,2024-03-19,Credit Card,Completed,40673.69
11996,11996,2024-08-06,Debit Card,Completed,30528.09
11997,11997,2026-02-21,Debit Card,Completed,109192.79
11998,11998,2025-06-21,UPI,Completed,76848.3
11999,11999,2022-03-14,COD,Completed,79723.33
12000,12000,2022-11-10,COD,Completed,127510.98
12001,12001,2022-01-14,COD,Completed,43829.51
12002,12002,2024-08-27,UPI,Completed,58722.42
12003,12003,2023-10-05,Wallet,Completed,92064.25
12004,12004,2024-05-18,Debit Card,Completed,5143.4
12005,12005,2025-09-06,UPI,Completed,66724.24
12006,12006,2023-12-07,Debit Card,Completed,82977.95
12007,12007,2023-05-18,Wallet,Completed,26397.12
12008,12008,2024-08-03,COD,Completed,47204.87
12009,12009,2022-11-25,Wallet,Completed,31672.74
12010,12010,2025-03-17,UPI,Completed,147953.2
12011,12011,2024-12-22,UPI,Completed,41296.6
12012,12012,2023-08-07,Wallet,Completed,203.26
12013,12013,2022-04-20,Credit Card,Completed,79076.31
12014,12014,2023-11-25,Wallet,Completed,94461.35
12015,12015,2023-08-08,UPI,Completed,68721.74
12016,12016,2023-10-24,UPI,Completed,30054.23
12017,12017,2025-03-15,Wallet,Completed,87464.93
12018,12018,2022-03-14,Credit Card,Completed,16048.88
12019,12019,2025-03-06,Credit Card,Completed,55062.03
12020,12020,2024-03-24,Credit Card,Completed,69651.45
12021,12021,2023-08-13,UPI,Completed,119162.1
12022,12022,2025-08-28,COD,Completed,49804.09
12023,12023,2025-09-27,UPI,Completed,91414.74
12024,12024,2024-07-25,COD,Completed,43888.16
12025,12025,2025-03-15,Credit Card,Completed,149524.55
12026,12026,2023-12-27,Debit Card,Completed,57729.11
12027,12027,2023-11-23,Debit Card,Completed,35185.45
12028,12028,2025-10-14,Wallet,Completed,123449.54
12029,12029,2025-12-31,COD,Completed,137464.04
12030,12030,2022-11-29,Wallet,Completed,85419.76
12031,12031,2022-09-01,Wallet,Completed,146216.69
12032,12032,2022-04-05,COD,Completed,130067.27
12033,12033,2025-07-16,Credit Card,Completed,125103.03
12034,12034,2024-05-06,COD,Completed,89582.9
12035,12035,2026-02-18,Wallet,Completed,149569.85
12036,12036,2025-10-26,COD,Completed,55565.44
12037,12037,2023-08-29,Credit Card,Completed,11455.69
12038,12038,2026-01-24,Credit Card,Completed,69124.08
12039,12039,2024-04-23,COD,Completed,28705.57
12040,12040,2022-02-23,Debit Card,Completed,137462.1
12041,12041,2023-11-10,UPI,Completed,49524.93
12042,12042,2024-06-24,COD,Completed,65423.79
12043,12043,2026-02-08,Debit Card,Completed,147273.89
12044,12044,2024-05-28,Credit Card,Completed,71164.19
12045,12045,2024-08-28,COD,Completed,60797.25
12046,12046,2022-03-07,Credit Card,Completed,925.08
12047,12047,2024-07-28,COD,Completed,118912.83
12048,12048,2024-12-24,UPI,Completed,12091.19
12049,12049,2024-04-30,Debit Card,Completed,79954.14
12050,12050,2025-04-25,UPI,Completed,143100.75
12051,12051,2022-05-04,UPI,Completed,143014.73
12052,12052,2025-04-12,COD,Completed,21510.44
12053,12053,2024-07-02,Debit Card,Completed,82105.62
12054,12054,2024-08-24,Wallet,Completed,99022.17
12055,12055,2026-03-09,COD,Completed,136661.26
12056,12056,2025-01-14,COD,Completed,61812.06
12057,12057,2025-07-30,Credit Card,Completed,20814.87
12058,12058,2025-03-11,Credit Card,Completed,36366.74
12059,12059,2023-07-31,COD,Completed,106509.08
12060,12060,2024-10-10,Credit Card,Completed,141380.86
12061,12061,2025-01-05,Credit Card,Completed,17579.66
12062,12062,2026-04-24,UPI,Completed,138783.87
12063,12063,2022-06-22,Debit Card,Completed,44099.59
12064,12064,2023-03-30,Debit Card,Completed,13557.63
12065,12065,2024-04-29,Credit Card,Completed,69112.1
12066,12066,2024-05-08,UPI,Completed,110567.21
12067,12067,2026-01-29,COD,Completed,131611.95
12068,12068,2023-09-15,COD,Completed,133854.38
12069,12069,2022-01-14,Wallet,Completed,120932.35
12070,12070,2023-09-19,Wallet,Completed,36438.27
12071,12071,2025-07-06,Credit Card,Completed,75647.85
12072,12072,2022-08-02,Wallet,Completed,11967.82
12073,12073,2024-12-23,Wallet,Completed,63847.91
12074,12074,2024-01-04,UPI,Completed,95742.5
12075,12075,2022-10-08,COD,Completed,89265.35
12076,12076,2023-02-15,Debit Card,Completed,96322.04
12077,12077,2024-10-29,Credit Card,Completed,117460.63
12078,12078,2022-06-01,Wallet,Completed,86525.8
12079,12079,2023-11-22,Credit Card,Completed,147953.95
12080,12080,2022-10-29,Debit Card,Completed,32730.67
12081,12081,2025-06-14,Credit Card,Completed,46738.27
12082,12082,2025-09-21,Credit Card,Completed,23521.92
12083,12083,2024-09-16,Debit Card,Completed,139080.78
12084,12084,2024-06-23,Debit Card,Completed,149365.5
12085,12085,2023-12-26,Wallet,Completed,64795.81
12086,12086,2023-11-12,COD,Completed,47212.93
12087,12087,2026-04-28,Debit Card,Completed,3768.53
12088,12088,2023-07-28,Credit Card,Completed,57411.93
12089,12089,2026-01-20,Wallet,Completed,68698.47
12090,12090,2022-05-08,Credit Card,Completed,11009.61
12091,12091,2025-07-13,COD,Completed,144959.87
12092,12092,2023-07-29,Debit Card,Completed,117967.45
12093,12093,2022-11-16,Wallet,Completed,104627.58
12094,12094,2026-03-05,Credit Card,Completed,42569.43
12095,12095,2023-04-19,Wallet,Completed,138510.12
12096,12096,2022-06-07,Credit Card,Completed,80919.61
12097,12097,2022-07-04,COD,Completed,77603.39
12098,12098,2026-03-25,Wallet,Completed,91440.62
12099,12099,2023-12-10,Credit Card,Completed,99858.98
12100,12100,2025-02-10,Debit Card,Completed,40637.68
12101,12101,2025-09-26,UPI,Completed,59006.72
12102,12102,2026-05-12,UPI,Completed,54759.32
12103,12103,2025-08-30,Wallet,Completed,91396.94
12104,12104,2024-08-04,UPI,Completed,76199.63
12105,12105,2022-04-16,COD,Completed,114946.14
12106,12106,2025-05-05,Debit Card,Completed,88834.97
12107,12107,2022-12-28,COD,Completed,62538.47
12108,12108,2024-05-19,UPI,Completed,29503.26
12109,12109,2025-02-19,Debit Card,Completed,10785.97
12110,12110,2023-03-19,Credit Card,Completed,136450.94
12111,12111,2025-11-02,UPI,Completed,91771.81
12112,12112,2024-08-11,UPI,Completed,30537.05
12113,12113,2024-06-16,Credit Card,Completed,132705.84
12114,12114,2026-05-10,Debit Card,Completed,35118.51
12115,12115,2022-10-16,COD,Completed,51601.09
12116,12116,2024-04-28,Debit Card,Completed,100790.29
12117,12117,2024-09-08,Credit Card,Completed,104748.02
12118,12118,2025-06-20,Wallet,Completed,129631.89
12119,12119,2025-04-11,Wallet,Completed,36979.22
12120,12120,2025-06-30,Credit Card,Completed,97585.75
12121,12121,2025-09-04,COD,Completed,77484.2
12122,12122,2022-11-25,Debit Card,Completed,38213.6
12123,12123,2024-02-29,COD,Completed,117942.04
12124,12124,2024-03-24,COD,Completed,67849.17
12125,12125,2026-04-14,COD,Completed,16422.59
12126,12126,2025-04-17,Debit Card,Completed,27143.16
12127,12127,2023-06-25,UPI,Completed,105987.75
12128,12128,2022-02-26,UPI,Completed,67994.9
12129,12129,2024-04-27,COD,Completed,48254.54
12130,12130,2023-03-16,COD,Completed,74241.73
12131,12131,2023-05-08,Wallet,Completed,48653.61
12132,12132,2024-11-02,Wallet,Completed,113894.76
12133,12133,2022-01-01,COD,Completed,33405.45
12134,12134,2023-12-21,Credit Card,Completed,28885.01
12135,12135,2024-09-13,UPI,Completed,99815.48
12136,12136,2025-08-02,COD,Completed,115111.23
12137,12137,2024-05-10,Debit Card,Completed,23079.42
12138,12138,2022-11-22,UPI,Completed,38551.67
12139,12139,2024-02-27,UPI,Completed,132063.47
12140,12140,2026-05-08,UPI,Completed,57760.65
12141,12141,2024-04-10,UPI,Completed,60352.85
12142,12142,2025-02-27,COD,Completed,111679.87
12143,12143,2023-03-30,Wallet,Completed,94178.63
12144,12144,2023-03-05,COD,Completed,76122.23
12145,12145,2025-01-03,Credit Card,Completed,75246.09
12146,12146,2023-08-11,Wallet,Completed,5201.44
12147,12147,2025-10-22,Wallet,Completed,84045.95
12148,12148,2025-07-21,Wallet,Completed,49655.22
12149,12149,2026-01-06,Wallet,Completed,138466.66
12150,12150,2022-05-15,Debit Card,Completed,26855.83
12151,12151,2025-07-23,Credit Card,Completed,118768.31
12152,12152,2023-09-07,UPI,Completed,27194.04
12153,12153,2025-10-29,Debit Card,Completed,134024.93
12154,12154,2026-01-08,Wallet,Completed,39251.69
12155,12155,2024-11-16,UPI,Completed,46832.09
12156,12156,2024-03-29,Credit Card,Completed,48261.41
12157,12157,2022-06-05,Credit Card,Completed,83061.16
12158,12158,2025-01-04,COD,Completed,95242.79
12159,12159,2025-01-02,Credit Card,Completed,103595.26
12160,12160,2023-11-27,Debit Card,Completed,55699.25
12161,12161,2023-04-13,Wallet,Completed,46172.05
12162,12162,2025-12-17,COD,Completed,803.35
12163,12163,2023-03-22,Wallet,Completed,79129.19
12164,12164,2025-02-06,Credit Card,Completed,146380.77
12165,12165,2024-05-05,Wallet,Completed,107939.82
12166,12166,2024-01-25,UPI,Completed,37977.63
12167,12167,2024-01-15,UPI,Completed,128493.72
12168,12168,2023-12-08,Debit Card,Completed,110944.49
